"","vultum_aliquis_verba_vobis_forsitan_ilium_oblitus","ideo_illam_duo_utique_quemadmodum_verum_alter","mentem_sestertium_ratione_alius_huic_tuum_tum","tua_tot_veluti_frater_faciem_tuam_terram","potui_subito_vota_fieri_magister_unus_eiusmodi","sive_una_subinde_meos_omnis_unum_locum","fortunata_pectore_gratiam_habinnas_trimalchionis_caesar_scintilla","mare_tellus_potest_fluctus_magnum_fortuna_erit"
"aqua",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.0050350043128523,2.06181315849158e-05,0.00105587876027411,2.24210219501805e-05
"argentea",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00623175503612762,2.24210219501805e-05
"argentum",1.63529623391277e-05,0.0025061824700005,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"armis",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"arte",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"artes",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"ascylton",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00188605254803832,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"assem",1.63529623391277e-05,0.00499576770510033,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"attinet",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"c",1.63529623391277e-05,0.00499576770510033,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"capillos",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00620605760705965,2.0703505103414e-05,2.24210219501805e-05
"carmen",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00603799321979499,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"cella",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,0.00209105401544481,2.24210219501805e-05
"cenae",1.63529623391277e-05,1.65972349006655e-05,0.00468274845618552,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00105587876027411,2.24210219501805e-05
"cervicem",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"cetera",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00623175503612762,2.24210219501805e-05
"coepimus",0.00492224166407745,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"comes",0.00410459354712106,1.65972349006655e-05,0.000951474785918173,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"consilium",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00620605760705965,2.0703505103414e-05,2.24210219501805e-05
"credo",0.00492224166407745,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"crinibus",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"cursum",1.63529623391277e-05,1.65972349006655e-05,0.00468274845618552,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"dicis",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,0.00416140452578622,2.24210219501805e-05
"dicit",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"dicta",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,0.00312622927061552,2.24210219501805e-05
"dignus",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00623175503612762,2.24210219501805e-05
"dominae",0.00492224166407745,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"dominam",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00562081006890628,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"domo",0.000834001079295514,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"duas",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"e",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,0.00209105401544481,2.24210219501805e-05
"eam",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00468712068868929,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"effudit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,0.0010515247108307,0.00416140452578622,2.24210219501805e-05
"eo",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00312622927061552,2.24210219501805e-05
"eumolpo",0.00492224166407745,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"eumolpos",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,0.0056276765094953
"faceret",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"facile",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,0.00105587876027411,0.00226452321696823
"facio",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"faciunt",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,2.06181315849158e-05,0.00209105401544481,2.24210219501805e-05
"facto",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,0.0010515247108307,0.00416140452578622,2.24210219501805e-05
"fata",1.63529623391277e-05,1.65972349006655e-05,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,2.0703505103414e-05,2.24210219501805e-05
"fecerunt",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,0.00517515102781386,2.0703505103414e-05,2.24210219501805e-05
"foras",1.63529623391277e-05,0.00499576770510033,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"formam",1.63529623391277e-05,1.65972349006655e-05,0.00281711162105185,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"fortunae",1.63529623391277e-05,0.00167632072496722,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"fortunam",1.63529623391277e-05,1.65972349006655e-05,0.00281711162105185,0.00188605254803832,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"fratre",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,0.00311333786932228,2.0703505103414e-05,2.24210219501805e-05
"frequentia",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00416140452578622,2.24210219501805e-05
"fronte",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00562081006890628,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"fuerat",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,0.00468712068868929,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"fuerunt",0.00328694543016467,0.00167632072496722,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"habent",1.63529623391277e-05,1.65972349006655e-05,0.00188429320348501,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"habuimus",1.63529623391277e-05,1.65972349006655e-05,0.00188429320348501,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,0.00105587876027411,2.24210219501805e-05
"haud",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00226452321696823
"heu",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"hos",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"iacet",0.000834001079295514,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"illinc",0.00492224166407745,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"illos",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"inscriptione",1.63529623391277e-05,0.0025061824700005,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"ire",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"ista",1.63529623391277e-05,1.65972349006655e-05,0.00281711162105185,1.86737876043398e-05,0.00302902649896692,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"iterumque",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00562081006890628,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"iuppiter",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00674872760700433
"latus",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"legem",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"mater",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"meas",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00188605254803832,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"medium",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,1.86737876043398e-05,0.0050350043128523,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"melior",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"mercennarius",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"minor",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00312622927061552,0.00338557431447725
"mortuus",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"munus",1.63529623391277e-05,0.00167632072496722,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"namque",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,0.00226452321696823
"natus",1.63529623391277e-05,0.00416590596006705,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"nave",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00620605760705965,2.0703505103414e-05,2.24210219501805e-05
"nolo",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"nomina",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,0.00312622927061552,2.24210219501805e-05
"nomine",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,2.0703505103414e-05,0.00114347211945921
"nostrae",1.63529623391277e-05,0.00499576770510033,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"oenothea",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00468712068868929,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"omni",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,0.00416140452578622,2.24210219501805e-05
"ova",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00517515102781386,2.0703505103414e-05,2.24210219501805e-05
"pallio",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"paululum",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00517515102781386,2.0703505103414e-05,2.24210219501805e-05
"plena",1.63529623391277e-05,0.000846458979933943,0.00468274845618552,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"plenus",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"pondus",1.63529623391277e-05,0.0025061824700005,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,2.06181315849158e-05,0.00209105401544481,2.24210219501805e-05
"primo",0.00492224166407745,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"prior",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"prius",1.63529623391277e-05,1.65972349006655e-05,0.00188429320348501,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"proclamavit",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"protulit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00623175503612762,2.24210219501805e-05
"putabam",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,0.00188605254803832,0.00102304868508154,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"quattuor",1.63529623391277e-05,0.00167632072496722,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"quidam",0.00410459354712106,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"re",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00226452321696823
"recte",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"reliquit",0.0016516491962519,0.0025061824700005,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"rixam",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00562081006890628,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"rogare",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,0.00519657978095692,2.24210219501805e-05
"ruina",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,0.0056276765094953
"sane",0.000834001079295514,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"scitis",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"secreto",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,0.00209105401544481,2.24210219501805e-05
"sicut",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"simulque",0.0016516491962519,1.65972349006655e-05,0.000951474785918173,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"sinum",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"somnum",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"spiritum",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,0.00311333786932228,2.0703505103414e-05,2.24210219501805e-05
"templum",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,1.86737876043398e-05,0.0050350043128523,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"tempore",0.000834001079295514,0.00416590596006705,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"temporis",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00188605254803832,0.00302902649896692,2.06181315849158e-05,0.00105587876027411,2.24210219501805e-05
"tui",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"unda",1.63529623391277e-05,1.65972349006655e-05,0.00561556687375235,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"uno",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"urbe",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"utraque",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"vertice",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00620605760705965,2.0703505103414e-05,2.24210219501805e-05
"video",1.63529623391277e-05,0.00416590596006705,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"videretur",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"vidit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,0.00517515102781386,2.0703505103414e-05,2.24210219501805e-05
"vocem",0.000834001079295514,1.65972349006655e-05,0.000951474785918173,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"votum",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,0.00226452321696823
"admovit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,0.00105587876027411,2.24210219501805e-05
"aeque",1.63529623391277e-05,0.0025061824700005,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"age",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"alio",0.00246929731320829,1.65972349006655e-05,0.00188429320348501,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"aliqua",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,2.0703505103414e-05,2.24210219501805e-05
"aliquam",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00105587876027411,2.24210219501805e-05
"aliquem",1.63529623391277e-05,1.65972349006655e-05,0.00188429320348501,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00338557431447725
"allata",1.63529623391277e-05,0.00416590596006705,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"amor",1.63529623391277e-05,0.00333604421503377,0.000951474785918173,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"ancillae",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00519657978095692,2.24210219501805e-05
"animam",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00519657978095692,2.24210219501805e-05
"animi",1.63529623391277e-05,0.00167632072496722,0.00188429320348501,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"annis",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"artificium",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.0056276765094953
"aurem",0.00410459354712106,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"aureos",1.63529623391277e-05,1.65972349006655e-05,0.00468274845618552,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"auri",1.63529623391277e-05,1.65972349006655e-05,0.000951474785918173,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"auro",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"basiavit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"belle",1.63529623391277e-05,1.65972349006655e-05,0.00188429320348501,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,0.00209105401544481,2.24210219501805e-05
"bellum",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.0056276765094953
"boni",1.63529623391277e-05,0.00333604421503377,0.000951474785918173,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"bonis",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"bonum",1.63529623391277e-05,0.00416590596006705,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"caeli",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"capita",1.63529623391277e-05,0.0025061824700005,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"carminibus",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"causas",0.00410459354712106,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
