"","λήγοντα_τόνον_ϊ_τέλους_αὐτὸ_ὥσπερ_ὀξύνεται","διὸς_ζεὺς_αὐτῆς_αὐτὴν_ἀφ_ἱστορία_αὐτῇ","ἀσκαλωνίτης_ὁμοίως_ἐνθάδε_ᾖ_ἓν_ἄμεινον_εἰσὶ","τί_πῶς_πρότερον_αὐτοὺς_πρῶτον_ῥητέον_δεύτερον","στικτέον_λόγος_τέλος_ἀρχῆς_ἐὰν_στίχου_ᾖ","ἦ_εὐθείας_περισπαστέον_ὁμοίως_ϊ_πτολεμαῖος_ἔφη","θεῶν_γῆν_οὐρανὸν_γῆς_ὕδωρ_πῶς_φησιν","ἀθετοῦνται_ἕως_τούτου_στίχοι_ἀριστοφάνης_ἀθετεῖται_στίχος","ν_χωρὶς_ἄλλοι_ἀριστάρχου_ἀρίσταρχος_ἀρισταρχος_ϊ","οὗτος_ὃν_ἢν_τούτων_ὧν_ἄνδρες_πόλιν","αὐτόν_λόγον_του_ἀθετεῖται_εἰπεῖν_πάλιν_αὐτὸς","κε_τίς_περ_αὖ_σύνδεσμος_ἐγὼ_μέσου","αὐτὰρ_ὅς_με_μ_σε_ἐπεί_κε","οὔτε_οὐδ_οὐδέ_ἐς_πάρ_οὐδὲ_πόλεμον","ἄργος_οἷον_ἐνθάδε_ὃν_ὥστε_μᾶλλον_βούλεται","λέγειν_λέγων_φόβον_ἤτοι_πυρὸς_σημειοῦνται_ἐνταῦθα","ἔν_τισι_ὅτ_τότε_ἀνδρῶν_ἵππων_ὅσον","του_ἀπὸ_λέξις_σημαίνει_ψυχῆς_ἔχειν_ἀφ","καί_μοι_κεν_μέν_τοι_κ_εἴ","τρώων_πάντες_ὥστε_ὑπὸ_ἤτοι_ἄλλως_γίνεται","οἷς_μέγας_οὐδὲν_ἔπειτα_ζηνοδοτος_ἄλλῳ_μόνον","σύν_ἕτερον_ἵππους_ν_χωρὶς_γ_τότε","τεῖχος_ὄφρα_πάντων_χρόνον_ἐς_μοι_θεῶν","ἵν_βέλτιον_ᾖ_ἐλλείπει_μᾶλλον_τῶ_συναπτέον","ἦ_ἵππους_πάντας_μάλα_πεζὸς_ὥς_τινες","ψιλοῦται_δασύνεται_ἔνθα_μιν_ἀμφί_ψιλῶς_ἐγένετο","ἴλιον_ὅμηρος_νεώτεροι_θηλυκῶς_ποτὲ_ὑπ_πληθυντικῶς","ἀπὸ_ὃς_εἶδος_ὑπὸ_ὃν_δῆλον_εἴρηται","ὄνομα_γίνεται_ζηνοδοτος_ἣν_αἴαντος_ἄρης_κύριον","αὐτὸς_διὸς_οὗτος_εἴτε_ζηνόδοτον_οὖ_πότερον"
"αἰνίττεται",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,0.00052333456470878,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,0.00138257679461206,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀΐξαντε",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,0.00203773177512078,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"αἰολικὸν",0.00082355251101706,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀΐοντες",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,0.00186876562461325,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"αίρει",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,0.00130282480026229,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀΐσσων",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,0.00193957766017572,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"αἴτιος",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,0.00121027656616977,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,0.000717279401423307,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"αἰτωλίας",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,0.00174663397029566,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"αἰφνιδίως",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,0.0010865823220587,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,0.000595432681081586,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"αἰχμητάων",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,0.00116827835099246,1.16208803978989e-05,1.15939340537031e-05,0.000590605892162312,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"αἰχμητής",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,0.00174865666110802,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἄκαιρον",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,0.00195844465772613,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἄκμονας",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,0.00154948077002011,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀκολούθως",0.000278153497098477,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,0.00121391312708829,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἄκοντα",5.45399013918583e-06,5.78195106156622e-06,0.000766591778492926,0.000413786388861844,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ακούειν",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,0.00154948077002011,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀκούεσθαι",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,0.00052333456470878,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,0.000655089143503057,1.29698321703717e-05,1.3012023109353e-05,0.000688240533318939,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀκούοντες",5.45399013918583e-06,0.000294879504139877,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,0.00117098733942401,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀκούσαι",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,0.00130995304920754,1.3012023109353e-05,0.000688240533318939,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀκουσίως",5.45399013918583e-06,0.000873074610296499,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἄκρητοι",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,0.00191376644445008,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀκριβέστερον",0.000278153497098477,5.78195106156622e-06,7.59001760884085e-06,0.000413786388861844,8.62797880968404e-06,9.54635711012678e-06,0.00052333456470878,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀκροπόλεις",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,0.00209135481011606,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀκρότατον",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,0.00191376644445008,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἄκρως",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,0.000819459319118554,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,0.000595432681081586,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἄλγεα",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,0.00155747173859229,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"αλεξάνδρου",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,0.00186070583596215,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀληθές",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,0.000589922731689261,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,0.00142049450085792,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀλήϊον",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,0.00186876562461325,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀλήμεναι",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,0.000964182068122804,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,0.000717279401423307,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀλῆναι",5.45399013918583e-06,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,0.00212370960029254,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἁλὶ",5.45399013918583e-06,5.78195106156622e-06,0.000766591778492926,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,0.000589922731689261,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἅλιος",0.00082355251101706,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"αλκμᾶνι",0.000550853004057769,5.78195106156622e-06,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,0.000736440824813724,1.49249276141011e-05,1.4847369046205e-05
"ἀλκυόνη",5.45399013918583e-06,0.000873074610296499,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀλκυόνην",5.45399013918583e-06,0.000294879504139877,7.59001760884085e-06,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,0.00121100213424139,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,1.4847369046205e-05
"ἀλλαχῇ",5.45399013918583e-06,5.78195106156622e-06,0.000387090898050883,8.1134586051342e-06,8.62797880968404e-06,9.54635711012678e-06,1.02614620531133e-05,1.07582408124623e-05,1.03143823747834e-05,1.15671123860639e-05,1.16208803978989e-05,1.15939340537031e-05,1.15805076894571e-05,1.16751506094429e-05,1.19829362987106e-05,1.19901201410038e-05,1.23225552050473e-05,1.23759312888295e-05,1.20189418523593e-05,1.26739499632455e-05,1.28448851667266e-05,1.29698321703717e-05,1.3012023109353e-05,1.34949124180184e-05,1.36888791545748e-05,1.40643019886923e-05,1.38500318550733e-05,1.44400161728181e-05,1.49249276141011e-05,0.00149958427366671
