"","omnes_mente_virgo_tua_de_dum_tota","amore_verum_an_miser_misero_sis_id","quantum_ubi_ante_nulla_tantum_hominum_impia","puella_homo_cui_pater_Hymen_Hymenaee_matris","mi_id_bene_Lesbia_illud_sive_satis","amores_per_domum_dies_tempore_Catulle_facit","e_una_tecum_sine_domus_quondam_vertice","vos_oculis_pro_mi_e_divis_O","Invalid_Version_pectore_corpore_terra_toto_centum","lumina_saepe_illam_quos_idem_divum_nomine","multa_usque_milia_cur_mala_di_caput","ab_omnibus_amorem_fuit_nulla_prius_unquam","puellae_modo_huc_libet_qua_meae_sunt","sic_bona_nihil_tua_certe_Iuppiter_genus","quis_hic_magis_ille_potest_sola_malum"
"oculis",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,0.0323135344271692,0.00369377851814297,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"ore",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.022856026567689,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.0110566010104708,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"primum",0.0140561124488996,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0181791844716448,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"prius",0.00845606764854119,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.025701105660101,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"sibi",5.6000448003584e-05,5.89726956419178e-05,0.00964424857891039,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.025148670917819,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"sub",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00338712891014146,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0145578329832694,0.00731513000651843,7.19062342705113e-05,7.32225232481511e-05,0.00773531439074826,7.90076637433831e-05,0.00414398309904932
"tantum",5.6000448003584e-05,5.89726956419178e-05,0.0256115475506163,6.51168848082308e-05,0.00670784352792721,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"ah",5.6000448003584e-05,0.0206994161703131,6.38691958868238e-05,6.51168848082308e-05,0.00338712891014146,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.00414398309904932
"amorem",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.0330233579849162,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"Catulle",0.00285602284818279,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00670784352792721,0.0205362625366719,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"corpore",0.00285602284818279,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0290432389367712,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"etiam",5.6000448003584e-05,0.0148021466061214,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0145578329832694,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"facit",0.00845606764854119,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.0205362625366719,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"fuit",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.0330233579849162,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"gaudia",5.6000448003584e-05,0.0059562422598337,0.0128377083732516,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.0108189438991187,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"illam",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0326645904251467,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"illud",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.0299528458524274,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"male",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00670784352792721,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.00366721794779607,0.0220399794976935,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"meae",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,0.0307114957494064,7.90076637433831e-05,0.00414398309904932
"mei",0.00565604524836199,0.0206994161703131,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"mens",0.00845606764854119,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.0180484648018983,7.32225232481511e-05,7.65872711955273e-05,0.00402939085091254,8.12545705695945e-05
"nos",0.0112560900487204,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.00402939085091254,0.0163321686844885
"nostra",5.6000448003584e-05,0.00300760747773781,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.0287311026724941,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"potest",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00338712891014146,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.0325830827984074
"quondam",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.0323135344271692,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"quos",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0326645904251467,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"viro",5.6000448003584e-05,5.89726956419178e-05,0.019224627961934,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,0.0108189438991187,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"cur",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.028834399942475,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"divis",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00338712891014146,6.82267858361193e-05,7.16486350935015e-05,0.025148670917819,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"facta",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.010302244661254,0.0179838074084689,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"frustra",0.00565604524836199,5.89726956419178e-05,0.00325732899022801,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.00731513000651843,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.0119301572252508,8.12545705695945e-05
"homines",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.0133492727634987,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.00369377851814297,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.0122694401560088
"Hymen",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.0261118708081005,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"Hymenaee",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.0261118708081005,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"ibi",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,0.0108189438991187,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.0183788533352859,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"idem",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0254218874483957,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.00402939085091254,8.12545705695945e-05
"illius",5.6000448003584e-05,0.00300760747773781,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.0108189438991187,7.16486350935015e-05,7.24270297675092e-05,0.0145578329832694,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"is",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.010028558145713,0.0171249232448659,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"Iuppiter",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.0316820731610966,8.12545705695945e-05
"mater",5.6000448003584e-05,5.89726956419178e-05,0.0160311681675928,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.0119301572252508,8.12545705695945e-05
"matris",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.0261118708081005,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"miser",5.6000448003584e-05,0.023648050952409,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"misero",5.6000448003584e-05,0.023648050952409,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"multis",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.0166699873812845,6.82267858361193e-05,0.00365408038976858,0.00723651214444365,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"pede",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.0130884938464544,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0145578329832694,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"post",5.6000448003584e-05,0.0177507813882173,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.00726252966132164,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"postquam",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.0287311026724941,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"quicquam",5.6000448003584e-05,0.0118535118240255,6.38691958868238e-05,6.51168848082308e-05,0.0133492727634987,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"quoque",5.6000448003584e-05,0.0118535118240255,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.0163321686844885
"sese",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.0108189438991187,7.16486350935015e-05,0.0145578329832694,0.00369377851814297,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"sis",5.6000448003584e-05,0.023648050952409,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"sola",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00338712891014146,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.0285203542699277
"uno",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.0180484648018983,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.0122694401560088
"unquam",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,0.00365408038976858,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.025701105660101,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"amor",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,0.00365408038976858,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.0220399794976935,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"caput",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.0252390882289494,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"carmine",5.6000448003584e-05,5.89726956419178e-05,0.0064507887845692,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,0.0179838074084689,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"corde",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0145578329832694,0.0108578413748472,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"dea",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,0.0268821321896301,7.90076637433831e-05,8.12545705695945e-05
"dicit",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.0233114166168559,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"dies",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.0239476018284779,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"diu",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.0133492727634987,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,0.0115646779505246,7.90076637433831e-05,8.12545705695945e-05
