"","annus_accipere_ire_amicus_tenere_currere_regere","stare_pes_eumolpus_iterum_ingens_extra_metiri","hodie_nemo_fortunare_maga_amare_dominus_caelus","sanguis_an_adhuc_quidam_cenare_amicus_temptare","deinde_numquid_lacrima_mors_ab_timere_peccare","vinum_supra_metiri_perfundere_aqua_potio_medius","movere_giton_vultus_causa_relinquere_ars_parere","nasci_alter_aureus_afferre_duo_notare_ovare","planus_dormire_pater_occidere_pro_aurum_relinquere","nox_frater_intellegere_ascyltos_pati_vir_descendere","vultus_postquam_pectus_gaudium_mens_gladium_nunc","ante_mulier_diligens_iacere_ascyltos_uter_longus","locus_tantus_fugere_frater_loqui_amare_secretus","pro_causa_legere_ducere_fides_poena_vulnus","eumolpus_navis_iuvenis_navigium_damnare_littera_placere","pes_afferre_implere_gratia_fortunare_post_cervix","extra_turbare_imponere_vocare_gitona_frons_carmen","vocare_noster_ancilla_hinc_puella_quia_vox","perire_mare_fluctus_vincere_vovere_litus_terra","terra_arma_tellus_petere_orbis_bellus_caelus"
"bellus",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.00902615269884537,0.0119511354903675,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,0.0046913350110293,3.18603243381018e-05,0.0152689846633037
"longus",0.00562313775567354,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.0184748985441439,2.84195867792082e-05,2.94663641453281e-05,0.0059666933832042,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,0.00958995762576863,3.3855841825507e-05
"medius",0.0112238725720815,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.0159260142565652,2.65343487144108e-05,2.73695158332649e-05,0.00141521214307517,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00571233694262085,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,0.0015844906328642,3.18603243381018e-05,3.3855841825507e-05
"mens",0.00114254990254721,2.27339895878328e-05,2.5551268620487e-05,0.00642979737172426,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,0.0140979823845569,0.00570423134773108,0.0113962542984625,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"pectus",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.0115977061742999,2.64991917746509e-05,0.00135325178443495,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,0.0169119509243887,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,0.0101906083894776
"verbum",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00931355639875819,2.73695158332649e-05,0.00835252656991425,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.0128172336374229,2.94663641453281e-05,0.00893519755395256,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"imponere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00550127268248625,2.77492577073563e-05,0.00836413149192764,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,0.00151393712708166,2.99517776380028e-05,0.0168826791678157,3.1068443781651e-05,0.00799694140886354,3.3855841825507e-05
"nescire",0.0022626968658288,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.00774037596111811,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00419595965209659,0.00987702957480935,2.8379260436473e-05,0.0128172336374229,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"os",2.24029392656317e-05,0.00456953190715439,2.5551268620487e-05,2.5616722596511e-05,0.0141692596497544,0.00665129713543737,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,0.011883400480753
"pater",0.0022626968658288,2.27339895878328e-05,0.00641336842374224,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.0166773038821212,2.77878122655403e-05,0.00565607676506177,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,0.00602030730523857,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"timere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00258728898224761,0.0154550363874817,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.00570423134773108,0.0128172336374229,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"arma",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00642979737172426,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,0.0127759900595788,0.022040153028405
"ascyltos",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.00141521214307517,0.0153110845583127,2.81396853983172e-05,0.0198938615659676,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"caelus",2.24029392656317e-05,2.27339895878328e-05,0.0140787490098883,2.5616722596511e-05,0.00516882248566359,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00144939892573962,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00156264362533321,3.1068443781651e-05,3.18603243381018e-05,0.0152689846633037
"curare",0.00674328471895513,2.27339895878328e-05,0.0140787490098883,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00697474087865062,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00615865428807795,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"mors",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.0167408131252089,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00144939892573962,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,0.012458445956442,3.18603243381018e-05,0.0068050242069269
"pati",0.0101037256087999,2.27339895878328e-05,0.00769093185476659,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.0153110845583127,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"quidam",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.0179573225401542,2.57155347545452e-05,2.64991917746509e-05,0.00798683896303765,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.00854215739137838,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"tenere",0.0145843134619262,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00419595965209659,0.00565607676506177,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,0.00935160157827694,3.18603243381018e-05,3.3855841825507e-05
"ultra",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.00902615269884537,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.0122866685050709,0.0046913350110293,0.0127759900595788,3.3855841825507e-05
"vinum",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.0318255293213557,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,0.00143512395531418,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,0.00151393712708166,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"extra",2.24029392656317e-05,0.0136631277422875,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.0184146827220639,3.1068443781651e-05,0.00162487654124319,3.3855841825507e-05
"gratia",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,0.00565607676506177,2.8379260436473e-05,2.84195867792082e-05,0.00739605740047735,2.96850417074836e-05,0.0165034294785396,0.00769065784232619,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"navis",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.00131149227248181,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.0139023781113855,0.00141717842554256,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,0.0178407100661976,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,0.00162487654124319,3.3855841825507e-05
"parare",2.24029392656317e-05,2.27339895878328e-05,0.0102460587168153,0.00642979737172426,0.00774037596111811,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00144939892573962,0.00150278457141173,2.96850417074836e-05,2.99517776380028e-05,0.00309464717958146,0.00313791282194675,3.18603243381018e-05,3.3855841825507e-05
"statim",0.00898357864551829,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.0125323033317587,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,0.010513073950939,3.06400710849649e-05,3.1068443781651e-05,0.00162487654124319,3.3855841825507e-05
"triclinium",0.00114254990254721,0.0125264282628959,0.00258067813066919,2.5616722596511e-05,2.57155347545452e-05,0.00797625672416991,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00419595965209659,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,0.00302512954143828,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"accedere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00514896124189871,2.57155347545452e-05,2.64991917746509e-05,0.00666012152731711,0.004132796890823,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.00854215739137838,0.00855429562054168,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"aere",0.00898357864551829,0.00684293086593766,2.5551268620487e-05,2.5616722596511e-05,0.00131149227248181,0.00665129713543737,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00558535026537361,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"ancilla",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.00400137795797228,2.65343487144108e-05,0.00139584530749651,0.00280267502844299,2.77878122655403e-05,2.81396853983172e-05,0.00144734228226012,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00769065784232619,0.0186721347127722,3.18603243381018e-05,3.3855841825507e-05
"cenare",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.0166764864103287,2.57155347545452e-05,0.0146010546678326,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"domus",0.0101037256087999,0.00229613294837111,0.0115236221478396,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,0.00299818921245584,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,0.00321789275814828,3.3855841825507e-05
"effundere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.00774037596111811,0.0132760950791001,2.65343487144108e-05,2.73695158332649e-05,0.00419013791381081,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,0.00151393712708166,2.99517776380028e-05,0.00615865428807795,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"maga",2.24029392656317e-05,2.27339895878328e-05,0.016633875871937,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.0106402738344787,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00144939892573962,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,0.00341944002437621
"mirare",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.0141692596497544,2.64991917746509e-05,2.65343487144108e-05,0.00139584530749651,0.00696506368454644,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00713331628158127,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00156264362533321,0.0015844906328642,3.18603243381018e-05,3.3855841825507e-05
"nolle",0.0101037256087999,2.27339895878328e-05,0.0102460587168153,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00533340409159657,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00429135760366044,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"planus",2.24029392656317e-05,0.00456953190715439,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00931355639875819,2.73695158332649e-05,0.018064766767489,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"plenus",2.24029392656317e-05,0.0102530293041126,2.5551268620487e-05,2.5616722596511e-05,0.00131149227248181,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.00419013791381081,0.00280656903881957,0.0126909981146411,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"postquam",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.00696506368454644,2.77878122655403e-05,0.0183189351943045,2.8379260436473e-05,0.00855429562054168,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"sanguis",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.0217998309296309,2.57155347545452e-05,0.00267641836923974,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00141717842554256,2.81396853983172e-05,2.8379260436473e-05,0.00571233694262085,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"vincere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,0.00152754065953814,0.00615865428807795,3.1068443781651e-05,0.0191480549271992,0.011883400480753
"aurare",2.24029392656317e-05,0.00343283242776275,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00798683896303765,2.73695158332649e-05,0.00141521214307517,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00997527495950209,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,0.00162487654124319,0.00849781629820225
"circare",2.24029392656317e-05,0.00570623138654602,0.00130311469964484,2.5616722596511e-05,2.57155347545452e-05,0.00400137795797228,2.65343487144108e-05,0.00960670005747598,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.00996112041320203,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"fortis",0.00450299079239196,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,0.0042490924951459,0.0156369725004966,2.84195867792082e-05,2.94663641453281e-05,0.00745094546857838,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"fugere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00666012152731711,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.019922130332225,0.00592273919321095,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"nomen",0.00786343168223671,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,0.0147626484368094,0.00745094546857838,2.99517776380028e-05,3.06400710849649e-05,0.0015844906328642,3.18603243381018e-05,3.3855841825507e-05
"petere",0.00450299079239196,2.27339895878328e-05,0.00130311469964484,0.00771063350154981,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00156264362533321,3.1068443781651e-05,3.18603243381018e-05,0.0186545688458544
"rapere",2.24029392656317e-05,0.00911632982472094,2.5551268620487e-05,2.5616722596511e-05,0.00902615269884537,2.64991917746509e-05,2.65343487144108e-05,0.00139584530749651,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,0.0111829738426737,3.3855841825507e-05
"reddere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00135325178443495,2.73695158332649e-05,0.0139023781113855,2.77878122655403e-05,2.81396853983172e-05,0.00428526832590743,2.84195867792082e-05,0.013289330229543,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"stare",2.24029392656317e-05,0.0204833246186373,2.5551268620487e-05,2.5616722596511e-05,0.00131149227248181,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.00570423134773108,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"an",2.24029392656317e-05,0.00229613294837111,2.5551268620487e-05,0.0217998309296309,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00280656903881957,0.00143512395531418,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"annus",0.017944754351771,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00419595965209659,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,0.00302512954143828,0.00156264362533321,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"aqua",2.24029392656317e-05,0.00343283242776275,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.0172509738452977,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,0.00152754065953814,3.06400710849649e-05,3.1068443781651e-05,0.00799694140886354,3.3855841825507e-05
