"","annus_accipere_ire_amicus_tenere_currere_regere","stare_pes_eumolpus_iterum_ingens_extra_metiri","hodie_nemo_fortunare_maga_amare_dominus_caelus","sanguis_an_adhuc_quidam_cenare_amicus_temptare","deinde_numquid_lacrima_mors_ab_timere_peccare","vinum_supra_metiri_perfundere_aqua_potio_medius","movere_giton_vultus_causa_relinquere_ars_parere","nasci_alter_aureus_afferre_duo_notare_ovare","planus_dormire_pater_occidere_pro_aurum_relinquere","nox_frater_intellegere_ascyltos_pati_vir_descendere","vultus_postquam_pectus_gaudium_mens_gladium_nunc","ante_mulier_diligens_iacere_ascyltos_uter_longus","locus_tantus_fugere_frater_loqui_amare_secretus","pro_causa_legere_ducere_fides_poena_vulnus","eumolpus_navis_iuvenis_navigium_damnare_littera_placere","pes_afferre_implere_gratia_fortunare_post_cervix","extra_turbare_imponere_vocare_gitona_frons_carmen","vocare_noster_ancilla_hinc_puella_quia_vox","perire_mare_fluctus_vincere_vovere_litus_terra","terra_arma_tellus_petere_orbis_bellus_caelus"
"urbanus",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00571233694262085,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,0.00172664793310086
"utcunque",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.00131149227248181,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00558535026537361,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"uva",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00686974847414949,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"vehere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.00712319436955473,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"venter",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00514896124189871,2.57155347545452e-05,0.00135145878050719,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"verber",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00769065784232619,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"vetare",2.24029392656317e-05,2.27339895878328e-05,0.00385824156169354,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00139584530749651,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,0.00172664793310086
"vicis",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00141717842554256,2.81396853983172e-05,0.00286630530408378,2.84195867792082e-05,2.94663641453281e-05,0.00151393712708166,0.00152754065953814,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"villa",0.00450299079239196,2.27339895878328e-05,0.00130311469964484,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"viridis",2.24029392656317e-05,0.00229613294837111,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.004132796890823,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"vitium",2.24029392656317e-05,2.27339895878328e-05,0.00513580499271789,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00141717842554256,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"vitulus",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00686974847414949,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"volare",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.00665129713543737,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"aberrare",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00533340409159657,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"abscondere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00533340409159657,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"accurrere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00280656903881957,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00309464717958146,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"accusare",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00130645285242206,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,0.0046913350110293,3.18603243381018e-05,3.3855841825507e-05
"acidus",2.24029392656317e-05,0.00343283242776275,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00144939892573962,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"adiuvare",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.00135145878050719,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,0.00481090897505337,3.3855841825507e-05
"adorare",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00139584530749651,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00287037826470003,2.94663641453281e-05,0.00151393712708166,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"aedes",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00267996922015549,0.00276432109915976,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"aeneus",0.0022626968658288,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.00280267502844299,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"affigere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.00557760079917862,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"ager",0.00450299079239196,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"alere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00139584530749651,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,0.00511223211565156
"altilis",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00550127268248625,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"amator",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,0.00533340409159657,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"amicire",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00276432109915976,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.00286630530408378,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"angulus",2.24029392656317e-05,0.00229613294837111,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00276432109915976,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"ardere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.00532633754670483,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"aries",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00550127268248625,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"articulus",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.00135145878050719,2.65343487144108e-05,0.004132796890823,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"asia",0.00114254990254721,2.27339895878328e-05,2.5551268620487e-05,0.00386812511207316,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"atriensis",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00130645285242206,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,0.00150278457141173,2.96850417074836e-05,2.99517776380028e-05,0.00309464717958146,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"auris",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00130645285242206,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.00428526832590743,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"avertere",0.0022626968658288,2.27339895878328e-05,2.5551268620487e-05,0.00130645285242206,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,0.00150278457141173,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"barba",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,0.00550127268248625,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"blandus",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00258728898224761,2.57155347545452e-05,0.00267641836923974,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"cadaver",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00558535026537361,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"cadere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00130645285242206,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,0.00511223211565156
"caespes",0.00338284382911038,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,0.00172664793310086
"calere",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00130645285242206,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00156264362533321,3.1068443781651e-05,3.18603243381018e-05,0.00341944002437621
"camella",2.24029392656317e-05,0.00229613294837111,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.00267641836923974,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"cancer",2.24029392656317e-05,2.27339895878328e-05,0.00130311469964484,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,0.00481090897505337,3.3855841825507e-05
"canus",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00144939892573962,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,0.00511223211565156
"carnarium",2.24029392656317e-05,0.00456953190715439,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"carnis",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,0.00267641836923974,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,0.00144939892573962,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00156264362533321,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"casula",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.00557760079917862,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"catella",0.00338284382911038,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,0.00144734228226012,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"catena",2.24029392656317e-05,0.00456953190715439,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"centies",0.00450299079239196,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"cinaedus",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,0.00624475720011185,3.18603243381018e-05,3.3855841825507e-05
"cinis",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,0.00130645285242206,2.57155347545452e-05,0.00400137795797228,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"circumire",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,0.00448244129783002,0.00152754065953814,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"civilis",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.00419013791381081,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,0.00151393712708166,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"civitas",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.00557760079917862,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"claustra",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,0.00131149227248181,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00280656903881957,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,0.00152754065953814,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"cogitare",2.24029392656317e-05,2.27339895878328e-05,0.00385824156169354,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,0.00141717842554256,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"coire",2.24029392656317e-05,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,0.00280267502844299,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,0.00309464717958146,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
"colonia",0.00450299079239196,2.27339895878328e-05,2.5551268620487e-05,2.5616722596511e-05,2.57155347545452e-05,2.64991917746509e-05,2.65343487144108e-05,2.73695158332649e-05,2.77492577073563e-05,2.77878122655403e-05,2.81396853983172e-05,2.8379260436473e-05,2.84195867792082e-05,2.94663641453281e-05,2.96850417074836e-05,2.99517776380028e-05,3.06400710849649e-05,3.1068443781651e-05,3.18603243381018e-05,3.3855841825507e-05
