"","facere_meus_sium_homo_bonus_hic_putare","hic_posse_totus_eumolpus_suus_alius_parvus","hic_sium_res_habere_is_nere_pro","nere_meus_at_omnis_coepere_videre_totus","sium_nere_hic_omnis_frater_nox_corpus","nere_alius_niti_pro_hic_solus_mare","hic_suus_homo_omnis_magnus_adhuc_invenire","malus_diu_pectus_numquid_puer_lacrima_corpus","suus_nere_verbum_unus_eumolpus_puer_oculus","oculus_ascyltos_pars_ridere_fortis_ludere_facere","hic_is_giton_meus_prae_ancilla_plenus","meus_tuus_nasci_nemo_hic_iratus_nunc","hic_sium_bonus_omnis_statim_is_fieri","intrare_metiri_alius_circare_pes_suus_at","puer_hic_habere_alter_multus_duo_vinum","coepere_familia_potio_dare_pes_fortunata_iubere","suus_parvus_movere_vultus_vides_magnus_tollere","ante_paulo_hic_suus_dominus_meus_nunc","placere_niti_caelus_furere_at_ferre_tellus","tantus_at_ancilla_sanguis_vir_armare_unda"
"cervix",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.00619156861294063,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.00919112833538453,0.00543404796020438,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,0.00174424569923732,4.07514568645829e-05
"domina",1.77654603919061e-05,0.00939798703869637,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,0.0101676005983925,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"domus",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00115806444288017,2.41610089637343e-05,0.0159601853440879,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,0.00130138559289597,2.55826447338126e-05,2.61855508130614e-05,0.00137878828841007,0.00147445719737489,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"ducere",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,0.00606441324989732,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,0.00250068087845701,0.00509647810542864,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,0.00623468469865691,0.00173534315560244,0.00174424569923732,4.07514568645829e-05
"fari",0.00179431149958251,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.0125116374122936,2.41610089637343e-05,0.00125033710068891,0.00249142800759762,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,0.00173534315560244,3.42008960634769e-05,4.07514568645829e-05
"hinc",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,0.00125033710068891,2.466760403562e-05,0.00372940798735459,0.00373864170937632,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.00788185079473147,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,0.00687438010875885,4.07514568645829e-05
"hodie",0.00534740357796372,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,0.00497660254029562,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,0.010887434473774,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"igitur",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00683485092758691,0.00606441324989732,2.45164137389983e-05,0.00372480820937862,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,0.00436554974124722,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"imponere",1.77654603919061e-05,0.00627227072870866,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.0065725732540784,0.00813755440806726,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"orbis",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,0.00370197847458874,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.00526329571342533,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,0.0171346489278019,4.07514568645829e-05
"ratio",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,0.00330495305215697,0.00683485092758691,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,0.00408229473627295,2.89109254387233e-05,3.1018331834114e-05,0.00854061043247474,3.42008960634769e-05,4.07514568645829e-05
"tristis",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00797020822452826,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,0.00866902121563881,0.00373864170937632,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"usque",1.77654603919061e-05,0.0083560816020338,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.00495818841115962,2.46980661414211e-05,0.0012627200475377,0.00382869748218768,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,0.00137878828841007,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"vestis",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,0.00727246369808403,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,0.00745252420213424,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.0065725732540784,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"armare",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,0.00848051414627075,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,0.0183789070459269
"cena",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.00125804780581662,2.46980661414211e-05,2.47592166183862e-05,0.00129313623570577,2.55173645665876e-05,0.0128169050116401,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,0.00683929361325666,3.42008960634769e-05,4.07514568645829e-05
"certus",0.00268258451917781,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00456413633370422,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,0.00509647810542864,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,0.00678580118413582,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"frequens",1.77654603919061e-05,2.08381087332514e-05,0.00628536824740546,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.00495818841115962,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,0.0093365178820683,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"interim",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00342877903676287,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,0.00992844586397286,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,0.00678580118413582,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"iste",0.00268258451917781,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,0.00244026190533717,2.45164137389983e-05,2.466760403562e-05,0.00249450468028353,2.47592166183862e-05,2.53556124648191e-05,0.011508331419531,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"littera",0.00268258451917781,0.0083560816020338,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,0.00257725382122534,2.55826447338126e-05,2.61855508130614e-05,0.00408229473627295,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"loqui",1.77654603919061e-05,2.08381087332514e-05,0.00210904383052476,0.00549366368272451,2.27071459388269e-05,2.41610089637343e-05,0.0098310819093383,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.00133546309146613,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"miles",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00797020822452826,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,0.00125960137321248,2.47592166183862e-05,0.00256091685894673,0.00257725382122534,0.00130471488142444,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,0.00615346998655202
"mutare",1.77654603919061e-05,0.00731417616537123,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,0.00615361984848856,0.00249142800759762,2.46980661414211e-05,2.47592166183862e-05,0.00256091685894673,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"o",1.77654603919061e-05,0.00418845985538352,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,0.00737944053543848,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,0.0093365178820683,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"officium",1.77654603919061e-05,0.00314655441872096,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,0.00492779916153865,2.466760403562e-05,0.00990392452270987,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,0.00137878828841007,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"perire",1.77654603919061e-05,0.00314655441872096,2.08816220844035e-05,2.18871063056753e-05,0.00456413633370422,0.00968856459445746,2.45164137389983e-05,2.466760403562e-05,0.00125960137321248,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"quare",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,0.00244026190533717,2.45164137389983e-05,0.00125804780581662,0.00125960137321248,2.47592166183862e-05,2.53556124648191e-05,0.00640485850621348,2.55826447338126e-05,2.61855508130614e-05,0.0094893076319987,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"quasi",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,0.00987108494385957,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,0.00250068087845701,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,0.00678580118413582,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"redire",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,0.00549366368272451,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.00742494881472163,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,0.00130471488142444,2.61855508130614e-05,2.70350644786288e-05,0.00581109601318338,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"tryphaena",1.77654603919061e-05,0.00939798703869637,2.08816220844035e-05,2.18871063056753e-05,0.00229342173982152,2.41610089637343e-05,2.45164137389983e-05,0.00495818841115962,0.00125960137321248,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"vel",0.00179431149958251,0.00523036529204609,0.00837353045584581,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.00125804780581662,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"vis",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.0123584696218456,0.00372940798735459,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,0.00513797679403859,3.42008960634769e-05,4.07514568645829e-05
"aliqui",1.77654603919061e-05,0.0083560816020338,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,0.00514211159149633,0.00395401817277226,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"anser",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,0.00111624242158944,0.00569949363064556,0.00606441324989732,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.00526329571342533,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"currere",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.00372480820937862,2.46980661414211e-05,0.00869048503305355,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,0.00854061043247474,3.42008960634769e-05,4.07514568645829e-05
"fabula",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,0.00877672962857581,2.27071459388269e-05,0.00364831235352388,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,0.00623468469865691,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"facies",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,0.00111624242158944,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.0135918498236266,0.00372940798735459,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"fecit",0.00801222263674963,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00229342173982152,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,0.00497660254029562,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"humanus",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,0.0102586405382588,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,0.0143037613594686
"ideo",0.000906038479987209,2.08381087332514e-05,2.08816220844035e-05,0.00330495305215697,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,0.011508331419531,2.55826447338126e-05,2.61855508130614e-05,0.00273054151234151,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"libido",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,0.0061992146014967,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,0.00292000346931105,0.00623468469865691,3.40263363843615e-05,3.42008960634769e-05,0.00819104282978116
"licere",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00229342173982152,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,0.00129313623570577,0.00640485850621348,2.55826447338126e-05,0.00133546309146613,2.70350644786288e-05,0.00870218855705571,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"navigium",1.77654603919061e-05,0.0125237033486841,2.08816220844035e-05,0.00330495305215697,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"paene",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,0.00742494881472163,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,0.0038629793548057,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,0.0102419272516928,3.42008960634769e-05,4.07514568645829e-05
"rogare",1.77654603919061e-05,2.08381087332514e-05,0.00106496272630458,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,0.00636425872866959,2.55173645665876e-05,0.0115377727749495,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"serere",0.00445913055836842,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.00133546309146613,0.0094893076319987,2.89109254387233e-05,3.1018331834114e-05,0.00343665997482051,3.42008960634769e-05,4.07514568645829e-05
"sinus",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,0.00147445719737489,0.0093365178820683,3.40263363843615e-05,3.42008960634769e-05,0.0163413342026977
"spiritus",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00797020822452826,0.0048563628017106,2.45164137389983e-05,2.466760403562e-05,0.00125960137321248,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.0026447406321192,2.70350644786288e-05,2.89109254387233e-05,0.00158193492353981,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"summam",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,0.014734364657138,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,0.00513797679403859,3.42008960634769e-05,4.07514568645829e-05
"tellus",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,0.00543404796020438,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,0.0188446937309758,4.07514568645829e-05
"vides",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,0.00125960137321248,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,0.0217438506157139,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"voluptas",1.77654603919061e-05,0.00731417616537123,2.08816220844035e-05,0.00877672962857581,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"aureus",1.77654603919061e-05,2.08381087332514e-05,0.00524128714318528,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.0118096834166907,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"cella",0.000906038479987209,0.00523036529204609,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,0.00968856459445746,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"consilium",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00229342173982152,2.41610089637343e-05,0.00615361984848856,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,0.00763203935191055,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,0.00207832430009373
"continere",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,0.00229342173982152,2.41610089637343e-05,2.45164137389983e-05,0.00495818841115962,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,0.011593281100928,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"ebrius",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,0.0148802891876501,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,0.00273054151234151,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"es",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,0.00768072673454286,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,0.010887434473774,0.00173534315560244,3.42008960634769e-05,4.07514568645829e-05
"fortunata",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,2.47592166183862e-05,2.53556124648191e-05,0.00257725382122534,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,0.0173754661886727,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
"furere",1.77654603919061e-05,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,2.46980661414211e-05,0.0012627200475377,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,2.61855508130614e-05,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,0.0222647833373234,4.07514568645829e-05
"iterum",0.00268258451917781,2.08381087332514e-05,2.08816220844035e-05,2.18871063056753e-05,2.27071459388269e-05,2.41610089637343e-05,2.45164137389983e-05,2.466760403562e-05,0.00990392452270987,2.47592166183862e-05,2.53556124648191e-05,2.55173645665876e-05,2.55826447338126e-05,0.00395401817277226,2.70350644786288e-05,2.89109254387233e-05,3.1018331834114e-05,3.40263363843615e-05,3.42008960634769e-05,4.07514568645829e-05
