"","τόνον_ϊ_ὁμοίως_ἀσκαλωνίτης_τέλους_λήγοντα_ἐγένετο","διὸς_ζεὺς_αὐτὴν_αὐτῶν_αὐτῆς_ὅθεν_ἱστορία","στικτέον_λόγος_τέλος_ᾖ_ἀρχῆς_στίχου_ἀπ","τί_πῶς_δεῖ_πάλιν_αὐτὸς_πάντων_ῥητέον","οὗτος_ὃς_ὃν_αὐτόν_του_ὥς_ὧν","ὅταν_θεῶν_ἄν_πῶς_ὅτ_αὐτὸς_οὐδ","κε_τοι_μοι_μή_με_ὅς_τίς","τεῖχος_τῶ_σημαίνει_ἀχαιῶν_βέλτιον_λέξις_τρώων","ἦ_πρόθεσιν_ὁμοίως_ᾖ_ἵν_ὑφ_δεῖ","τοι_νεώτεροι_ὅμηρος_οὗ_ἅμα_μοι_οὖ","τρώων_ὑπὸ_ἕκτορα_ἕκτωρ_ὑπ_τῶ_ἕκτορος","εἴρηκεν_ὄνομα_πρότερον_ἕτερον_δεύτερον_πολὺ_κύριον","ἀθετοῦνται_ἕως_στίχοι_τούτου_οὐδ_ἀθετεῖται_τρεῖς","ἵν_ᾖ_ἐλλείπει_ἐὰν_του_μᾶλλον_ἔστιν","ἄλλοι_ἀριστάρχου_ἀρισταρχος_ἀρίσταρχος_ν_χωρὶς_ϊ","πῦρ_ἔν_τισι_ἵππων_ὅσον_αἷμα_διπλῆ","ν_ἀπὸ_σὺν_θ_χωρὶς_πάρ_τὲ","κέχρηται_πάλιν_πάτροκλον_ἐνταῦθα_αὐτὸς_διπλῆ_ἡμεῖς","αὐτὰρ_ἂρ_ζηνοδοτος_οὐδέ_οὔτε_θηλυκῶς_οὐδ","κεν_κ_εἴ_μοι_ἔνθα_ἀλλῷ_μιν"
"τίς",2.98817876480643e-06,0.0010875122399286,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.00445839082506194,0.0132148948695114,7.97117622676402e-06,0.00526490994463522,8.72585120678522e-06,0.000444630433645446,0.00132686596017645,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.000919837525728129,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,0.00475477586134188
"ζηνοδοτος",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,0.00384636863708709,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00132279767327773,0.00262648121324235,8.71824379696954e-06,8.78719178924799e-06,0.00621167546875554,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.00499537633043825,9.29350755562164e-06,0.0161542826950549,1.05427402690507e-05
"κε",2.98817876480643e-06,4.33271808736493e-06,0.00439117178857621,6.98070533046659e-06,7.09209798442575e-06,0.00223290455631222,0.0211393035576821,7.97117622676402e-06,0.00132279767327773,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"πάντα",0.00149707756116802,4.33271808736493e-06,0.00101853600625961,0.00559154496970374,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.0043716514545994,8.71824379696954e-06,0.00440238308641324,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.00636973836128452,0.00844473495550964
"ἄλλως",0.00179589543764866,4.33271808736493e-06,6.74527156463319e-06,0.00314829810404043,7.09209798442575e-06,0.00408747644693699,7.54705589349595e-06,0.00439211810094698,8.76024949190553e-06,0.00131760353222457,0.00611148890167565,8.78719178924799e-06,8.86116329351717e-06,0.00179782114810111,8.89268310034504e-06,9.10730223493197e-06,0.00272887164330656,9.29350755562164e-06,0.00294514784446488,1.05427402690507e-05
"ἐὰν",0.00119825968468738,4.33271808736493e-06,0.0101246526185144,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.00306277377358161,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,0.0138727393069891,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"κ",0.00179589543764866,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.00642254456536505,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00222415198667281,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.00140331964089887,9.78454433377038e-06,0.020568886264918
"τῆ",0.00179589543764866,0.00195405585740158,6.74527156463319e-06,0.00419540390361042,0.00532616558630374,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00484174267587564,8.86116329351717e-06,8.94438382139854e-06,0.00534450254330737,9.10730223493197e-06,9.06601874852677e-06,0.00233267039646103,9.78454433377038e-06,1.05427402690507e-05
"ἀρίσταρχος",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,0.0253530395190837,9.10730223493197e-06,0.00363547351815924,9.29350755562164e-06,0.000499011761022289,0.00475477586134188
"διὸ",0.00314057588181155,4.33271808736493e-06,0.00304211747564957,6.98070533046659e-06,0.00426235088863988,0.00223290455631222,0.00453578059199106,7.97117622676402e-06,0.00438888499544467,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00183056774922133,9.06601874852677e-06,9.29350755562164e-06,0.000499011761022289,1.05427402690507e-05
"ἐνθάδε",0.00448525632597445,4.33271808736493e-06,0.00203032674095459,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00526490994463522,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00355332648070039,8.94438382139854e-06,8.89268310034504e-06,0.000919837525728129,0.00272887164330656,0.00372669652980428,0.00147746619439933,1.05427402690507e-05
"μόνον",0.0013476686229277,4.33271808736493e-06,6.74527156463319e-06,0.00768575656884372,0.00390774598941859,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,0.0013427951481521,0.00137520263747473,0.00227557070588022,0.00605007341870969,0.00441282949453044,1.05427402690507e-05
"αὐτοὺς",2.98817876480643e-06,0.00498695851855703,6.74527156463319e-06,0.0027992628375171,7.09209798442575e-06,7.41828756249907e-06,0.00151695823459269,0.00837770621432899,8.76024949190553e-06,8.72585120678522e-06,0.00480375233213022,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.000462366956174865,0.00279734577424211,9.78454433377038e-06,1.05427402690507e-05
"βέλτιον",2.98817876480643e-06,4.33271808736493e-06,0.0104619161967461,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,0.01037050027102,8.76024949190553e-06,8.72585120678522e-06,0.00393192795243326,8.78719178924799e-06,8.86116329351717e-06,0.00358669791238082,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"λέγειν",0.00149707756116802,4.33271808736493e-06,0.00337938105388123,0.00663865076927373,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.00698940681663496,8.71824379696954e-06,8.78719178924799e-06,0.00399638464537625,8.94438382139854e-06,8.89268310034504e-06,0.00456275841970092,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"πάρ",2.98817876480643e-06,0.00325387128361106,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00482689747003995,8.72585120678522e-06,8.71824379696954e-06,0.000887506370714047,8.86116329351717e-06,8.94438382139854e-06,0.0013427951481521,0.00365202819620772,0.00998168664212798,9.29350755562164e-06,0.00636973836128452,1.05427402690507e-05
"ἀσκαλωνίτης",0.00851929765846312,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00657894736842105,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,0.000456163574891326,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"καί",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.0113281308961374,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00311026831602453,0.00313947872131089,0.00401060007825561,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,0.0105532830093198
"ἢν",0.000750032869966413,0.00130414814429684,6.74527156463319e-06,0.00768575656884372,0.0063899802839676,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00219882262246829,0.00349906633392087,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.00363547351815924,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἀπ",0.00179589543764866,0.00260396357050632,0.0141718155572943,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.00233267039646103,9.78454433377038e-06,1.05427402690507e-05
"πρῶτον",0.0013476686229277,0.00347050718797931,6.74527156463319e-06,0.00559154496970374,7.09209798442575e-06,7.41828756249907e-06,0.00264901661861708,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00528110226533804,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00501812353144751,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἀφ",0.000301806055245449,0.00693668165787125,0.00675201683619782,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.00568052913561718,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00046447241398153,9.06601874852677e-06,9.29350755562164e-06,0.000988238977710808,1.05427402690507e-05
"ἐγένετο",0.00717461721430023,0.00325387128361106,6.74527156463319e-06,0.00175215703794711,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.000988238977710808,1.05427402690507e-05
"ὃν",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,0.0113544488730656,0.00631296271568671,7.54705589349595e-06,0.00319644166693237,0.00132279767327773,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00222415198667281,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.000462366956174865,0.00186799501867995,9.78454433377038e-06,1.05427402690507e-05
"ποιητὴς",2.98817876480643e-06,0.00282059947487457,6.74527156463319e-06,0.0062896155027504,0.00142551169486958,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.00480794401493866,8.71824379696954e-06,0.00440238308641324,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.00465604728536644,0.00196669341108785,1.05427402690507e-05
"τόνον",0.010312204917347,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.000378332665687453,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ὑπέρ",0.0034393937582922,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,0.00603537538474632,7.41828756249907e-06,7.54705589349595e-06,0.00120364761024137,8.76024949190553e-06,0.00568052913561718,8.71824379696954e-06,0.000448146781251648,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.00605007341870969,9.78454433377038e-06,1.05427402690507e-05
"αὐτὰρ",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.00830930853873904,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.000887506370714047,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00228593286096792,9.06601874852677e-06,9.29350755562164e-06,0.0195788732118745,1.05427402690507e-05
"μέν",2.98817876480643e-06,0.00152078404866509,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.0117054836908122,7.97117622676402e-06,8.76024949190553e-06,0.0043716514545994,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,0.0100261459958672
"οὐδὲν",0.00194530437588898,4.33271808736493e-06,6.74527156463319e-06,0.0027992628375171,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.00480794401493866,8.71824379696954e-06,8.78719178924799e-06,0.00488250097472796,0.00671723224987031,8.89268310034504e-06,9.10730223493197e-06,0.00408877445558557,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"λέγεται",2.98817876480643e-06,0.00347050718797931,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,0.00399355928960877,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00396302349695084,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.00680858008014361,0.00697942417427185,9.78454433377038e-06,1.05427402690507e-05
"με",0.00045121499348577,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.0154790116375602,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.0102835560947927,1.05427402690507e-05
"ὄνομα",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,0.00105408650490046,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00395087252084939,8.72585120678522e-06,8.71824379696954e-06,0.014068294054586,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.00454207539301191,9.29350755562164e-06,0.00245592062777636,0.00317336482098427
"οὐδὲ",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.00816753460631148,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00176622554963885,0.00931308262148655,8.94438382139854e-06,8.89268310034504e-06,0.00365202819620772,9.06601874852677e-06,9.29350755562164e-06,0.00490205671121896,1.05427402690507e-05
"αὐτοῖς",2.98817876480643e-06,0.006720045753503,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,0.00480375233213022,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.0077503142019271,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,0.00264622780753173
"ἐς",0.00164648649940834,4.33271808736493e-06,6.74527156463319e-06,0.000356015971853796,7.09209798442575e-06,7.41828756249907e-06,0.00302636941329187,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00754084996278311,8.94438382139854e-06,0.00445523423327286,9.10730223493197e-06,9.06601874852677e-06,0.00790877492983402,9.78454433377038e-06,1.05427402690507e-05
"ἐφ",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,0.00532616558630374,0.00779662022818652,7.54705589349595e-06,0.00359500047827057,8.76024949190553e-06,0.00349906633392087,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.00499537633043825,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ὅς",0.00269234906709059,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.0147243060482106,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00220558513910125,0.000894977492645235,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"σύν",2.98817876480643e-06,0.00282059947487457,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00747790021265004,8.86116329351717e-06,0.00403391710345074,8.89268310034504e-06,0.00319666308446112,0.00771518195499628,0.000473968885336704,9.78454433377038e-06,1.05427402690507e-05
"τὲ",0.00254294012885027,0.00433705080545229,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00046447241398153,0.0090750847672753,0.00186799501867995,9.78454433377038e-06,0.00106481676717412
"ὥς",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,0.0092268194777379,7.41828756249907e-06,0.00717725015471465,7.97117622676402e-06,0.00789298479220688,8.72585120678522e-06,8.71824379696954e-06,0.000448146781251648,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ὅθεν",0.00179589543764866,0.00758658937097599,6.74527156463319e-06,6.98070533046659e-06,0.0035531410901973,0.00112016142193736,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00132686596017645,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"τέλος",0.000600623931726092,4.33271808736493e-06,0.0199052963872326,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ὑπ",2.98817876480643e-06,0.00152078404866509,6.74527156463319e-06,0.00803479183536705,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,0.00916287423061499,0.00352366390748844,0.00178109382199695,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"εἶπεν",2.98817876480643e-06,4.33271808736493e-06,0.00203032674095459,0.00419540390361042,7.09209798442575e-06,0.00408747644693699,7.54705589349595e-06,0.00638491215763798,8.76024949190553e-06,0.00306277377358161,8.71824379696954e-06,0.00396302349695084,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.000462366956174865,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"εἴρηται",0.0013476686229277,0.000654240431192104,6.74527156463319e-06,6.98070533046659e-06,0.00461695578786117,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00133803565732109,0.00403391710345074,8.89268310034504e-06,9.10730223493197e-06,0.00590197820529093,0.00372669652980428,0.00196669341108785,1.05427402690507e-05
"κεν",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.00529048618134066,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.000887506370714047,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.000988238977710808,0.0232045713321807
"τούτων",0.0013476686229277,0.0039037789967158,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.00113960543991789,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,0.0013164548133424,0.000448146781251648,0.00576861730407968,8.94438382139854e-06,8.89268310034504e-06,0.00683958397843391,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"φασὶ",0.00149707756116802,0.0039037789967158,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.000884785198682459,0.00306277377358161,0.00218827919303935,0.00132686596017645,8.86116329351717e-06,0.00269225953024096,8.89268310034504e-06,0.00319666308446112,9.06601874852677e-06,9.29350755562164e-06,0.00196669341108785,1.05427402690507e-05
"ἀλλὰ",0.0013476686229277,4.33271808736493e-06,6.74527156463319e-06,0.00419540390361042,0.00284393129175473,7.41828756249907e-06,0.00264901661861708,0.00160220642157957,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00396302349695084,8.86116329351717e-06,0.000903382765961253,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.00490205671121896,1.05427402690507e-05
