"","form","lemmata"
"θύει","θύει","θύος;θύω;θυάω"
"θυμόν","θυμόν","θυμός"
"θυμὸν","θυμὸν","θυμός"
"θυμὸς","θυμὸς","θυμός"
"θυμοῦ","θυμοῦ","θυμός;θυμόω"
"θυμῷ","θυμῷ","θυμός"
"θωρηχθῆναι","θωρηχθῆναι","θωρήσσω"
"ἴαχε","ἴαχε","ἰάχω"
"ἴδῃ","ἴδῃ","εἶδον;ἴδη"
"ἴδμεν","ἴδμεν","οἶδα"
"ἰδομενεὺς","ἰδομενεὺς","ἰδομενεὺς"
"ἴδον","ἴδον","εἶδον"
"ἰδοῦσ̓","ἰδοῦσ̓","ἰδοῦσ̓"
"ἰδυίῃ","ἰδυίῃ","ἰδυῖα;οἶδα"
"ἰδυίῃσι","ἰδυίῃσι","ἰδυῖα;οἶδα"
"ἴδωμαι","ἴδωμαι","εἶδον"
"ἰδὼν","ἰδὼν","εἶδον"
"ἵει","ἵει","ἵημι;ἱέω"
"ἰέναι","ἰέναι","εἶμι"
"ἱερὰ","ἱερὰ","ἱερά;ἱερός"
"ἱερεὺς","ἱερεὺς","ἱερεύς"
"ἱερῆα","ἱερῆα","ἱερεύς"
"ἱερὴν","ἱερὴν","ἱερά;ἱερή;ἱερός"
"ἴθι","ἴθι","εἶμι"
"ἱκάνει","ἱκάνει","ἱκάνω"
"ἵκανεν","ἵκανεν","ἱκάνω"
"ἱκάνοι","ἱκάνοι","ἱκάνω"
"ἷκεν","ἷκεν","ἵκω;ἱκνέομαι"
"ἱκέσθαι","ἱκέσθαι","ἱκνέομαι"
"ἱκέσθην","ἱκέσθην","ἱκνέομαι"
"ἵκετο","ἵκετο","ἱκνέομαι"
"ἵκηται","ἵκηται","ἱκνέομαι"
"ἴκμενον","ἴκμενον","ἴκμενος"
"ἵκοντο","ἵκοντο","ἱκνέομαι"
"ἵκωμαι","ἵκωμαι","ἱκνέομαι"
"ἵλαος","ἵλαος","ἵλαος;ἴλαος"
"ἱλάσκεσθαι","ἱλάσκεσθαι","ἱλάσκομαι"
"ἱλάσκοντο","ἱλάσκοντο","ἱλάομαι;ἱλάσκομαι"
"ἱλασόμεσθα","ἱλασόμεσθα","ἱλάσκομαι"
"ἱλασσάμενοι","ἱλασσάμενοι","ἱλάομαι"
"ἱλάσσεαι","ἱλάσσεαι","ἱλάομαι;ἱλάσκομαι"
"ἴλιον","ἴλιον","ἴλιον"
"ἴμεν","ἴμεν","εἶμι"
"ἵνα","ἵνα","ἵνα"
"ἵξεται","ἵξεται","ἵζω;ἱκνέομαι"
"ἰὸν","ἰὸν","εἶμι;εἰμί;ἰός"
"ἰόνθ̓","ἰόνθ̓","ἰόνθ̓"
"ἰόντα","ἰόντα","εἶμι;εἰμί"
"ἰούσης","ἰούσης","εἶμι;ἰόω"
"ἵππους","ἵππους","ἵππος"
"ἴσαν","ἴσαν","εἶμι;ἴσος;οἶδα"
"ἶσον","ἶσον","ἴσος"
"ἱστία","ἱστία","ἑστία;ἑστιάω;ἱστίον"
"ἱστίον","ἱστίον","ἱστίον"
"ἱστοδόκῃ","ἱστοδόκῃ","ἱστοδόκη"
"ἱστὸν","ἱστὸν","ἱστός"
"ἴσχεο","ἴσχεο","ἴσχω"
"ἴτ̓","ἴτ̓","ἴτ̓"
"ἴτην","ἴτην","εἶμι;ἴτης"
"ἰφθίμους","ἰφθίμους","ἴφθιμος"
"ἶφι","ἶφι","ἶφι"
"ἴψαο","ἴψαο","ἴπτομαι"
"ἰὼν","ἰὼν","εἶμι;εἰμί"
"κ̓","κ̓","κ̓"
"κάη","κάη","κάος;καίω"
"καθάπτεσθαι","καθάπτεσθαι","καθάπτω"
"καθέζετ̓","καθέζετ̓","καθέζετ̓"
"καθέζετο","καθέζετο","κατά-ἕζομαι;κατά-καθέζομαι"
"καθεῦδ̓","καθεῦδ̓","καθεῦδ̓"
"κάθησο","κάθησο","κάθημαι"
"καθῆστο","καθῆστο","κάθημαι"
"καί","καί","καί"
"καὶ","καὶ","καί"
"καῖε","καῖε","καίω"
"καινέα","καινέα","καινέα"
"καίοντο","καίοντο","καίω"
"κάκ̓","κάκ̓","κάκ̓"
"κακῇ","κακῇ","κακάζω;κακός"
"κακήν","κακήν","κακός"
"κακκείοντες","κακκείοντες","κατάκειμαι"
"κακοῖο","κακοῖο","κακός;κακόω"
"κακὸν","κακὸν","κακός"
"κακῶν","κακῶν","κάκη;κακάζω;κακός;κακόω"
"κακῶς","κακῶς","κακός;κακόω"
"καλεοίμην","καλεοίμην","καλέω"
"καλέουσι","καλέουσι","καλέω"
"καλέσαντο","καλέσαντο","καλέω"
"καλέσασ̓","καλέσασ̓","καλέσασ̓"
"καλέσσατο","καλέσσατο","καλέω"
"καλῇ","καλῇ","καλέω;καλός"
"καλλιπάρῃον","καλλιπάρῃον","καλλιπάρηος"
"καλὸν","καλὸν","καλός"
"κάλχαν","κάλχαν","κάλχη"
"κάλχαντα","κάλχαντα","κάλχαντα"
"κάλχας","κάλχας","κάλχη"
"κάμω","κάμω","κάμνω"
"καπνῷ","καπνῷ","καπνός"
"κάππεσον","κάππεσον","καταπίπτω"
"καρήνων","καρήνων","κάρηνον"
"καρπαλίμως","καρπαλίμως","καρπάλιμος"
"καρπὸν","καρπὸν","καρπός"
"καρτερός","καρτερός","καρτερός"
"κάρτιστοι","κάρτιστοι","κάρτιστος;κράτιστος"
"καρτίστοις","καρτίστοις","κάρτιστος;κράτιστος"
"κατ̓","κατ̓","κατ̓"
"κατά","κατά","κατά"
"κατὰ","κατὰ","κατά"
"καταδύντα","καταδύντα","καταδύω"
"καταδύντι","καταδύντι","καταδύω"
"κατανεῦσαι","κατανεῦσαι","κατανέω;κατανεύω"
"κατανεύσομαι","κατανεύσομαι","κατανεύω"
"κατάνευσον","κατάνευσον","κατανεύω"
"κατανεύσω","κατανεύσω","κατανεύω"
"καταπέψῃ","καταπέψῃ","καταπέσσω"
"κατέδυ","κατέδυ","καταδύω"
"κατέρεξεν","κατέρεξεν","καταρρέζω"
"κε","κε","ἄν"
"κέ","κέ","ἄν"
"κείμενα","κείμενα","κεῖμαι"
"κεῖνοι","κεῖνοι","ἐκεῖνος;κεῖνος"
"κείνοισι","κείνοισι","ἐκεῖνος;κεῖνος"
"κελαινεφέϊ","κελαινεφέϊ","κελαινεφής"
"κελαινὸν","κελαινὸν","κελαινός"
"κέλεαι","κέλεαι","κέλλω;κέλομαι"
"κέλεαί","κέλεαί","κέλλω;κέλομαι"
"κέλευθα","κέλευθα","κέλευθος"
"κέλευθον","κέλευθον","κέλευθος"
"κελόμην","κελόμην","κέλομαι"
"κεν","κεν","ἄν"
"κέν","κέν","ἄν"
"κερδαλεόφρον","κερδαλεόφρον","κερδαλεόφρων"
"κερτομίοισι","κερτομίοισι","κερτόμιος;κερτομέω"
"κεῦθε","κεῦθε","κεύθω"
"κεφαλῇ","κεφαλῇ","κεφαλή"
"κεχαροίατο","κεχαροίατο","χαίρω"
"κεχολωμένον","κεχολωμένον","χολόομαι;χολόω"
"κεχολώσεται","κεχολώσεται","χολόομαι;χολόω"
"κήδἐ","κήδἐ","κήδἐ"
"κήδετο","κήδετο","κήδω"
"κηδομένη","κηδομένη","κήδω"
"κῆλα","κῆλα","κήλας;κῆλον"
"κὴρ","κὴρ","κήρ"
"κῆρ","κῆρ","κῆρ"
"κήρυκε","κήρυκε","κῆρυξ"
"κήρυκες","κήρυκες","κῆρυξ"
"κίεν","κίεν","κίω"
"κίλλαν","κίλλαν","κίλλαν"
"κίλλάν","κίλλάν","κίλλάν"
"κινηθέντος","κινηθέντος","κινέω"
"κιχείω","κιχείω","κιχάνω"
"κιὼν","κιὼν","κίω"
"κλαγγὴ","κλαγγὴ","κλαγγή"
"κλαίεις","κλαίεις","κλαίω"
"κλέπτε","κλέπτε","κλέπτω"
"κλισίας","κλισίας","κλισία"
"κλισίῃ","κλισίῃ","κλισία"
"κλισίηθεν","κλισίηθεν","κλισίηθεν"
"κλισίην","κλισίην","κλισία"
"κλισίης","κλισίης","κλισία"
"κλῦθί","κλῦθί","κλύω"
"κλυταιμνήστρης","κλυταιμνήστρης","κλυταιμνήστρης"
"κλυτοτέχνης","κλυτοτέχνης","κλυτοτέχνης"
"κνέφας","κνέφας","κνέφας"
"κνίση","κνίση","κνῖσα;κνῖσος;κνισάω"
"κνίσῃ","κνίσῃ","κνίζω;κνῖσα"
"κνίσης","κνίσης","κνῖσα;κνισάω"
"κοίλῃς","κοίλῃς","κόιλος;κοῖλος"
"κοίλῃσιν","κοίλῃσιν","κόιλος;κοῖλος"
"κοιμᾶθ̓","κοιμᾶθ̓","κοιμᾶθ̓"
"κοιμήσαντο","κοιμήσαντο","κοιμάω"
"κολεοῖο","κολεοῖο","κολεόν;κολεός"
"κολῳὸν","κολῳὸν","κολῳός"
"κόμης","κόμης","κόμη;κόμης;κομάω"
"κομίσαντο","κομίσαντο","κομίζω"
"κορυφῇ","κορυφῇ","κορύπτω;κορυφή"
"κορωνίσιν","κορωνίσιν","κορωνίς"
"κοσμήτορε","κοσμήτορε","κοσμήτωρ"
"κοτέοντος","κοτέοντος","κοτάω;κοτέω"
"κότον","κότον","κότος"
"κουλεὸν","κουλεὸν","κολεόν;κουλεόν;κουλεός"
"κούρην","κούρην","κόρη"
"κούρης","κούρης","ἐπικουρέω;κόρη"
"κουριδίης","κουριδίης","κουρίδιος"
"κοῦροι","κοῦροι","κόρος;κοῦρος"
"κραδίην","κραδίην","καρδία;κραδίας"
"κρατέει","κρατέει","κρατέω"
"κρατέειν","κρατέειν","κρατέω"
"κρατερὸν","κρατερὸν","κρατερός"
"κρατὸς","κρατὸς","κρατὸς"
"κράτος","κράτος","κράτος"
"κρείσσων","κρείσσων","κρείσσων;κρεισσόω"
"κρείων","κρείων","κρείων;κρεῖον"
"κρήγυον","κρήγυον","κρήγυος"
"κρήηνον","κρήηνον","κραίνω"
"κρητῆρας","κρητῆρας","κρατήρ"
"κρητῆρος","κρητῆρος","κρατήρ"
"κρονίδη","κρονίδη","κρονίδη"
"κρονίδην","κρονίδην","κρονίδην"
"κρονίων","κρονίων","κρονίων"
"κρονίωνα","κρονίωνα","κρονίωνα"
"κρονίωνι","κρονίωνι","κρονίωνι"
"κρυπτάδια","κρυπτάδια","κρυπτάδιος"
"κτεινομένους","κτεινομένους","κτείνω"
"κυανέῃσιν","κυανέῃσιν","κυάνεαι;κυάνεος;κυανέω"
"κύδεϊ","κύδεϊ","κῦδος"
"κυδιάνειραν","κυδιάνειραν","κυδιάνειρα"
"κύδιστε","κύδιστε","κύδιστος"
"κῦδος","κῦδος","κῦδος"
"κῦμα","κῦμα","κῦμα"
"κύνας","κύνας","κύων;κυνάω"
"κύνεσσιν","κύνεσσιν","κύων"
"κυνὸς","κυνὸς","κύων"
"κυνῶπα","κυνῶπα","κυνώπης"
"κύπελλον","κύπελλον","κύπελλον"
"κώπῃ","κώπῃ","κώπη"
"λαβὲ","λαβὲ","λαμβάνω"
"λάβε","λάβε","λαμβάνω"
"λάβεν","λάβεν","λάπτω;λαμβάνω"
"λαμπετόωντι","λαμπετόωντι","λαμπετάω"
"λαμπρὸν","λαμπρὸν","λαμπρός"
"λαοί","λαοί","λαός"
"λαοὶ","λαοὶ","λαός"
"λαὸν","λαὸν","λαός"
"λαοὺς","λαοὺς","λαός"
"λασίοισι","λασίοισι","λάσιον;λάσιος;λάζω;λανθάνω"
"λαῷ","λαῷ","λαός"
"λαῶν","λαῶν","λαός"
"λεῖβε","λεῖβε","λείβω"
"λέλοιπεν","λέλοιπεν","λείπω"
"λευκὰ","λευκὰ","λευκάς;λευκόν;λευκός"
"λευκώλενος","λευκώλενος","λευκώλενος"
"λευκωλένῳ","λευκωλένῳ","λευκώλενος"
"λεύσσετε","λεύσσετε","λεύσσω"
"λέχος","λέχος","λέχος"
"λῆγ̓","λῆγ̓","λῆγ̓"
"λῆγε","λῆγε","λήγω"
"λήθετ̓","λήθετ̓","λήθετ̓"
"λήθω","λήθω","λανθάνω"
"λήμνῳ","λήμνῳ","λήμνῳ"
"λητοῦς","λητοῦς","λητοῦς"
"λητώ","λητώ","λητώ"
"λιασθείς","λιασθείς","λιάζομαι;λιάζω"
"λιγὺς","λιγὺς","λιγύς"
"λίην","λίην","λίαν"
"λιμένος","λιμένος","λιμήν"
"λίπ̓","λίπ̓","λίπ̓"
"λίσαι","λίσαι","λίσσομαι;λίζω"
"λίσσετο","λίσσετο","λίσσομαι"
"λίσσομ̓","λίσσομ̓","λίσσομ̓"
"λίσσομαι","λίσσομαι","λίσσομαι;λίζω"
"λισσομένη","λισσομένη","λίσσομαι;λίζω"
"λοίγια","λοίγια","λοίγιος"
"λοιγὸν","λοιγὸν","λοιγός"
"λοιμὸς","λοιμὸς","λοιμός"
"λόχον","λόχον","λόχος"
"λύματα","λύματα","λῦμα"
"λύσαιτε","λύσαιτε","λύω"
"λῦσαν","λῦσαν","λύω"
"λυσόμενός","λυσόμενός","λύω"
"λύσω","λύσω","λύω"
"λωβήσαιο","λωβήσαιο","λωβάομαι"
"λώϊόν","λώϊόν","λωίων"
"μ̓","μ̓","μ̓"
"μὰ","μὰ","μά;μής"
"μάκαρες","μάκαρες","μάκαρ"
"μακάρεσσι","μακάρεσσι","μάκαρ"
"μακάρων","μακάρων","μάκαρ;μάκαρος"
"μακρὰ","μακρὰ","μακρός"
"μακρὸν","μακρὸν","μακρός"
"μάλ̓","μάλ̓","μάλ̓"
"μάλα","μάλα","μάλα;μάλη"
"μαλακοῖσιν","μαλακοῖσιν","μαλακός;μαλακόω"
"μάλιστα","μάλιστα","μάλιστα"
"μᾶλλον","μᾶλλον","μᾶλλον"
"μαντεύεσθαι","μαντεύεσθαι","μαντεύομαι;μαντεύω"
"μάντι","μάντι","μάντις"
"μάντιν","μάντιν","μάντις"
"μάντις","μάντις","μάντις"
"μαντοσύνην","μαντοσύνην","μαντόσυνος;μαντοσύνη"
"μαρναμένοιϊν","μαρναμένοιϊν","μάρναμαι"
"μάρτυροι","μάρτυροι","μάρτυρος"
"μάχαι","μάχαι","μάχη"
"μαχέοιντο","μαχέοιντο","μάχομαι;μαχάω;συμμαχέω"
"μαχέοιτο","μαχέοιτο","μάχομαι;μαχάω;συμμαχέω"
"μάχεσθαι","μάχεσθαι","μάχομαι"
"μαχεσσαμένω","μαχεσσαμένω","μάχομαι"
"μάχῃ","μάχῃ","μάχη;μάχομαι"
"μαχήσομαι","μαχήσομαι","μάχομαι;μαχάω;συμμαχέω"
"μαχησόμενος","μαχησόμενος","μάχομαι;μαχάω;συμμαχέω"
"μαχόμην","μαχόμην","μάχομαι"
"με","με","ἐγώ"
"μέ","μέ","ἐγώ"
"μέγ̓","μέγ̓","μέγ̓"
"μέγα","μέγα","μέγας"
"μεγάθυμοι","μεγάθυμοι","μεγάθυμος"
"μεγάλ̓","μεγάλ̓","μεγάλ̓"
"μέγαν","μέγαν","μέγας"
"μεγάροισι","μεγάροισι","μέγαρον"
"μεγάροισιν","μεγάροισιν","μέγαρον"
"μέγας","μέγας","μέγας"
"μέγιστον","μέγιστον","μέγας"
"μεθέμεν","μεθέμεν","μεθίημι"
"μεθομίλεον","μεθομίλεον","μεθομιλέω"
"μειδήσασα","μειδήσασα","μειδάω"
"μείδησεν","μείδησεν","μειδάω"
"μεῖζον","μεῖζον","μέγας"
"μεῖναι","μεῖναι","μένω"
"μέλαιναν","μέλαιναν","μέλαινα;μέλας"
"μελαίνῃ","μελαίνῃ","μέλαινα;μέλας;μελαίνω"
"μελήσεται","μελήσεται","ἐπιμελέομαι;μέλω"
"μέλιτος","μέλιτος","μέλι"
"μέλλει","μέλλει","μέλλω"
"μέλποντες","μέλποντες","μέλπω"
"μεμαῶτα","μεμαῶτα","μέμαα"
"μέν","μέν","μέν"
"μὲν","μὲν","μέν"
"μένειν","μένειν","μένω"
"μενελάῳ","μενελάῳ","μενελάῳ"
"μένεος","μένεος","μένος"
"μενοιτιάδῃ","μενοιτιάδῃ","μενοιτιάδῃ"
"μένος","μένος","μένος"
"μένων","μένων","μένω"
"μερμήριξεν","μερμήριξεν","μερμηρίζω"
"μερόπων","μερόπων","μέροψ"
"μέσον","μέσον","μέσος"
"μετ̓","μετ̓","μετ̓"
"μετὰ","μετὰ","μετά"
"μετάλλα","μετάλλα","μεταλλάω"
"μεταλλῶ","μεταλλῶ","μεταλλάω"
"μεταξὺ","μεταξὺ","μεταξύ"
"μετατρέπῃ","μετατρέπῃ","μετατρέπομαι"
"μεταφρασόμεσθα","μεταφρασόμεσθα","μεταφράζω"
"μετέειπεν","μετέειπεν","μετεῖπον"
"μετέφη","μετέφη","μετάφημι"
"μετόπισθεν","μετόπισθεν","μετόπισθε"
"μευ","μευ","ἐγώ"
"μη","μη","μη"
"μή","μή","μή"
"μὴ","μὴ","μή"
"μὴν","μὴν","μείς;μήν;μής"
"μήνἰ","μήνἰ","μήνἰ"
"μήνιε","μήνιε","μῆνις;μηνίω"
"μῆνιν","μῆνιν","μῆνις"
"μῆρε","μῆρε","μῆρα"
"μηρί̓","μηρί̓","μηρί̓"
"μηροῦ","μηροῦ","μηρός"
"μηρούς","μηρούς","μηρός"
"μήτε","μήτε","μήτε"
"μῆτερ","μῆτερ","μήτηρ"
"μήτηρ","μήτηρ","μήτηρ"
"μητίετα","μητίετα","μητίετα"
"μητρὶ","μητρὶ","μήτηρ;μητρίς"
"μιν","μιν","μιν"
"μίνυνθά","μίνυνθά","μίνυνθα"
"μινυνθάδιόν","μινυνθάδιόν","μινυνθάδιος"
"μίστυλλόν","μίστυλλόν","μίστυλλον;μιστύλλω"
"μνήσασα","μνήσασα","μιμνήσκω"
"μόγησα","μόγησα","μογέω"
"μοι","μοι","ἐγώ"
"μοί","μοί","ἐγώ"
"μοῖραν","μοῖραν","μοῖρα"
"μολπῇ","μολπῇ","μολπάζω;μολπή"
"μουσάων","μουσάων","μοῦσα"
"μυθήσασθαι","μυθήσασθαι","μυθέομαι;μυθέω"
"μῦθον","μῦθον","μῦθος"
"μύθους","μύθους","μῦθος"
"μύθῳ","μύθῳ","μῦθος"
"μυρί̓","μυρί̓","μυρί̓"
"μυρμιδόνεσσιν","μυρμιδόνεσσιν","μυρμιδόνεσσιν"
"μυρμιδόνων","μυρμιδόνων","μυρμιδόνων"
"ναὶ","ναὶ","ναί;ναῦς"
"ναιόμενον","ναιόμενον","ναίω"
"νέας","νέας","ναῦς;νέα;νέος;νεάω"
"νέηαι","νέηαι","νέομαι;νέω;νεάω"
"νεικεῖ","νεικεῖ","νεικέω"
"νεικείῃσι","νεικείῃσι","νεικέω"
"νέκταρ","νέκταρ","νέκταρ"
"νεκύων","νεκύων","νέκυς"
"νέοι","νέοι","νέος;νέω"
"νέον","νέον","νέος;νέω"
"νέστωρ","νέστωρ","νέστωρ"
"νεῦσε","νεῦσε","νέω;νεύω"
"νεφεληγερέτα","νεφεληγερέτα","νεφεληγερέτα"
"νεῶν","νεῶν","ναός;ναῦς;νέα;νεάω;νεάζω;νεόω;νεώς"
"νεωτέρω","νεωτέρω","νέος;νεώτερος"
"νῆα","νῆα","ναῦς"
"νῆας","νῆας","ναῦς"
"νήεσσ̓","νήεσσ̓","νήεσσ̓"
"νηΐ","νηΐ","ναιάς;ναῦς"
"νηῒ","νηῒ","ναιάς;ναῦς"
"νημερτὲς","νημερτὲς","νημερτής"
"νηὸν","νηὸν","ναός"
"νηός","νηός","ναός;ναῦς"
"νηὸς","νηὸς","ναός;ναῦς"
"νηυσί","νηυσί","ναῦς"
"νηυσὶ","νηυσὶ","ναῦς"
"νηυσὶν","νηυσὶν","ναῦς"
"νικᾷ","νικᾷ","νικάω"
"νοεούσῃ","νοεούσῃ","νοέω"
"νοῆσαι","νοῆσαι","νοέω"
"νοήσῃ","νοήσῃ","νόησις;νοέω"
"νοήσῃς","νοήσῃς","νοέω"
"νόσφι","νόσφι","νόσφι"
"νόσφιν","νόσφιν","νόσφι"
"νοῦσον","νοῦσον","νόσος;νοῦσος"
"νόῳ","νόῳ","νάω;νόος"
"νυ","νυ","νῦν"
"νύ","νύ","νῦν"
"νυκτὶ","νυκτὶ","νύξ"
"νῦν","νῦν","νῦν"
"νώμησαν","νώμησαν","νωμάω"
"ξανθῆς","ξανθῆς","ξανθός"
"ξίφος","ξίφος","ξίφος"
"ξυνδῆσαι","ξυνδῆσαι","συνδέομαι;συνδέω"
"ξυνέηκε","ξυνέηκε","συνίημι"
"ξυνήϊα","ξυνήϊα","ξυνήιος;σύνειμι"
"ξύνιεν","ξύνιεν","συνίημι"
"ὁ","ὁ","ὁ"
"ὅ","ὅ","ὁ;ὅς"
"ὃ","ὃ","ὁ;ὅς"
"ὀβελοῖσιν","ὀβελοῖσιν","ὀβελός"
"ὅδ̓","ὅδ̓","ὅδ̓"
"ὁδὸν","ὁδὸν","ὁδός"
"ὀδυσῆος","ὀδυσῆος","ὀδυσῆος"
"ὀδυσσεύς","ὀδυσσεύς","ὀδυσσεύς"
"ὀδυσσεὺς","ὀδυσσεὺς","ὀδυσσεὺς"
"ὄζους","ὄζους","ὄζος"
"ὄθομαι","ὄθομαι","ὄθομαι"
"οἱ","οἱ","ἕ;ὁ"
"οἵ","οἵ","ἕ;ὁ;ὅς"
"οἳ","οἳ","ἕ;ὁ;ὅς"
"οἶδε","οἶδε","οἶδα"
"οἵδε","οἵδε","ὅδε"
"ὀΐεαι","ὀΐεαι","ὀίζω;οἴομαι"
"ὀϊζυρὸς","ὀϊζυρὸς","ὀιζυρός"
"οἴη","οἴη","οἴη;οἶος;οἰάω"
"οἴκαδ̓","οἴκαδ̓","οἴκαδ̓"
"οἴκοι","οἴκοι","ἔοικα;οἴκοι"
"οἶκον","οἶκον","οἶκος"
"οἴκῳ","οἴκῳ","οἶκος"
"οἰνοβαρές","οἰνοβαρές","οἰνοβαρής"
"οἶνον","οἶνον","οἶνον;οἶνος"
"οἰνοχόει","οἰνοχόει","οἰνοχοέω"
"ὀΐομαι","ὀΐομαι","οἴομαι"
"οἷον","οἷον","οἷος"
"οἶος","οἶος","οἶος"
"οἷς","οἷς","ὅς"
"οἶσθα","οἶσθα","οἶδα"
"ὀϊστοὶ","ὀϊστοὶ","ὀιστός"
"οἴῳ","οἴῳ","οἶος"
"ὀΐω","ὀΐω","οἴομαι"
"οἰωνοῖσί","οἰωνοῖσί","οἰωνός"
"οἰωνοπόλων","οἰωνοπόλων","οἰωνοπόλος"
"ὀλέκοντο","ὀλέκοντο","ὀλέκω"
"ὀλέσῃς","ὀλέσῃς","ὄλλυμι"
"ὀλέσσῃ","ὀλέσσῃ","ὄλλυμι"
"ὀλίγον","ὀλίγον","ὀλίγος"
"ὀλίγος","ὀλίγος","ὀλίγος"
"ὀλοιῇσι","ὀλοιῇσι","ὀλοός"
"ὀλύμπια","ὀλύμπια","ὀλύμπια"
"ὀλύμπιε","ὀλύμπιε","ὀλύμπιε"
"ὀλύμπιοι","ὀλύμπιοι","ὀλύμπιοι"
"ὀλύμπιος","ὀλύμπιος","ὀλύμπιος"
"ὄλυμπον","ὄλυμπον","ὄλυμπον"
"ὀλύμπου","ὀλύμπου","ὀλύμπου"
"ὀλύμπῳ","ὀλύμπῳ","ὀλύμπῳ"
"ὁμηγερέες","ὁμηγερέες","ὁμηγερής"
"ὀμίχλη","ὀμίχλη","ὁμίχλη"
"ὄμματ̓","ὄμματ̓","ὄμματ̓"
"ὁμοίης","ὁμοίης","ὅμοιος;ὁμόω;ὁμοῖος"
"ὁμοιωθήμεναι","ὁμοιωθήμεναι","ὁμοιόω"
"ὄμοσσον","ὄμοσσον","ὄμνυμι"
"ὁμοῦ","ὁμοῦ","ὁμός;ὁμόω;ὁμοῦ"
"ὀμοῦμαι","ὀμοῦμαι","ὄμνυμι"
"ὁμῶς","ὁμῶς","ὁμόω;ὁμῶς"
"ὅν","ὅν","ὅς"
"ὃν","ὃν","ὅς"
"ὄναρ","ὄναρ","ὄναρ"
"ὀνείδεα","ὀνείδεα","ὄνειδος"
"ὀνειδείοις","ὀνειδείοις","ὀνείδειος"
"ὀνείδισον","ὀνείδισον","ὀνειδίζω"
"ὀνειροπόλον","ὀνειροπόλον","ὀνειροπόλος"
"ὄνησα","ὄνησα","ὀνίνημι"
"ὀνόμαζε","ὀνόμαζε","ὀνομάζω"
"ὀξὺ","ὀξὺ","ὀξύς"
"ὀπὶ","ὀπὶ","ὄψ"
"ὄπιθεν","ὄπιθεν","ὄπισθεν"
"ὀπίσσω","ὀπίσσω","ὀπίσσω;ὀπίσω;ὀπίζω"
"ὁππότ̓","ὁππότ̓","ὁππότ̓"
"ὁππότε","ὁππότε","ὁπότε"
"ὅππως","ὅππως","ὅπως"
"ὅπως","ὅπως","ὅπως"
"ὁρᾶτο","ὁρᾶτο","ὁράω"
"ὀρεγνύς","ὀρεγνύς","ὀρέγνυμι"
"ὀρεσκῴοισι","ὀρεσκῴοισι","ὀρεσκῷος"
"ὄρεσσι","ὄρεσσι","ὄρος"
"ὅρκον","ὅρκον","ὅρκος"
"ὅρκος","ὅρκος","ὅρκος"
"ὅρμον","ὅρμον","ὅρμος"
"ὁρόων","ὁρόων","ὁράω"
"ὄρσε","ὄρσε","ὄρνυμι"
"ὅς","ὅς","ὅς"
"ὃς","ὃς","ὅς"
"ὅσοι","ὅσοι","ὅσος"
"ὄσσε","ὄσσε","ὄσσα"
"ὀσσόμενος","ὀσσόμενος","ὄσσομαι"
"ὅσσον","ὅσσον","ὅσος"
"ὅτ̓","ὅτ̓","ὅτ̓"
"ὅτε","ὅτε","ὅστε;ὅτε"
"ὅτι","ὅτι","ὅστις;ὅτι"
"ὀτρηρὼ","ὀτρηρὼ","ὀτρηρός"
"ὅττι","ὅττι","ὅτι"
"ὅττί","ὅττί","ὅτι"
"οὐ","οὐ","οὐ"
"οὔ","οὔ","οὐ"
"οὗ","οὗ","ἕ;ἵημι;ὅς;οὗ"
"οὐδὲν","οὐδὲν","οὐδείς"
"οὐκ","οὐκ","οὐ"
"οὐλομένην","οὐλομένην","οὐλόμενος"
"οὐλοχύτας","οὐλοχύτας","οὐλοχύται"
"οὐλύμποιο","οὐλύμποιο","οὐλύμποιο"
"οὔλυμπον","οὔλυμπον","οὔλυμπον"
"οὔλυμπόν","οὔλυμπόν","οὔλυμπόν"
"οὖν","οὖν","οὖν"
"οὕνεκ̓","οὕνεκ̓","οὕνεκ̓"
"οὕνεκα","οὕνεκα","οὕνεκα"
"οὐρανίωνες","οὐρανίωνες","οὐρανίωνες"
"οὐρανόθεν","οὐρανόθεν","οὐρανόθεν"
"οὐρανὸν","οὐρανὸν","οὐρανός"
"οὔρεά","οὔρεά","ὄρος"
"οὐρῆας","οὐρῆας","ὀρεύς;οὐρεύς"
"οὖρον","οὖρον","οὖρον;οὖρος;ς"
"οὔτέ","οὔτέ","οὔτε"
"οὐτιδανοῖσιν","οὐτιδανοῖσιν","οὐτιδανός"
"οὐτιδανὸς","οὐτιδανὸς","οὐτιδανός"
"οὕτω","οὕτω","οὕτως"
"οὕτως","οὕτως","οὕτως"
"ὄφελες","ὄφελες","ὀφείλω"
"ὄφελλεν","ὄφελλεν","ὀφέλλω"
"ὀφέλλωσίν","ὀφέλλωσίν","ὀφέλλω"
"ὀφθαλμοῖσιν","ὀφθαλμοῖσιν","ὀφθαλμός"
"ὄφῤ","ὄφῤ","ὄφῤ"
"ὄφρα","ὄφρα","ὄφρα"
"ὀφρύσι","ὀφρύσι","ὀφρύς"
"ὄχ̓","ὄχ̓","ὄχ̓"
"ὄχθησαν","ὄχθησαν","ὀχθέω"
"ὀχθήσας","ὀχθήσας","ὀχθέω"
"παῖδα","παῖδα","παῖς"
"παῖδά","παῖδά","παῖς"
"παῖδες","παῖδες","παῖς"
"παιδὸς","παιδὸς","παῖς"
