"","form","lemmata"
"fractas","fractas","fractus;frangere"
"frangebatur","frangebatur","frangere"
"frangerentur","frangerentur","frangere"
"frangeret","frangeret","frangere"
"frater","frater","frater"
"fratres","fratres","fratrare;frater"
"fratri","fratri","frater"
"fregi","fregi","frangere"
"frequenter","frequenter","frequens;frequentare"
"frequentia","frequentia","frequens;frequentia"
"frequentius","frequentius","frequens"
"frigida","frigida","frigidare;frigidus"
"frigidam","frigidam","frigidus"
"frigidariae","frigidariae","frigidarius"
"frigidum","frigidum","frigidus"
"frigori","frigori","frigor;frigus"
"frigus","frigus","frigus"
"fronte","fronte","frons"
"frontem","frontem","frons"
"frugalissimum","frugalissimum","frugalis"
"frugalitas","frugalitas","frugalitas"
"frugi","frugi","frugi;frux"
"fruit","fruit","fruit"
"fruniscar","fruniscar","frunisci"
"fruniscaris","fruniscaris","frunisci"
"frunitus","frunitus","frunisci"
"frusta","frusta","frustum"
"frustum","frustum","frustum"
"fuerant","fuerant","esse"
"fuerat","fuerat","esse"
"fuerint","fuerint","esse"
"fueris","fueris","esse"
"fuero","fuero","esse"
"fuerunt","fuerunt","esse"
"fuga","fuga","fugare;fuga"
"fugae","fugae","fuga"
"fugi","fugi","fugere;fugire;fugium"
"fugiat","fugiat","fugere;fugire"
"fugimus","fugimus","fugere;fugire"
"fugit","fugit","fugere;fugire"
"fugitivi","fugitivi","fugitivus"
"fui","fui","esse"
"fuisse","fuisse","esse"
"fuissent","fuissent","esse"
"fuisset","fuisset","esse"
"fuit","fuit","esse"
"fulcipedia","fulcipedia","fulcipedia"
"fullo","fullo","fullo"
"fulmen","fulmen","fulmen"
"fultusque","fultusque","fulcire"
"fundi","fundi","fundere;fundus"
"fundos","fundos","fundus"
"fundum","fundum","fundus"
"funebri","funebri","funebris"
"funus","funus","funus"
"furnus","furnus","furnus"
"furorem","furorem","furor"
"furtim","furtim","furtim"
"fuste","fuste","fustis"
"futurum","futurum","futurum;futurus;esse"
"gai","gai","gai"
"gaio","gaio","gaio"
"gaium","gaium","gaium"
"galbino","galbino","galbinum;galbinus"
"galeatus","galeatus","galeare;galeatus"
"gallicinia","gallicinia","gallicinium"
"gallina","gallina","gallina"
"gallinaceos","gallinaceos","gallinaceus"
"gallinaceum","gallinaceum","gallinaceus"
"gallinaceus","gallinaceus","gallinaceus"
"gallinae","gallinae","gallina"
"gallinam","gallinam","gallina"
"gallinas","gallinas","gallina"
"gallos","gallos","gallus"
"gallum","gallum","gallus"
"gallus","gallus","gallus"
"ganymedes","ganymedes","ganymedes"
"garrimus","garrimus","garrire"
"garum","garum","garum;garus"
"gastris","gastris","gastrum"
"gaudet","gaudet","gaudere"
"gaudimonio","gaudimonio","gaudimonium"
"gausapa","gausapa","gausapa;gausapum"
"gausapatos","gausapatos","gausapatus"
"gavillae","gavillae","gavillae"
"gemere","gemere","gemere"
"geminis","geminis","geminus"
"geminos","geminos","geminus"
"gemitum","gemitum","gemere;gemitus"
"genera","genera","generare;genus"
"genere","genere","genere;gener;genus"
"generis","generis","genere;gener;genus"
"genesim","genesim","genesim"
"genio","genio","genius"
"genios","genios","genius"
"genium","genium","genius"
"genius","genius","genius"
"genu","genu","genus;genu"
"genua","genua","genu"
"genus","genus","genus;genu"
"geometrias","geometrias","geometria"
"gessi","gessi","gerere"
"gesticulatus","gesticulatus","gesticulari"
"gingilipho","gingilipho","gingiliphus"
"giton","giton","giton"
"gitona","gitona","gitona"
"gitone","gitone","gitone"
"gitonis","gitonis","gitonis"
"gizeria","gizeria","gizeria"
"gladiatores","gladiatores","gladiator"
"gladiatorium","gladiatorium","gladiatorium;gladiatorius"
"gladio","gladio","gladium;gladius"
"gladium","gladium","gladium;gladius"
"glandem","glandem","glans"
"glebulas","glebulas","glebula"
"glires","glires","glis"
"gloriosis","gloriosis","gloriosus"
"gloriosos","gloriosos","gloriosus"
"gloriosus","gloriosus","gloriosus"
"glyco","glyco","glyco"
"glyconis","glyconis","glyconis"
"gracilipes","gracilipes","gracilipes"
"gradus","gradus","gradus"
"graecam","graecam","graecam"
"graecis","graecis","graecis"
"graeculio","graeculio","graeculio"
"graeculis","graeculis","graeculis"
"graecum","graecum","graecum"
"grande","grande","grandis"
"grandem","grandem","grandis"
"grandi","grandi","grandire;grandis"
"granis","granis","grana;granum;granus"
"grata","grata","gratus"
"gratia","gratia","gratia"
"gratiam","gratiam","gratia"
"gratias","gratias","gratia"
"gratis","gratis","gratis;gratus"
"gravis","gravis","gravire;gravis"
"gravitatem","gravitatem","gravitas"
"graviter","graviter","gravis"
"gregem","gregem","gregare;grex"
"gremio","gremio","gremium;gremius"
"gremioque","gremioque","gremium;gremius"
"gressus","gressus","gradi;gressus"
"gurgitem","gurgitem","gurges"
"gustabunt","gustabunt","gustare"
"gustantibus","gustantibus","gustare"
"gustare","gustare","gustare"
"gustasset","gustasset","gustare"
"gustatio","gustatio","gustatio"
"gustatoria","gustatoria","gustatorium"
"gusti","gusti","gustum"
"gustum","gustum","gustum;gustus"
"gypsatae","gypsatae","gypsare;gypsatus"
"gypsatas","gypsatas","gypsare;gypsatus"
"habeam","habeam","habere"
"habeant","habeant","habere"
"habeas","habeas","habere"
"habeat","habeat","habere"
"habeatis","habeatis","habere"
"habebam","habebam","habere"
"habebamus","habebamus","habere"
"habebant","habebant","habere"
"habebas","habebas","habere"
"habebat","habebat","habere"
"habeberis","habeberis","habere"
"habebis","habebis","habere"
"habebit","habebit","habere"
"habebo","habebo","habere"
"habemus","habemus","habere"
"habent","habent","habere"
"habeo","habeo","habere"
"habere","habere","habere"
"haberem","haberem","habere"
"haberemus","haberemus","habere"
"haberent","haberent","habere"
"haberet","haberet","habere"
"habes","habes","habere"
"habet","habet","habere"
"habetis","habetis","habere"
"habinna","habinna","habinna"
"habinnae","habinnae","habinnae"
"habinnam","habinnam","habinnam"
"habinnamque","habinnamque","habinnamque"
"habinnas","habinnas","habinnas"
"habitabamus","habitabamus","habitare"
"habitabat","habitabat","habitare"
"habitandum","habitandum","habitare"
"habitant","habitant","habitare"
"habitasse","habitasse","habitare"
"habituri","habituri","habere;habiturire"
"habui","habui","habere"
"habuimus","habuimus","habere"
"habuisse","habuisse","habere"
"habuistis","habuistis","habere"
"habuit","habuit","habere"
"hac","hac","hac;hic"
"haec","haec","hic"
"hanc","hanc","hic"
"hane","hane","hane"
"hannibal","hannibal","hannibal"
"harenam","harenam","harena"
"harundinibus","harundinibus","harundo"
"has","has","hic"
"hastisque","hastisque","hasta"
"haurit","haurit","haurire"
"hederisque","hederisque","hedera"
"helena","helena","helena"
"hepatia","hepatia","hepatias;hepatia"
"herae","herae","hera"
"herbis","herbis","herba;herbum"
"hercules","hercules","hercules"
"herculis","herculis","herculis"
"heredem","heredem","heres"
"hereditatem","hereditatem","hereditas"
"heri","heri","heri;herus"
"hermeros","hermeros","hermeros"
"hermerotis","hermerotis","hermerotis"
"hermogenis","hermogenis","hermogenis"
"heu","heu","heu"
"hi","hi","hic"
"hic","hic","hic"
"hie","hie","hie"
"hiemis","hiemis","hiems"
"hilares","hilares","hilarare;hilaris"
"hilaresque","hilaresque","hilarare;hilaris"
"hilaria","hilaria","hilaris;hilaria"
"hilaritas","hilaritas","hilaritas"
"hilaritate","hilaritate","hilaritas"
"hilaritatem","hilaritatem","hilaritas"
"hilarius","hilarius","hilaris;hilarus"
"hinc","hinc","hinc"
"hinec","hinec","hinec"
"hipparchum","hipparchum","hipparchum"
"hircus","hircus","hircus"
"his","his","hic"
"hispanum","hispanum","hispanum"
"histrionem","histrionem","histrio"
"hoc","hoc","hic;hoc"
"hodie","hodie","hodie"
"holera","holera","holus"
"homeristae","homeristae","homeristae"
"homeristas","homeristas","homeristas"
"homeros","homeros","homeros"
"homerum","homerum","homerum"
"hominem","hominem","homo"
"homines","homines","homo"
"homini","homini","homo"
"homo","homo","homo"
"homuncio","homuncio","homuncio"
"homuncionem","homuncionem","homuncio"
"homunciones","homunciones","homuncio"
"honestam","honestam","honestus"
"honeste","honeste","honestus"
"honestiorem","honestiorem","honestus"
"honestiores","honestiores","honestus"
"honestissimus","honestissimus","honestus"
"honestos","honestos","honesti;honestus"
"honoratus","honoratus","honorare;honoratus"
"horas","horas","hora"
"horologium","horologium","horologium"
"horreum","horreum","horreum;horreus"
"horribilem","horribilem","horribilis"
"hortatusque","hortatusque","hortare;hortari;hortatus"
"horti","horti","hortus"
"hortis","hortis","hortus"
"horum","horum","hic"
"hos","hos","hic"
"hospita","hospita","hospita;hospitus"
"hospitari","hospitari","hospitari"
"hospitem","hospitem","hospes"
"hospites","hospites","hospes"
"hospitium","hospitium","hospitium"
"huc","huc","huc"
"huic","huic","hic"
"huius","huius","hic"
"huiusmodi","huiusmodi","huiusmodi"
"humanae","humanae","humanus"
"humanis","humanis","humana;humanus"
"humanitatem","humanitatem","humanitas"
"humanitati","humanitati","humanitas"
"humiles","humiles","humilare;humilis"
"hunc","hunc","hic"
"hune","hune","hune"
"hydraule","hydraule","hydraules;hydraulus"
"iacebat","iacebat","iacere"
"iacent","iacent","iacere"
"iacentem","iacentem","iacere"
"iacet","iacet","iacere"
"iactans","iactans","iactans;iactare"
"iactaret","iactaret","iactare"
"iactat","iactat","iactare"
"iactationem","iactationem","iactatio"
"iactura","iactura","iactura;iacere"
"iam","iam","iam"
"iamveterem","iamveterem","iamveterem"
"ianuam","ianuam","ianua"
"ianuarias","ianuarias","ianuarias"
"iatraliptae","iatraliptae","iatraliptes"
"ibant","ibant","ire"
"ibat","ibat","ire"
"ibi","ibi","ibis;ibi"
"icurae","icurae","icurae"
"id","id","is"
"idem","idem","idem"
"idemque","idemque","idem"
"ideo","ideo","ideo"
"idonea","idonea","idoneus"
"ieiunium","ieiunium","ieiunium"
"igitur","igitur","igitur"
"ignes","ignes","ignere;ignis"
"ignoscerem","ignoscerem","ignoscere"
"ignoscet","ignoscet","ignoscere"
"ignoscetis","ignoscetis","ignoscere"
"ignoscite","ignoscite","ignoscere"
"ii","ii","ire;is;ii"
"iiberta","iiberta","iiberta"
"iii","iii","iii"
"iliada","iliada","iliada"
"ilium","ilium","ile;ilia;ilium"
"illa","illa","illa;ille"
"illac","illac","illac"
"illae","illae","ille"
"illam","illam","ille"
"ille","ille","ille"
"illi","illi","ille;illi"
"illic","illic","illic"
"illinc","illinc","illinc"
"illis","illis","ille"
"illius","illius","ille"
"illo","illo","ille;illo"
"illoc","illoc","illoc"
"illos","illos","ille"
"illuc","illuc","illuc"
"illud","illud","ille"
"illum","illum","ille"
"imaginem","imaginem","imaginare;imago"
"imagines","imagines","imaginare;imago"
"imitari","imitari","imitare;imitari"
"imitatus","imitatus","imitari;imitatus"
"imminerent","imminerent","imminere"
"immiserat","immiserat","immittere"
"immisit","immisit","immittere"
"immo","immo","immo"
"imo","imo","imo;imum;imus"
"impegi","impegi","impingere"
"impegit","impegit","impingere"
"impendat","impendat","impendere"
"imperant","imperant","imperare"
"imperat","imperat","imperare"
"imperiosi","imperiosi","imperiosus"
"impetres","impetres","impetrare"
"impingit","impingit","impingere"
"implevimus","implevimus","implere"
"implevit","implevit","implere"
"imponet","imponet","imponere"
"impositum","impositum","imponere;impositus"
"impositus","impositus","imponere;impositus"
"imposuerat","imposuerat","imponere"
"imposuit","imposuit","imponere"
"imprecetur","imprecetur","imprecari"
"improbe","improbe","improbus"
"improbo","improbo","improbare;improbus"
"impropero","impropero","improperare;improperus"
"imprudens","imprudens","imprudens"
"imprudentibus","imprudentibus","imprudens"
"imus","imus","imus;ire"
"in","in","in"
"inaequale","inaequale","inaequalis"
"inaudito","inaudito","inaudire;inauditus"
"inauratae","inauratae","inaurare;inauratus"
"inauratos","inauratos","inaurare;inauratus"
"incendio","incendio","incendium"
"incendit","incendit","incendere"
"incendium","incendium","incendium"
"incensissimam","incensissimam","incensus"
"inceptum","inceptum","inceptum;inceptus;incipere"
"inclinata","inclinata","inclinare;inclinatus"
"inclinatione","inclinatione","inclinatio"
"inclinatis","inclinatis","inclinare;inclinatus"
"inclinatus","inclinatus","inclinare;inclinatus"
"includit","includit","includere"
"inclusi","inclusi","includere"
"incommodi","incommodi","incommodum;incommodus"
"incubant","incubant","incubare"
"incuboni","incuboni","incubo"
"incubuisset","incubuisset","incubare;incumbere"
"incumbens","incumbens","incumbere"
"inde","inde","indere;inde"
"indecenter","indecenter","indecens"
"india","india","india"
"indicam","indicam","indicere"
"indicare","indicare","indicare;indicere"
"indicem","indicem","index;indicare"
"indignatus","indignatus","indignari"
"indignum","indignum","indignus"
"indiligentiam","indiligentiam","indiligentia"
"indomita","indomita","indomitus"
"induere","induere","induere"
"indulgentiae","indulgentiae","indulgentia"
"indulgentiaeque","indulgentiaeque","indulgentia"
"ineptias","ineptias","ineptire;ineptiae;ineptia"
"infe","infe","infe"
"inferior","inferior","infra;inferior;inferus;infer"
"inferius","inferius","infra;inferior;inferius;inferus;infer"
"inferri","inferri","inferre"
"inflat","inflat","inflare"
"inflati","inflati","inflare;inflatus"
"infra","infra","infra"
"infundentibus","infundentibus","infundere"
"infundi","infundi","infundere"
"infusum","infusum","infundere"
"ingemescente","ingemescente","ingemescere"
"ingemuisset","ingemuisset","ingemescere;ingemiscere"
"ingenio","ingenio","ingenium"
"ingeniosus","ingeniosus","ingeniosus"
"ingens","ingens","ingens"
"ingenti","ingenti","ingens"
"ingentis","ingentis","ingens"
"ingenuum","ingenuum","ingenuus"
"ingerebat","ingerebat","ingerere"
"ingratum","ingratum","ingratus"
"inhorruerunt","inhorruerunt","inhorrescere"
"inimici","inimici","inimicus"
"initia","initia","initiare;initia;initium"
"iniuriam","iniuriam","iniuria;iniurius"
"inquam","inquam","inquit"
"inquinatus","inquinatus","inquinare;inquinatus"
"inquit","inquit","inquere;inquit"
"insaniret","insaniret","insanire"
"insanit","insanit","insanire"
"inscriptio","inscriptio","inscriptio"
"inscriptione","inscriptione","inscriptio"
"inscriptum","inscriptum","inscribere;inscriptus"
"insecuta","insecuta","insequi"
"insecutae","insecutae","insequi"
"insecutum","insecutum","insequi"
"insecutus","insecutus","insequi"
"insequentibus","insequentibus","insequi"
"insolenter","insolenter","insolens"
"insolentia","insolentia","insolens;insolentia"
"inspeciosus","inspeciosus","inspeciosus"
"inspectosque","inspectosque","inspicere"
"inspiciet","inspiciet","inspicere"
"inspue","inspue","inspuere"
"insulam","insulam","insula"
"insulsissimus","insulsissimus","insulsus"
"intellegebant","intellegebant","intellegere"
"intellexi","intellexi","intellegere"
"intelligas","intelligas","intelligas"
"intelligere","intelligere","intelligere"
"intemperantis","intemperantis","intemperans"
"intenebris","intenebris","intenebris"
"intentavimus","intentavimus","intentare"
"inter","inter","inter"
"interdiu","interdiu","interdiu"
"interdum","interdum","interdum"
"interea","interea","interea"
"interesse","interesse","interesse"
"interfuisti","interfuisti","interesse"
"interim","interim","interim"
"interire","interire","interire"
"intermisso","intermisso","intermittere"
"interpellavit","interpellavit","interpellare"
"interposito","interposito","interponere"
"interpretem","interpretem","interpres;interpretare"
"interque","interque","inter"
"interrogare","interrogare","interrogare"
"interrogavi","interrogavi","interrogare"
"interventu","interventu","interventus;intervenire"
"intestina","intestina","intestinum;intestinus"
"intestinas","intestinas","intestinus"
"intonuit","intonuit","intonare"
"intra","intra","intrare;intra"
"intrabat","intrabat","intrare"
"intrant","intrant","intrare"
"intrantem","intrantem","intrare"
"intrantes","intrantes","intrare"
"intrantibus","intrantibus","intrare"
"intrare","intrare","intrare"
"intrasse","intrasse","intrare"
"intrassemus","intrassemus","intrare"
"intrasset","intrasset","intrare"
"intraverunt","intraverunt","intrare"
"intravi","intravi","intrare"
"intravimus","intravimus","intrare"
"intravit","intravit","intrare"
"intremuit","intremuit","intremescere;intremiscere"
"intro","intro","intrare;intro"
"introversus","introversus","introversus"
"intuens","intuens","intuere;intueri;intui"
"invasit","invasit","invadere"
"inveni","inveni","invenire"
"inveniemus","inveniemus","invenire"
"invenies","invenies","invenire"
"invenire","invenire","invenire"
"invenit","invenit","invenire"
"inveniunt","inveniunt","invenire"
"invideo","invideo","invidere"
"invitare","invitare","invitare"
"invitatos","invitatos","invitare"
"invitatus","invitatus","invitare;invitatus"
"involasti","involasti","involare"
"involaverant","involaverant","involare"
"involavit","involavit","involare"
"involuta","involuta","involvere;involutare;involutus"
"involutus","involutus","involvere;involutus"
"involvebat","involvebat","involvere"
"involverat","involverat","involvere"
"io","io","io"
"iocantis","iocantis","iocare;iocari"
"iocari","iocari","iocare;iocari"
"iocus","iocus","iocus"
"iove","iove","io"
"iovem","iovem","iovem"
"iovis","iovis","iovis"
"iphigeniam","iphigeniam","iphigeniam"
"ipsas","ipsas","ipse"
"ipse","ipse","ipse"
"ipsi","ipsi","ipse"
"ipsimae","ipsimae","ipsimae"
"ipsimi","ipsimi","ipsimi"
"ipsius","ipsius","ipse"
"ipso","ipso","ipse"
"ipsum","ipsum","ipse"
"ipsumam","ipsumam","ipsumam"
"irasci","irasci","irasci"
"irascitur","irascitur","irasci"
"irata","irata","iratus"
"iratos","iratos","iratus"
"iratum","iratum","iratus"
"iratus","iratus","iratus"
"ire","ire","ire;iris"
"is","is","ire;is"
"ista","ista","istare;iste"
"iste","iste","iste"
"isti","isti","ire;iste;isti"
"istis","istis","ire;iste"
"istoc","istoc","istoc"
"istos","istos","iste"
"istud","istud","iste"
"it","it","ire"
"ita","ita","itare;ita;iton"
"itaque","itaque","itaque;itare;ita;iton"
"iteratam","iteratam","iterare"
"iterum","iterum","iterum"
"iterumque","iterumque","iterum"
"itinere","itinere","iter;itiner"
"iubebo","iubebo","iubere"
"iubemur","iubemur","iubere"
"iubemus","iubemus","iubere"
"iubent","iubent","iubere"
"iubeo","iubeo","iubere"
"iubet","iubet","iubere"
"iudicas","iudicas","iudicare"
"iudicium","iudicium","iudicium"
"iuliis","iuliis","iuliis"
"iulius","iulius","iulius"
"iumenta","iumenta","iumentum"
"iungere","iungere","iungere"
"iunxerunt","iunxerunt","iungere"
"iupiter","iupiter","iupiter"
"iuramus","iuramus","iurare;iuvare"
"iurare","iurare","iurare;iurari"
"iure","iure","ius"
"iuret","iuret","iurare"
"ius","ius","ius"
"iussi","iussi","iubere;iussere;iussum;iussus"
"iussisse","iussisse","iubere"
"iussisset","iussisset","iubere"
"iussit","iussit","iubere;iussere"
"iussitque","iussitque","iubere;iussere"
"iussu","iussu","iubere;iussus"
"iussus","iussus","iubere;iussus"
"iuvet","iuvet","iuvare;iuvere"
"kalendas","kalendas","kalendas"
"kalendis","kalendis","kalendis"
"labentia","labentia","labi"
"laborare","laborare","laborare"
"laborat","laborat","laborare"
"laboriosissimae","laboriosissimae","laboriosus"
"laboriosus","laboriosus","laboriosus"
"labra","labra","labrum"
"labris","labris","labrum"
"labro","labro","labrum"
"labrum","labrum","labrum"
"labyrintho","labyrintho","labyrinthos;labyrinthus"
"lacerare","lacerare","lacerare"
"laceratus","laceratus","lacerare"
"laceraverat","laceraverat","lacerare"
"laceravit","laceravit","lacerare"
"lacernatus","lacernatus","lacernatus"
"lacertis","lacertis","lacerta;lacertus"
"lacertum","lacertum","lacertus"
"laconici","laconici","laconicum"
"lacrimas","lacrimas","lacrimare;lacrima"
"lacte","lacte","lactere;lacte;lactis;lac"
"lactem","lactem","lactare;lactis"
"lacticulosus","lacticulosus","lacticulosus"
"lacum","lacum","lacus"
"lacunaria","lacunaria","lacunar"
"lacunaribus","lacunaribus","lacunar"
"laecasin","laecasin","laecasin"
"laenatis","laenatis","laenatis"
"laesum","laesum","laedere"
"laetus","laetus","laetus"
"lam","lam","lam"
"lamellulas","lamellulas","lamellula"
"lamentatione","lamentatione","lamentatio"
"lamina","lamina","lamina"
"lamna","lamna","lamna"
"lamnam","lamnam","lamna"
"lana","lana","lana"
"lanae","lanae","lana"
"lanatos","lanatos","lanatus"
"lance","lance","lanx"
"lancea","lancea","lanceare;lancea"
"lances","lances","lanx"
"laniones","laniones","lanio"
"lanis","lanis","lana"
"lanisticia","lanisticia","lanisticius"
"lanius","lanius","lanius"
"lapidarias","lapidarias","lapidarius"
"lapidarius","lapidarius","lapidaris;lapidarius"
"lapide","lapide","lapis"
"lapidea","lapidea","lapideus"
"lapideos","lapideos","lapideus"
"lardo","lardo","lardum"
"lardum","lardum","lardum"
"lares","lares","lares"
"largiter","largiter","largiter"
"larifuga","larifuga","larifuga"
"larua","larua","larua"
"laruas","laruas","larua"
"larvam","larvam","larva"
"lasani","lasani","lasanum"
"lasanum","lasanum","lasanum"
"laserpiciario","laserpiciario","laserpiciario"
"lassatus","lassatus","lassare"
"late","late","ferre;latere;late;latus"
"laticlaviam","laticlaviam","laticlavius"
"laticlavium","laticlavium","laticlavius"
"latifundia","latifundia","latifundium"
"latinam","latinam","latinam"
"latinas","latinas","latinare"
"latine","latine","ferre;latus"
"latranti","latranti","latrare"
"latratu","latratu","latrare;latratus"
"latus","latus","ferre;latus"
"laudamus","laudamus","laudare"
"laudaret","laudaret","laudare"
"laudationem","laudationem","laudatio"
"laudationibus","laudationibus","laudatio"
"laudatus","laudatus","laudare;laudatus"
"laudavimus","laudavimus","laudare"
"laudo","laudo","laudare"
"lauta","lauta","lavare;lautus"
"lautissimus","lautissimus","lautus"
"lautitiae","lautitiae","lautitia"
"lautitiarum","lautitiarum","lautitia"
"lautitias","lautitias","lautitia"
"lautitiis","lautitiis","lautitia"
"lautum","lautum","lavare;lautus"
"lavare","lavare","lavare"
"lavari","lavari","lavare"
"lavat","lavat","lavare"
"lavit","lavit","lavare"
"lavor","lavor","lavare"
"lecticae","lecticae","lectica"
"lecticarius","lecticarius","lecticarius"
"lectis","lectis","lectum;lectus;legere"
"lecto","lecto","lectare;lectum;lectus;legere"
"lectum","lectum","lectum;lectus;legere"
"legat","legat","legare;legere"
"legebat","legebat","legere"
"legere","legere","legare;legere"
"legit","legit","legere"
"lego","lego","legare;legere"
"leis","leis","lea"
"lentior","lentior","lentus"
"lentissima","lentissima","lentus"
"leone","leone","lere;leo"
"leonem","leonem","leo"
"leones","leones","leo"
"leporem","leporem","lepos;lepus"
"leporemque","leporemque","lepos;lepus"
"lepus","lepus","lepus"
"levatum","levatum","levare"
"levis","levis","levis"
"libellus","libellus","libellus"
"libenter","libenter","libens"
"libentissime","libentissime","libens"
"liber","liber","libare;liber"
"liberae","liberae","liber"
"liberalitati","liberalitati","liberalitas"
"liberam","liberam","liber"
"liberos","liberos","liberi;liber"
"libertatem","libertatem","libertas"
"liberti","liberti","libertus"
"libertini","libertini","libertinium;libertinus"
"libertis","libertis","liberta;libertus"
"libertos","libertos","libertus"
"libertus","libertus","libertus"
"liberum","liberum","liberi;liber"
"libidinem","libidinem","libido"
"libitinarii","libitinarii","libitinarius"
"libitinarius","libitinarius","libitinarius"
"libra","libra","librare;libra;librum"
"libram","libram","libra"
"librum","librum","librum;liber"
"libuerit","libuerit","libet"
"licebat","licebat","licere;licet"
"licem","licem","licem"
"licentiae","licentiae","licentia"
"licet","licet","licere;licet"
"lictor","lictor","lictor"
"licuit","licuit","licere;licet;liquere;liquescere"
"lida","lida","lida"
"ligna","ligna","ligna;lignum"
"lignea","lignea","ligneus"
"limen","limen","limen"
"linea","linea","lineare;linea;lineus"
"lingua","lingua","lingua"
"linguae","linguae","lingua"
"linguam","linguam","lingua"
"linguosus","linguosus","linguosus"
"linteis","linteis","linteum;linteus"
"linunt","linunt","linere"
"lippus","lippus","lippus"
"liquescit","liquescit","liquescere"
"lissam","lissam","lissam"
"lites","lites","lis;litare"
"litigantes","litigantes","litigare"
"littera","littera","littera"
"litterae","litterae","littera"
"litteras","litteras","littera"
"litteris","litteris","littera"
"lividum","lividum","lividus"
"locat","locat","locare"
"loci","loci","loci;locus"
"loco","loco","locare;locus"
"locum","locum","locus"
"locus","locus","locus"
"locustam","locustam","locusta"
"longe","longe","longus"
"longum","longum","longum;longus"
"longus","longus","longus"
"loquebatur","loquebatur","loqui"
"loquentem","loquentem","loqui"
"loquere","loquere","loqui"
"loqui","loqui","loqui"
"loquimur","loquimur","loqui"
"loquis","loquis","loquis"
"loripes","loripes","loripes"
"lorus","lorus","lorus"
"lota","lota","lavare"
"lotam","lotam","lavare"
"lotium","lotium","lotium"
"luce","luce","lucere;lucus;lux"
"lucebat","lucebat","lucere"
"lucem","lucem","lux"
"lucerna","lucerna","lucerna"
"lucernae","lucernae","lucerna"
"lucernam","lucernam","lucerna"
"lucernamque","lucernamque","lucerna"
"lucernas","lucernas","lucerna"
"lucrionem","lucrionem","lucrio"
"lucrum","lucrum","lucrum"
"ludentem","ludentem","ludere"
"ludenti","ludenti","ludere"
"ludentibus","ludentibus","ludere"
"ludorum","ludorum","ludus"
"ludos","ludos","ludus"
"ludus","ludus","ludus"
"lum","lum","lum"
"luna","luna","lunare;luna"
"lunae","lunae","luna"
"lupatria","lupatria","lupatria"
"lupinum","lupinum","lupinum;lupinus"
"lupus","lupus","lupus"
"luscinias","luscinias","luscinia;luscinius"
"lusu","lusu","ludere;lusus"
"lusum","lusum","ludere;lusus"
"luto","luto","lutare;lutum;lutus"
"luxatae","luxatae","luxare;luxari"
"luxuriae","luxuriae","luxuria"
"lw","lw","lw"
"lyaeum","lyaeum","lyaeum"
"m","m","m"
"ma","ma","ma"
"machina","machina","machina"
"maecenatianus","maecenatianus","maecenatianus"
"maesti","maesti","maestus"
"maestus","maestus","maestus"
"magis","magis","maga;magis;magus"
"magisque","magisque","maga;magis;magus"
"magister","magister","magister"
"magistro","magistro","magistrare;magister"
"magna","magna","magnus"
"magnam","magnam","magnus"
"magnitudinis","magnitudinis","magnitudo"
"magnum","magnum","magnus"
"magnus","magnus","magnus"
"maiestate","maiestate","maiestas"
"maiiesto","maiiesto","maiiesto"
"maior","maior","magnus;maior"
"maiorem","maiorem","magnus;maior"
"maiores","maiores","magnus;maiores;maior"
"mala","mala","mala;malum;malus"
"malae","malae","mala;malus"
"malam","malam","malle;mala;malus"
"male","male","male;malus"
"maledicas","maledicas","maledicere;maledicus"
"mali","mali","mali;malum;malus"
"malicorium","malicorium","malicorium"
"maligne","maligne","malignus"
"mallem","mallem","malle"
"mallemus","mallemus","malle"
"malo","malo","malle;malum;malus"
"malorum","malorum","mali;malum;malus"
"malui","malui","malle"
"malum","malum","malum;malus"
"malus","malus","malus"
"mammaea","mammaea","mammaea"
"mancipia","mancipia","mancipium"
"mancipium","mancipium","mancipium"
"manducamus","manducamus","manducare"
"manducemus","manducemus","manducare"
"manibus","manibus","manes;manus"
"manios","manios","manios"
"mantissam","mantissam","mantissa"
"manu","manu","manus"
"manuciolum","manuciolum","manuciolus"
"manum","manum","manus"
"manuque","manuque","manus"
"manus","manus","manus"
"manusque","manusque","manus"
"mapalia","mapalia","mapale;mapalia"
"mappa","mappa","mappa"
"mappam","mappam","mappa"
"mappas","mappas","mappa"
"marcent","marcent","marcere"
"mare","mare","mare"
"margarita","margarita","margarita;margaritum"
"margaritamque","margaritamque","margarita"
"margaritum","margaritum","margaritum"
"marginibus","marginibus","margo"
"mari","mari","mare;maron;mas"
"marinam","marinam","marinus"
"marinum","marinum","marinus"
"marmoratos","marmoratos","marmorare;marmoratus"
"marmoreum","marmoreum","marmoreus"
"mars","mars","mars"
"marsyas","marsyas","marsyas"
"martiolum","martiolum","martiolum"
"martis","martis","martis"
"massa","massa","massare;massa"
"matella","matella","matella"
"matellam","matellam","matella"
"mater","mater","mater"
"materiae","materiae","materia"
"mathematici","mathematici","mathematicus"
"mathematicus","mathematicus","mathematicus"
"matrem","matrem","mater"
"matris","matris","mater"
"matrona","matrona","matrona"
"matteae","matteae","mattea"
"matteis","matteis","mattea"
"matus","matus","matus"
"mavoluit","mavoluit","mavoluit"
"mavult","mavult","malle"
"maxillae","maxillae","maxilla"
"maxime","maxime","magnus;maxime;maximus"
"maximum","maximum","magnus;maximus"
