"","form","lemmata"
"tertiarius","tertiarius","tertiarius"
"tertium","tertium","tertium;tertius"
"tertius","tertius","tertius;tertus"
"tesseris","tesseris","tessera"
"testamenta","testamenta","testamentum"
"testamenti","testamenti","testamentum"
"testamento","testamento","testamentum"
"testiculos","testiculos","testiculus"
"tetigerat","tetigerat","tangere"
"tetigi","tetigi","tangere"
"texit","texit","tegere;texere"
"textae","textae","texere"
"textilem","textilem","textilis"
"textorum","textorum","textor;textum;texere"
"thebaicasque","thebaicasque","thebaicasque"
"thebaicis","thebaicis","thebaicis"
"theca","theca","theca"
"thesauros","thesauros","thesaurus"
"thesaurum","thesaurum","thesaurum;thesaurus"
"thracem","thracem","thracem"
"thraecium","thraecium","thraecium"
"thraex","thraex","thraex"
"ti","ti","ti"
"tibi","tibi","tu"
"tibiis","tibiis","tibia"
"timeo","timeo","timere"
"timeret","timeret","timere"
"timida","timida","timidus"
"timore","timore","timor;timos"
"timueram","timueram","timere"
"timui","timui","timere"
"tinctam","tinctam","tingere;tinguere"
"tineae","tineae","tinea"
"tintinnabulis","tintinnabulis","tintinnabulum"
"tinuoque","tinuoque","tinuoque"
"tisicus","tisicus","tisicus"
"titulis","titulis","titulum;titulus"
"titulo","titulo","titulare;titulum;titulus"
"titulos","titulos","titulus"
"titulus","titulus","titulus"
"titus","titus","titus"
"toga","toga","toga"
"tolerabilia","tolerabilia","tolerabilis"
"tollat","tollat","tollere"
"tollentibus","tollentibus","tollere"
"tollere","tollere","tollere"
"tollerem","tollerem","tollere"
"tollit","tollit","tollere"
"tollunt","tollunt","tollere"
"tomacula","tomacula","tomaculum"
"tomentum","tomentum","tomentum"
"tonstreinum","tonstreinum","tonstreinum"
"tonstrinum","tonstrinum","tonstrinum"
"topanta","topanta","topanta"
"toralia","toralia","torale;toral"
"toris","toris","tores;torum;torus"
"tormentum","tormentum","tormentum"
"toro","toro","torum;torus"
"torquentes","torquentes","torquere"
"torqueret","torqueret","torquere"
"tortae","tortae","torquere;torta;tortus"
"tortores","tortores","tortor"
"torum","torum","torum;torus"
"tot","tot","tot"
"tota","tota","totus"
"totam","totam","totus"
"totas","totas","totus"
"totidem","totidem","totidem"
"totiens","totiens","totiens"
"toto","toto","totus"
"totum","totum","totus"
"totumque","totumque","totus"
"totus","totus","totus"
"tractabat","tractabat","tractare"
"tractus","tractus","tractus;trahere"
"traducere","traducere","traducere"
"traduxit","traduxit","traducere"
"tragoedum","tragoedum","tragoedus"
"traiecit","traiecit","traicere"
"transeat","transeat","transire"
"transilire","transilire","transilire"
"transire","transire","transire"
"transiret","transiret","transire"
"transverse","transverse","transversus;transvertere"
"trecenties","trecenties","trecenties"
"trecentis","trecentis","trecenti"
"trementes","trementes","tremere"
"tremula","tremula","tremulus"
"trepidantemque","trepidantemque","trepidare"
"trepidantes","trepidantes","trepidare"
"trepidationem","trepidationem","trepidatio"
"trepidavimus","trepidavimus","trepidare"
"tres","tres","tres"
"tri","tri","tri"
"tribunal","tribunal","tribunal"
"tribunali","tribunali","tribunale;tribunal"
"tributarius","tributarius","tributarius"
"tricas","tricas","tricare;tricae"
"tricenties","tricenties","tricenties"
"triclinia","triclinia","triclinia;triclinium"
"triclinii","triclinii","triclinium"
"triclinio","triclinio","triclinium"
"triclinium","triclinium","triclinium"
"triduo","triduo","triduum"
"triginta","triginta","triginta"
"trimalchio","trimalchio","trimalchio"
"trimalchione","trimalchione","trimalchione"
"trimalchionem","trimalchionem","trimalchionem"
"trimalchioni","trimalchioni","trimalchioni"
"trimalchionis","trimalchionis","trimalchionis"
"trimum","trimum","trimus"
"tripudiantes","tripudiantes","tripudiare"
"tristimonio","tristimonio","tristimonium"
"tristiores","tristiores","tristis"
"tristis","tristis","tristis"
"tritici","tritici","triticius;triticum"
"tritum","tritum","tritus;terere"
"trium","trium","tres"
"trivit","trivit","terere"
"troiani","troiani","troiani"
"troianum","troianum","troianum"
"truditur","truditur","trudere"
"trullas","trullas","trulla"
"tu","tu","tu"
"tuae","tuae","tuus"
"tuam","tuam","tuus"
"tuba","tuba","tubare;tuba"
"tuber","tuber","tuber"
"tubicines","tubicines","tubicen;tubicinare"
"tuentem","tuentem","tuere;tueri;tui"
"tulero","tulero","ferre;tulere"
"tulisse","tulisse","ferre;tulere"
"tulit","tulit","ferre;tulere"
"tum","tum","tum"
"tumultu","tumultu","tumultus"
"tumultuari","tumultuari","tumultuarius;tumultuari"
"tumultum","tumultum","tumultus"
"tumultus","tumultus","tumultus"
"tunc","tunc","tunc"
"tune","tune","tu"
"tunica","tunica","tunicare;tunica"
"tunicam","tunicam","tunica"
"tunicas","tunicas","tunicare;tunica"
"tuo","tuo","tuus"
"turba","turba","turbare;turba"
"turbata","turbata","turbare;turbatus"
"turdi","turdi","turdus"
"turdis","turdis","turda;turdus"
"turpe","turpe","turpe;turpis"
"turpissima","turpissima","turpis"
"turturem","turturem","turtur"
"tutelam","tutelam","tutela"
"tuum","tuum","tuus"
"tuus","tuus","tuus"
"tyranno","tyranno","tyrannus"
"tyria","tyria","tyria"
"uberibus","uberibus","uber"
"ubertim","ubertim","ubertim"
"ubi","ubi","ubi"
"ubicunque","ubicunque","ubicunque"
"ubique","ubique","ubique;ubi"
"uda","uda","udare;udus"
"udi","udi","udus"
"ullum","ullum","ullus"
"ullus","ullus","ullus"
"ultimo","ultimo","ultra;ultimare;ultimo;ultimus"
"ultimum","ultimum","ultra;ultimus"
"ultra","ultra","ultra;ulter"
"ultro","ultro","ultro;ulter"
"ululare","ululare","ululare"
"umbras","umbras","umbrare;umbra"
"umeris","umeris","umerus"
"umor","umor","umor"
"una","una","unare;una;unus"
"unam","unam","unus"
"uncta","uncta","unctus;ungere;unguere"
"unde","unde","unde"
"ungebam","ungebam","ungere"
"unguenta","unguenta","unguentare;unguentum"
"unguentarii","unguentarii","unguentarius"
"unguentarius","unguentarius","unguentarius"
"unguenti","unguenti","unguentum;unguere"
"unguento","unguento","unguentare;unguentum"
"unguentum","unguentum","unguentum"
"ungues","ungues","unguere;unguis"
"unguibus","unguibus","unguis"
"unguis","unguis","unguere;unguis"
"universi","universi","universus"
"universis","universis","universus"
"uno","uno","unare;unus"
"unquam","unquam","unquam"
"unum","unum","unus"
"unus","unus","unus"
"unxerunt","unxerunt","ungere;unguere"
"unxit","unxit","ungere;unguere"
"urbane","urbane","urbanus;urbare;urbum"
"urbanitatem","urbanitatem","urbanitas"
"urbis","urbis","urbs;urbis;urbum"
"urceatim","urceatim","urceatim"
"urceolum","urceolum","urceolus"
"urnales","urnales","urnalis"
"urnam","urnam","urna"
"ursinae","ursinae","ursinus"
"ursum","ursum","ursus"
"ursus","ursus","ursus"
"usque","usque","usque"
"usu","usu","usus"
"usus","usus","usus;uti"
"ut","ut","ut"
"utique","utique","utere;utique;uti"
"utres","utres","utris;uter"
"utribus","utribus","utris;uter"
"utriculis","utriculis","utriculus"
"utroque","utroque","utroque;utro;uterque;uter"
"utrosque","utrosque","uterque;uter"
"utrum","utrum","utrum;uter"
"uvam","uvam","uva"
"uvas","uvas","uva"
"uvis","uvis","uva"
"uxor","uxor","uxor"
"uxorem","uxorem","uxor"
"uxoris","uxoris","uxor"
"vacat","vacat","vacare"
"vacillavit","vacillavit","vacillare"
"vafer","vafer","vafer"
"vah","vah","vah"
"valde","valde","valde"
"valdius","valdius","valdius"
"vale","vale","valere"
"valeas","valeas","valere"
"valebat","valebat","valere"
"valet","valet","valere"
"valitudinem","valitudinem","valitudo"
"valvas","valvas","valvae"
"vaporabatur","vaporabatur","vaporare"
"varia","varia","variare;varia;varius"
"vario","vario","variare;varius"
"varium","varium","varius"
"vasa","vasa","vasum;vas"
"vasum","vasum","vasum;vasus;vas"
"vasus","vasus","vasus"
"vavatonem","vavatonem","vavato"
"vehebantur","vehebantur","vehere"
"vehementer","vehementer","vehemens"
"vel","vel","vel"
"velis","velis","velle;velum"
"velit","velit","velle"
"velle","velle","vellere;velle;vellus"
"vellet","vellet","vellere;velle"
"veluti","veluti","veluti"
"venabulis","venabulis","venabulum"
"venalia","venalia","venalis"
"venalicia","venalicia","venalicius"
"venalicium","venalicium","venalicius"
"venationis","venationis","venatio"
"venatorio","venatorio","venatorius"
"vendam","vendam","vendere"
"vendidit","vendidit","vendere"
"vendo","vendo","vendere"
"venenarii","venenarii","venenarius"
"venerat","venerat","venerare;venire"
"venerationem","venerationem","veneratio"
"venerias","venerias","venerius"
"venerisque","venerisque","venari;venire;venus"
"venerunt","venerunt","venire"
"veni","veni","venire;venus"
"veniant","veniant","venire"
"venias","venias","venire;venia"
"veniat","veniat","venire"
"venies","venies","venire"
"venimus","venimus","venire"
"venio","venio","venire"
"venire","venire","venire"
"venisse","venisse","venire"
"venisses","venisses","venire"
"venisti","venisti","venire"
"venit","venit","venire"
"venter","venter","ventare;venter"
"ventissimam","ventissimam","ventissimam"
"ventrem","ventrem","venter"
"ventres","ventres","venter"
"ventum","ventum","ventus;venire"
"venus","venus","venus"
"vera","vera","verare;vera;verum;verus;ver"
"veram","veram","vera;verus"
"verba","verba","verbum"
"verberari","verberari","verberare"
"verberavit","verberavit","verberare"
"verbo","verbo","verbum"
"verebatur","verebatur","vereri"
"vergilius","vergilius","vergilius"
"vermes","vermes","vermis"
"vernaculae","vernaculae","vernaculus"
"vernulae","vernulae","vernula"
"vero","vero","verare;vero;verum;verus"
"versa","versa","verrere;versare;vertere"
"versas","versas","verrere;versare;vertere"
"versibus","versibus","versus"
"versipellem","versipellem","versipellis"
"versus","versus","verrere;versus;vertere"
"vertebraeque","vertebraeque","vertebra"
"vertitur","vertitur","vertere"
"verum","verum","verum;verus;ver"
"vervex","vervex","vervex"
"vesica","vesica","vesicare;vesica"
"veste","veste","vestis"
"vester","vester","vester"
"vestiarius","vestiarius","vestiarius"
"vestimenta","vestimenta","vestimentum"
"vestimentis","vestimentis","vestimentum"
"vestiti","vestiti","vestire;vestitus"
"vestitum","vestitum","vestire;vestitus"
"vestra","vestra","vester"
"vestros","vestros","vester"
"vestrum","vestrum","tu;vester"
"vetant","vetant","vetare"
"vetare","vetare","vetare"
"vetat","vetat","vetare"
"veterem","veterem","veterare;veter;vetus"
"vetulus","vetulus","vetulus"
"vetuo","vetuo","vetuare"
"vexatione","vexatione","vexatio"
"via","via","viare;via"
"viam","viam","via"
"viatorum","viatorum","viator"
"vibrabant","vibrabant","vibrare"
"vicem","vicem","vicem;vicis"
"vicensimariis","vicensimariis","vicensimarius"
"vicesimam","vicesimam","vicesimus"
"vicinam","vicinam","vicinus"
"vicinia","vicinia","vicinia"
"viciniam","viciniam","vicinia"
"vicit","vicit","vincere"
"vico","vico","vicus"
"vide","vide","videre"
"videam","videam","videre"
"videas","videas","videre"
"videat","videat","videre"
"videbantur","videbantur","videre;videri"
"videbatur","videbatur","videre;videri"
"videbis","videbis","videre"
"videbo","videbo","videre"
"videlicet","videlicet","videlicet"
"videmur","videmur","videre;videri"
"videmus","videmus","videre"
"video","video","videre"
"videor","videor","videre;videri"
"videram","videram","videre"
"videratis","videratis","videre"
"videre","videre","videre;videri"
"viderer","viderer","videre;videri"
"videretur","videretur","videre;videri"
"videri","videri","videre;videri"
"viderint","viderint","videre"
"videris","videris","videre;videri"
"videro","videro","videre"
"vides","vides","videre"
"videt","videt","videre"
"videte","videte","videre"
"videtis","videtis","videre"
"videtur","videtur","videre;videri"
"vidi","vidi","videre"
"vidimus","vidimus","videre"
"vidissent","vidissent","videre"
"vidit","vidit","videre"
"vigilat","vigilat","vigilare"
"vigiles","vigiles","vigilare;vigil"
"viginti","viginti","viginti"
"vii","vii","vii"
"viles","viles","vilis"
"vilia","vilia","vilis"
"vilicationem","vilicationem","vilicatio"
"vilici","vilici","vilicus"
"vilicorum","vilicorum","vilicus"
"villam","villam","villa"
"vina","vina","vinum"
"vinarium","vinarium","vinarius"
"vincit","vincit","vincere;vincire"
"vincitur","vincitur","vincere;vincire"
"vinciturum","vinciturum","vinciturum"
"vinctus","vinctus","vinctus;vincire"
"vindemia","vindemia","vindemiare;vindemia"
"vindicasset","vindicasset","vindicare"
"vinearum","vinearum","vinea;vineus"
"vini","vini","vinum"
"vino","vino","vinum"
"vinum","vinum","vinum"
"vinumque","vinumque","vinum"
"vinus","vinus","vinus"
"vinxissent","vinxissent","vincire"
"viperae","viperae","vipera"
"viperam","viperam","vipera"
"vires","vires","virere;vis"
"virgine","virgine","virgo"
"virginem","virginem","virgo"
"viri","viri","virus;vir"
"viridem","viridem","viridare;viridis"
"virtute","virtute","virtus"
"virtutem","virtutem","virtus"
"virum","virum","vir"
"vis","vis","velle;vis"
"vita","vita","vitare;vita"
"vitae","vitae","vita"
"vitali","vitali","vitalis"
"vitalia","vitalia","vitalis"
"vitam","vitam","vita"
"vitello","vitello","vitellum;vitellus"
"vitia","vitia","vitiare;vitium"
"vitibus","vitibus","vitis;vitus"
"vitrea","vitrea","vitreus"
"vitreae","vitreae","vitreus"
"vitream","vitream","vitreus"
"vitreorum","vitreorum","vitreus"
"vitrum","vitrum","vitrum"
"vituli","vituli","vitulus"
"vitulos","vitulos","vitulus"
"vitulum","vitulum","vitulus"
"vitulus","vitulus","vitulus"
"vivamus","vivamus","vivere"
"vivere","vivere","vivere"
"vivit","vivit","vivere"
"vivo","vivo","vivere;vivus"
"vivorum","vivorum","vivus"
"vivum","vivum","vivus"
"vivus","vivus","vivus"
"vix","vix","vix"
"vixerit","vixerit","vivere;vivescere"
"vixit","vixit","vivere;vivescere"
"vlixe","vlixe","vlixe"
"vlixes","vlixes","vlixes"
"vobis","vobis","tu"
"voca","voca","vocare"
"vocari","vocari","vocare"
"vocat","vocat","vocare"
"vocata","vocata","vocare"
"vocatum","vocatum","vocare;vocatus"
"vocatur","vocatur","vocare"
"voce","voce","vox"
"vocem","vocem","vocare;vox"
"voice","voice","voice"
"volabat","volabat","volare"
"volant","volant","volare"
"volanti","volanti","volare"
"volet","volet","velle;volare"
"volitantes","volitantes","volitare"
"volo","volo","velle;volare;volo"
"volpis","volpis","volpes"
"volueris","volueris","velle"
"voluerit","voluerit","velle"
"volui","volui","velle"
"voluit","voluit","velle"
"volunt","volunt","velle"
"voluptatem","voluptatem","voluptas"
"voluptatibus","voluptatibus","voluptas"
"vomu","vomu","vomu"
"vomunt","vomunt","vomere"
"vos","vos","tu"
"votum","votum","votum;vovere"
"vox","vox","vox"
"vulgato","vulgato","vulgare;vulgatus"
"vulneratum","vulneratum","vulnerare"
"vulneribus","vulneribus","vulnus"
"vulpes","vulpes","vulpes"
"vult","vult","velle"
"vultis","vultis","velle"
"vultu","vultu","vultus"
"vultum","vultum","vultus"
"vultus","vultus","vultus"
"vulva","vulva","vulva"
"xerophagi","xerophagi","xerophagi"
"xl","xl","xl"
"xxx","xxx","xxx"
"zacritus","zacritus","zacritus"
"zelotypa","zelotypa","zelotypus"
"zelotypos","zelotypos","zelotypus"
"zmaragdum","zmaragdum","zmaragdus"
