"","Caesar_legionibus_legiones_His_Ipse_ipse_mittit","hostium_hostes_nostri_castra_proelio_equitum_equites","oppido_castra_oppidum_clamore_fuga_die_copiis","castris_locum_milites_hostium_suos_nostris_tela","propter_Caesar_tempore_omnia_exercitum_enim_rei","bellum_Galliae_sua_apud_quid_sit_Romano","partem_parte_naves_erant_omni_esset_quibus","Romani_populi_Galliam_uti_Germanorum_sese_rei","castris_castra_Caesar_copias_die_hostium_hostes","fines_bellum_Rhenum_finibus_trans_magna_pars","nostros_equites_facto_consilio_proelio_proelium_Quo","sine_periculo_tanta_posset_loci_locum_ipse","iam_quidem_res_nostri_virtute_milites_ipsi","flumen_fines_exercitum_Caesar_copiis_iter_pervenit","Caesar_His_naves_iubet_quid_fieri_locum","Caesarem_legatos_obsides_Caesar_celeriter_ei_His","rem_uti_militum_pro_Caesarem_sese_eam","parte_pedum_natura_possent_autem_passuum_fluminis","Caesar_Cum_quem_esset_equitatum_armis_Germanos","quos_bello_hoc_Itaque_illi_etiam_res","Galliae_fidem_belli_contra_C_Caesaris_fuit","suos_quorum_fere_summam_omnium_haec_reliquis","milia_una_pro_esset_cuius_hominum_numero","Caesar_eodem_fore_Haec_longius_tempore_nihil","passuum_milia_circiter_milibus_castris_castra_longius"
"equites",1.19357379866797e-05,0.0141202708512468,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,0.000834943191120133,1.68401199016537e-05,0.0194320637493247,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00105520152280063,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.00108899897505979,0.0121816413158826
"ipse",0.0131412475233344,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00904684489402697,0.00160109064392378,1.5839827662675e-05,0.0024720867031204,1.68401199016537e-05,1.68827660723933e-05,0.0103207858222283,0.00514688280154577,1.72467317443344e-05,0.000888780453800843,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"quem",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00227300096339114,0.000808471513268444,1.5839827662675e-05,0.00492780197112079,1.68401199016537e-05,0.00339343598055105,1.71726885561203e-05,0.00685681064259088,1.72467317443344e-05,0.00785960754243491,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,0.0205620147076948,2.06902259372672e-05,0.00726978998384491,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"circiter",1.19357379866797e-05,1.34350816852966e-05,0.00749843499088212,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,0.00785960754243491,1.74422660992116e-05,1.99274640309274e-05,0.00505722114764668,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,0.0353952953661125
"copias",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00152035163776493,1.58523826131067e-05,1.5839827662675e-05,0.0262106676271242,0.00338486410023239,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.00777827601669484,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,0.00105193680128708,2.0884674825613e-05,2.13529210796037e-05,0.00997081712062257
"copiis",0.00538301783199255,1.34350816852966e-05,0.0109006287254021,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,0.00492780197112079,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.0138146321272119,1.74270677215852e-05,1.74422660992116e-05,0.0010163006655773,2.01482914248872e-05,0.00926420442874163,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"hoc",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.00556418629720047,0.00635177089273269,0.00410923021512066,1.68401199016537e-05,0.00845826580226904,1.71726885561203e-05,1.70992784104511e-05,0.00346659308061122,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.013469337085161,2.07116523756265e-05,0.00930242151726414,2.0884674825613e-05,0.00108899897505979,2.21082419525999e-05
"iis",1.19357379866797e-05,0.00740273000859845,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.0118957105746689,1.63714351200026e-05,0.00927890606581119,0.00170515937331172,1.71726885561203e-05,1.70992784104511e-05,0.00864061260391156,0.00350284061203862,0.00263378218098095,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00105520152280063,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"locis",1.19357379866797e-05,0.00673097592433362,0.00545711875017011,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.00635680542785581,1.5839827662675e-05,1.63714351200026e-05,0.00927890606581119,0.000861021069692058,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,0.00300904706867004,0.0070720502901354,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.00963016740690126,2.21082419525999e-05
"nostris",1.19357379866797e-05,0.00538746775580395,1.36087749380801e-05,0.0111288936308942,1.49740948159684e-05,1.50529865125241e-05,0.00873466281982182,1.5839827662675e-05,0.00983923250712157,1.68401199016537e-05,0.00339343598055105,1.71726885561203e-05,0.00600184672206833,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"Cum",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,0.00816514033371862,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,0.00338486410023239,0.00339343598055105,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,0.00505722114764668,0.0236432356928639,0.00622775800711744,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,0.00223293243721259
"magno",1.19357379866797e-05,0.00605922184006879,0.00817887373778612,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.00952728195047716,1.5839827662675e-05,1.63714351200026e-05,0.00759489407564582,1.68827660723933e-05,0.00688624811100426,1.70992784104511e-05,1.72467317443344e-05,0.00350284061203862,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,0.00106511841610626,2.13529210796037e-05,2.21082419525999e-05
"nostros",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,0.00742420200942473,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,0.0024720867031204,1.68401199016537e-05,0.028717585089141,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,0.0079909130764019,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"omnium",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,0.00371951038795531,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,0.00592585089141005,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.00786646201074443,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00105520152280063,2.07116523756265e-05,0.0134276638752527,0.0146401570527547,0.00642722924496071,2.21082419525999e-05
"una",0.00359265713399059,0.00538746775580395,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.00318632890523446,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.00174191990617778,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00933129189770752,2.07116523756265e-05,2.06262117899427e-05,0.0240382607242805,2.13529210796037e-05,0.00333834453484259
"consilio",0.00180229643598864,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00603624759152216,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,0.0152113722312264,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.0122270285355473,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,0.0115074558289127,2.13529210796037e-05,2.21082419525999e-05
"hostibus",1.19357379866797e-05,0.00538746775580395,0.00613755749707411,0.00816514033371862,0.00375849779880806,1.50529865125241e-05,0.00477156716654513,0.000807831210796426,0.0024720867031204,1.68401199016537e-05,1.68827660723933e-05,0.00946215139442231,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"quorum",1.19357379866797e-05,1.34350816852966e-05,0.00681799624397812,1.48187664858777e-05,1.49740948159684e-05,0.00678889691714836,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.0113549152305868,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,0.0144589744647498,0.00524205338122885,2.13529210796037e-05,0.00333834453484259
"Caesaris",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00377829961464354,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,0.000861021069692058,1.71726885561203e-05,0.0102766663246811,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,0.00699453987485553,2.01482914248872e-05,2.05414732344604e-05,0.00415873541339071,0.0165900335528768,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,0.00886540502299257
"iubet",0.0113508868253324,1.34350816852966e-05,0.00477668000326611,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,0.00423757428417072,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,0.0191872015614653,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"passuum",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,0.0141239522888459,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,0.0431331800495225
"legionibus",0.0244801986106801,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,0.00339343598055105,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,0.00611690077027639,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"omnia",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.0202300020963733,0.00227300096339114,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.0104828019256262,1.99274640309274e-05,0.0020349774339136,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.00856252135292108,2.21082419525999e-05
"qua",0.00299587023465661,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.00675331676200174,0.00528359826589595,0.0103199010811325,1.5839827662675e-05,0.00656494548312105,1.68401199016537e-05,0.00170515937331172,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,0.00830537260262624,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"equitatu",0.0113508868253324,0.00270045141874463,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,0.00845826580226904,0.00860351696661629,0.000872063198933005,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,0.00721005710529559,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"omni",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.0104968404659938,1.50529865125241e-05,0.0134903776037538,1.5839827662675e-05,1.63714351200026e-05,0.00591088208548045,0.00170515937331172,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,0.0017601338398801,0.00525012209586269,0.00300904706867004,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"rem",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.0111037191915352,0.000834943191120133,1.68401199016537e-05,0.00170515937331172,0.000875807116362138,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.00176166887602037,0.0179546450918656,2.01482914248872e-05,2.05414732344604e-05,0.0072622693039808,2.07116523756265e-05,0.00620848974877274,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"celeriter",0.00359265713399059,1.34350816852966e-05,1.36087749380801e-05,0.00668326368513085,1.49740948159684e-05,1.50529865125241e-05,0.00318632890523446,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,0.00761412749864938,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,0.00437419399811788,0.0148433684504291,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"finibus",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,0.0210669899969688,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.0120899589527784,1.74270677215852e-05,0.00176166887602037,0.0010163006655773,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,0.0083747546050708,2.13529210796037e-05,2.21082419525999e-05
"Rhenum",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.00872774504213394,1.63714351200026e-05,0.0244350139772995,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,0.00515590978184955,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,0.00554916873010258
"belli",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00453094894026975,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.00176166887602037,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.0114003144914342,0.0186611987904395,2.06262117899427e-05,0.0125516895701934,2.13529210796037e-05,2.21082419525999e-05
"legatos",0.00418944403332458,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.0296692946347589,0.0079909130764019,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"oppidum",1.19357379866797e-05,1.34350816852966e-05,0.0170245774475382,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.010365285778345,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,0.00807946486137976,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,0.00444375663247259
"sua",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.0180786368015414,0.00160109064392378,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,0.00845826580226904,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,0.00515590978184955,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,0.0083747546050708,2.13529210796037e-05,2.21082419525999e-05
"haec",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.00555977950959894,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,0.00429191888102322,0.010365285778345,1.74270677215852e-05,1.74422660992116e-05,0.00300904706867004,0.00304239200515796,2.05414732344604e-05,2.06902259372672e-05,0.00519862474628226,0.0134276638752527,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"fere",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.00151238357641281,1.50529865125241e-05,0.0103199010811325,1.5839827662675e-05,1.63714351200026e-05,0.00591088208548045,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.00174191990617778,0.00524554738419713,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,0.00104761513495748,2.06902259372672e-05,2.07116523756265e-05,0.0144589744647498,0.00106511841610626,2.13529210796037e-05,2.21082419525999e-05
"hominum",1.19357379866797e-05,1.34350816852966e-05,0.0034158025094581,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.00239370977457912,1.5839827662675e-05,1.63714351200026e-05,0.00759489407564582,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00415873541339071,2.07116523756265e-05,2.06262117899427e-05,0.016728624535316,2.13529210796037e-05,0.00997081712062257
"oppido",1.19357379866797e-05,1.34350816852966e-05,0.0231485261696742,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,0.00410923021512066,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.00525012209586269,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00105520152280063,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"apud",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.0173259874759152,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.00346659308061122,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00829678060084416,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.0106978134608814,2.21082419525999e-05
