"","form","lemmata"
"putamussecundum","putamussecundum","putamussecundum"
"putare","putare","putare<v>"
"putares","putares","putare<v>"
"putas","putas","putare<v>;putus<adj>"
"putasses","putasses","putare<v>"
"putat","putat","putare<v>"
"putate","putate","putare<v>"
"putatis","putatis","putare<v>"
"putes","putes","putare<v>;putere<v>"
"putetis","putetis","putare<v>;putere<v>"
"puteum","puteum","puteum<n>;puteus<n>"
"putidissimam","putidissimam","putidus<adj>"
"putidissimi","putidissimi","putidus<adj>"
"putidum","putidum","putidus<adj>"
"puto","puto","putare<v>;putus<adj>;putus<n>"
"pyxis","pyxis","pyxis<n>"
"qe","qe","qe"
"qua","qua","qua<adv>;quis<pro>;qui<pro>"
"quacunque","quacunque","quacunque<adv>"
"quadragesima","quadragesima","quadragesimus<num>"
"quadraginta","quadraginta","quadraginta<num>"
"quadrantem","quadrantem","quadrans<n>;quadrare<v>"
"quadrat","quadrat","quadrare<v>"
"quadrata","quadrata","quadrare<v>;quadratus<adj>"
"quadrigae","quadrigae","quadrigae<n>;quadriga<n>"
"quadringenta","quadringenta","quadringenti<num>"
"quae","quae","quis<pro>;qui<pro>"
"quaeras","quaeras","quaerere<v>"
"quaereretur","quaereretur","quaerere<v>"
"quaeris","quaeris","quaerere<v>"
"quaesieris","quaesieris","quaerere<v>;quaesere<v>"
"quaesivitque","quaesivitque","quaerere<v>;quaesere<v>"
"quales","quales","qualis<pro>"
"qualis","qualis","qualis<pro>;qualum<n>;qualus<n>"
"quam","quam","quam<adv>;quis<pro>;qui<pro>"
"quamdiu","quamdiu","quamdiu<adv>"
"quamquam","quamquam","quamquam<conj>"
"quamvis","quamvis","quamvis<adv>;quamvis<conj>;quivis<pro>"
"quando","quando","quando<adv>;quando<conj>"
"quanti","quanti","quantus<pro>"
"quanto","quanto","quanto<adv>;quantus<pro>"
"quantum","quantum","quantum<adv>;quantus<pro>"
"quare","quare","quare<adv>"
"quarum","quarum","quis<pro>;qui<pro>"
"quas","quas","quis<pro>;qui<pro>"
"quasi","quasi","quasi<adv>;quasi<conj>"
"quassis","quassis","quassus<adj>;quatere<v>"
"quater","quater","quater<num>"
"quattuor","quattuor","quattuor<num>"
"quattuordecim","quattuordecim","quattuordecim<num>"
"quem","quem","quis<pro>;qui<pro>"
"quemadmodum","quemadmodum","quemadmodum<adv>"
"quemvis","quemvis","quivis<pro>"
"queratur","queratur","queri<v>"
"qui","qui","quire<v>;quis<pro>;qui<adv>;qui<pro>"
"quia","quia","quia<conj>"
"quibus","quibus","quis<pro>;qui<pro>"
"quibusdam","quibusdam","quidam<pro>"
"quicquam","quicquam","quisquam<pro>"
"quicquid","quicquid","quisquis<pro>"
"quicunque","quicunque","quicunque"
"quid","quid","quid<adv>;quis<pro>"
"quidam","quidam","quidam<pro>"
"quidem","quidem","quidem<adv>;quidem<conj>"
"quies","quies","quies<adj>;quies<n>"
"quiescant","quiescant","quiescere<v>"
"quingenta","quingenta","quingenti<num>"
"quingenti","quingenti","quingenti<num>"
"quinquaginta","quinquaginta","quinquaginta<num>"
"quinque","quinque","quinque<num>;quin<conj>"
"quintum","quintum","quintus<num>"
"quique","quique","quire<v>;quisque<pro>;quis<pro>;qui<adv>;qui<pro>"
"quis","quis","quire<v>;quis<pro>"
"quisquam","quisquam","quisquam<pro>"
"quisque","quisque","quire<v>;quisque<pro>;quis<pro>"
"quisquilia","quisquilia","quisquilia<n>"
"quisquis","quisquis","quisquis<pro>"
"quo","quo","quis<pro>;qui<pro>;quo<adv>;quo<conj>"
"quod","quod","quis<pro>;qui<pro>;quod<adv>;quod<conj>"
"quom","quom","quom<prep>;quom<conj>"
"quomoda","quomoda","quomoda"
"quomodo","quomodo","quomodo<adv>"
"quonam","quonam","quonam<adv>"
"quoque","quoque","quisque<pro>;quis<pro>;qui<pro>;quoquere<v>;quoque<adv>;quoquus<n>;quo<adv>;quo<conj>"
"quorum","quorum","quis<pro>;qui<pro>"
"quos","quos","quis<pro>;qui<pro>"
"quot","quot","quot"
"quota","quota","quotus<adj>"
"quotidie","quotidie","quotidie<adv>"
"quotiescunque","quotiescunque","quotiescunque"
"rana","rana","rana<n>"
"rapam","rapam","rapa<n>"
"rapiebat","rapiebat","rapere<v>"
"rapientibus","rapientibus","rapere<v>"
"rapiuntur","rapiuntur","rapere<v>"
"raptimque","raptimque","raptim<adv>"
"rapuisset","rapuisset","rapere<v>"
"rapuit","rapuit","rapere<v>"
"rati","rati","ratis<n>;ratus<adj>;reri<v>"
"ratiocinari","ratiocinari","ratiocinari<v>"
"ratione","ratione","ratio<n>"
"rationem","rationem","ratio<n>"
"rationes","rationes","ratio<n>"
"re","re","res<n>"
"rebus","rebus","res<n>"
"recepta","recepta","receptare<v>;receptum<n>;receptus<adj>;recipere<v>"
"recitabantur","recitabantur","recitare<v>"
"recitavit","recitavit","recitare<v>"
"reclinatus","reclinatus","reclinare<v>"
"recordatio","recordatio","recordatio<n>"
"recorrexit","recorrexit","recorrigere<v>"
"recreatus","recreatus","recreare<v>"
"recta","recta","recta<adv>;rectum<n>;rectus<adj>;regere<v>"
"recte","recte","rectus<adj>;regere<v>"
"rectus","rectus","rectus<adj>;regere<v>"
"recumbentium","recumbentium","recumbere<v>"
"recumbere","recumbere","recumbere<v>"
"recumbit","recumbit","recumbere<v>"
"recusantem","recusantem","recusare<v>"
"recutitus","recutitus","recutitus<adj>"
"redde","redde","reddere<v>"
"reddere","reddere","reddere<v>"
"reddiderat","reddiderat","reddere<v>"
"reddidissem","reddidissem","reddere<v>"
"redemerat","redemerat","redimere<v>"
"redemi","redemi","redimere<v>"
"redibant","redibant","redire<v>"
"redimitus","redimitus","redimire<v>;redimitus<n>"
"redimus","redimus","redire<v>"
"refecit","refecit","reficere<v>"
"refectus","refectus","refectus<adj>;refectus<n>;reficere<v>"
"referre","referre","referre<v>"
"referri","referri","referre<v>"
"refert","refert","referre<v>"
"regionem","regionem","regio<n>"
"regis","regis","regere<v>;rex<n>"
"relatum","relatum","referre<v>;relatum<n>;relatus<n>"
"relaxato","relaxato","relaxare<v>"
"relegatus","relegatus","relegare<v>"
"relegavit","relegavit","relegare<v>"
"relictum","relictum","relictum<n>;relictus<adj>;relictus<n>;relinquere<v>"
"relictus","relictus","relictus<adj>;relictus<n>;relinquere<v>"
"religiosi","religiosi","religiosus<adj>"
"religioso","religioso","religiosus<adj>"
"reliqua","reliqua","reliquare<v>;reliquus<adj>"
"reliqui","reliqui","relinquere<v>;reliquus<adj>"
"reliquias","reliquias","reliquiae<n>;reliquia<n>"
"reliquisse","reliquisse","relinquere<v>"
"reliquit","reliquit","relinquere<v>"
"reliquos","reliquos","reliquus<adj>"
"rem","rem","res<n>"
"remissio","remissio","remissio<n>"
"remitteret","remitteret","remittere<v>"
"repente","repente","repente<adv>;repere<v>"
"repetebat","repetebat","repetere<v>"
"repleta","repleta","replere<v>"
"repleti","repleti","replere<v>"
"reporrigere","reporrigere","reporrigere<v>"
"repositorii","repositorii","repositorium<n>"
"repositorium","repositorium","repositorium<n>"
"reposui","reposui","reponere<v>"
"repressus","repressus","repressus<adj>;reprimere<v>"
"repudiata","repudiata","repudiare<v>"
"requiescit","requiescit","requiescere<v>"
"rerum","rerum","res<n>"
"res","res","res<n>"
"resalutare","resalutare","resalutare<v>"
"resecare","resecare","resecare<v>"
"resilient","resilient","resilire<v>"
"resolvit","resolvit","resolvere<v>"
"respersit","respersit","respergere<v>"
"respexi","respexi","respicere<v>"
"respexit","respexit","respicere<v>"
"respicias","respicias","respicere<v>"
"respiciens","respiciens","respicere<v>"
"respondebat","respondebat","respondere<v>"
"respondere","respondere","respondere<v>"
"respondisset","respondisset","respondere<v>"
"respondit","respondit","respondere<v>"
"restare","restare","restare<v>"
"restem","restem","restare<v>;restis<n>"
"restrictis","restrictis","restrictus<adj>;restringere<v>"
"resupinatus","resupinatus","resupinare<v>;resupinatus<adj>"
"retia","retia","rete<n>;retia<n>;retium<n>"
"reticulum","reticulum","reticulum<n>;reticulus<n>"
"retroversus","retroversus","retroversus<adj>;retroversus<adv>"
"rettulimus","rettulimus","referre<v>"
"reus","reus","reus<adj>;reus<n>"
"revera","revera","revera<adv>"
"revertebatur","revertebatur","revertere<v>;reverti<v>"
"revertitur","revertitur","revertere<v>;reverti<v>"
"revocaretur","revocaretur","revocare<v>"
"rex","rex","rex<n>"
"rhetores","rhetores","rhetor<n>"
"rhetoricam","rhetoricam","rhetorica<n>;rhetoricus<adj>"
"ricinum","ricinum","ricinus<adj>;ricinus<n>"
"rictu","rictu","rictus<n>"
"rideant","rideant","ridere<v>"
"rideat","rideat","ridere<v>"
"rideatur","rideatur","ridere<v>"
"ridentes","ridentes","ridere<v>"
"rideret","rideret","ridere<v>"
"rideri","rideri","ridere<v>"
"rides","rides","ridere<v>"
"ridet","ridet","ridere<v>"
"ridiclei","ridiclei","ridiclei"
"ridiculum","ridiculum","ridiculus<adj>"
"rienes","rienes","rien<n>"
"ringentem","ringentem","ringi<v>"
"riserunt","riserunt","ridere<v>"
"risimus","risimus","ridere<v>"
"risit","risit","ridere<v>"
"risum","risum","ridere<v>;risus<n>"
"rixam","rixam","rixa<n>"
"rixantes","rixantes","rixare<v>;rixari<v>"
"rogabat","rogabat","rogare<v>"
"rogabit","rogabit","rogare<v>"
"rogamus","rogamus","rogare<v>"
"rogare","rogare","rogare<v>"
"rogas","rogas","rogare<v>"
"rogat","rogat","rogare<v>"
"rogata","rogata","rogare<v>;rogatum<n>"
"rogatus","rogatus","rogare<v>;rogatus<n>"
"rogaveramus","rogaveramus","rogare<v>"
"rogavimus","rogavimus","rogare<v>"
"rogo","rogo","rogare<v>;rogus<n>"
"rogum","rogum","rogus<n>"
"roma","roma","roma"
"romae","romae","romae"
"romam","romam","romam"
"romanus","romanus","romanus"
"rostrum","rostrum","rostrum<n>"
"rotundum","rotundum","rotundus<adj>"
"rubore","rubore","rubor<n>"
"rubricata","rubricata","rubricatus<adj>"
"runt","runt","runt"
"rursus","rursus","rursus<adv>"
"russea","russea","russeus<adj>"
"rustici","rustici","rusticus<adj>"
"rusticus","rusticus","rusticus<adj>"
"rutae","rutae","ruta<n>;ruere<v>"
"sacco","sacco","saccare<v>;sacco<n>;saccus<n>"
"sacculo","sacculo","sacculus<n>"
"sacrum","sacrum","sacrum<n>;sacer<adj>"
"saepe","saepe","saeps<n>;saepes<n>;saepe<adv>"
"saepius","saepius","saepior<adj>"
"safinium","safinium","safinium"
"saginabat","saginabat","saginare<v>"
"sagittario","sagittario","sagittarius<adj>"
"sagittarium","sagittarium","sagittarius<adj>"
"salax","salax","salax<adj>"
"salivam","salivam","saliva<n>"
"saltare","saltare","saltare<v>"
"saltationis","saltationis","saltatio<n>"
"saltem","saltem","saltare<v>;saltem<adv>"
"saltet","saltet","saltare<v>"
"saltuariorum","saltuariorum","saltuarius<n>"
"salutabat","salutabat","salutare<v>"
"salva","salva","salvare<v>;salvus<adj>"
"salvo","salvo","salvare<v>;salvus<adj>"
"salvum","salvum","salvus<adj>"
"sane","sane","sane<adv>;sanus<adj>"
"sanguen","sanguen","sanguen<n>"
"sanguinem","sanguinem","sanguinare<v>;sanguis<n>"
"sapa","sapa","sapa<n>"
"sapiebat","sapiebat","sapere<v>"
"saplutus","saplutus","saplutus<adj>"
"satagis","satagis","satagere<v>"
"satis","satis","sata<n>;satis<adv>;satum<n>;satus<adj>;serere<v>"
"satius","satius","satis<adv>;satius<adv>;satus<adj>"
"satur","satur","satur<adj>"
"saturi","saturi","saturus<adj>;satur<adj>;serere<v>"
"saturnalia","saturnalia","saturnalia"
"saturnalibus","saturnalibus","saturnalibus"
"sauciae","sauciae","saucius<adj>"
"saviunculum","saviunculum","saviunculum<n>"
"scaenam","scaenam","scaena<n>"
"scalis","scalis","scalae<n>;scala<n>"
"scapulas","scapulas","scapulae<n>;scapula<n>"
"scaurus","scaurus","scaurus<adj>"
"scelerati","scelerati","scelerare<v>;sceleratus<adj>"
"sceleratum","sceleratum","scelerare<v>;sceleratus<adj>"
"schemas","schemas","schema<n>"
"scholastici","scholastici","scholasticus<adj>"
"scholasticos","scholasticos","scholasticus<adj>"
"sciamus","sciamus","scire<v>"
"scias","scias","scire<v>;scia<n>;scius<adj>"
"sciat","sciat","scire<v>"
"sciebamus","sciebamus","scire<v>"
"sciebat","sciebat","scire<v>"
"sciero","sciero","scire<v>;sciscere<v>"
"scies","scies","scire<v>"
"scietis","scietis","scire<v>"
"sciit","sciit","scire<v>"
"scilicet","scilicet","scilicet<adv>"
"scimus","scimus","scire<v>"
"scindendum","scindendum","scindere<v>"
"scintilla","scintilla","scintillare<v>;scintilla<n>"
"scintillae","scintillae","scintilla<n>"
"scintillaeque","scintillaeque","scintilla<n>"
"scintillet","scintillet","scintillare<v>"
"scio","scio","scire<v>;scius<adj>;scius<n>"
"scis","scis","scire<v>"
"sciscitarique","sciscitarique","sciscitare<v>;sciscitari<v>"
"scissa","scissa","scindere<v>;scissus<adj>"
"scissor","scissor","scissor<n>"
"scit","scit","scire<v>"
"scita","scita","scire<v>;sciscere<v>;scitum<n>;scitus<adj>"
"scitis","scitis","scire<v>;sciscere<v>;scitum<n>;scitus<adj>"
"scito","scito","scire<v>;sciscere<v>;scitum<n>;scitus<adj>"
"scitum","scitum","scire<v>;sciscere<v>;scitum<n>;scitus<adj>;scitus<n>"
"scobemque","scobemque","scobis<n>"
"scopis","scopis","scops<n>;scopa<n>;scopere<v>;scopus<n>"
"scordalias","scordalias","scordalia<n>"
"scorpione","scorpione","scorpion<n>;scorpios<n>;scorpio<n>;scorpius<n>"
"scorpionem","scorpionem","scorpio<n>"
"scriblita","scriblita","scriblita<n>"
"scripsit","scripsit","scribere<v>"
"scriptum","scriptum","scribere<v>;scriptum<n>;scriptus<n>"
"scrofam","scrofam","scrofa<n>"
"scruta","scruta","scrutare<v>;scruta<n>"
"scrutari","scrutari","scrutare<v>;scrutarius<n>;scrutari<v>"
"sculpas","sculpas","sculpere<v>"
"scuta","scuta","scuta<n>;scutum<n>"
"scutum","scutum","scutum<n>"
"scylacem","scylacem","scylacem"
"scylax","scylax","scylax"
"scypho","scypho","scyphus<n>"
"scyphos","scyphos","scyphus<n>"
"scyphum","scyphum","scyphus<n>"
"se","se","se<adv>;se<pro>;se<prep>"
"secessum","secessum","secedere<v>;secessus<n>"
"secreto","secreto","secreto<adv>;secretum<n>;secretus<adj>;secernere<v>"
"secti","secti","secare<v>"
"secuit","secuit","secare<v>"
"secum","secum","secus<adj>"
"secundas","secundas","secundare<v>;secundus<adj>;secundus<num>"
"secundum","secundum","secundum<adv>;secundum<prep>;secundus<adj>;secundus<num>"
"secuntur","secuntur","secuntur"
"securibus","securibus","securis<n>"
"securibusque","securibusque","securis<n>"
"secutum","secutum","sequi<v>"
"secutus","secutus","sequi<v>"
"sed","sed","sed<conj>"
"sedebant","sedebant","sedere<v>"
"sedebat","sedebat","sedere<v>"
"sedentem","sedentem","sedere<v>"
"sedeo","sedeo","sedere<v>"
"seduxit","seduxit","seducere<v>"
"seleucus","seleucus","seleucus"
"selibram","selibram","selibra<n>"
"selibras","selibras","selibra<n>"
"sem","sem","sem"
"semel","semel","semel<num>"
"semen","semen","semen<n>"
"semihora","semihora","semihora<n>"
"semissem","semissem","semissare<v>;semis<n>"
"semper","semper","semper<adv>"
"sempiterno","sempiterno","sempiterno<adv>;sempiternus<adj>"
"senape","senape","senapis<n>"
"senem","senem","senex<adj>;senex<n>"
"sententiam","sententiam","sententia<n>"
"sentiet","sentiet","sentire<v>"
"seplasium","seplasium","seplasium<n>"
"septem","septem","septem<num>"
"septuaginta","septuaginta","septuaginta<num>"
"sepulcro","sepulcro","sepulcrum<n>"
"sequebatur","sequebatur","sequere<v>;sequi<v>"
"sequens","sequens","sequere<v>;sequi<v>"
"sequentis","sequentis","sequere<v>;sequi<v>"
"sequi","sequi","sequere<v>;sequi<v>"
"sequimur","sequimur","sequere<v>;sequi<v>"
"sequitur","sequitur","sequere<v>;sequi<v>"
"serapa","serapa","serapa"
"serisapia","serisapia","serisapia<n>"
"sermone","sermone","sermo<n>"
"sermonem","sermonem","sermonare<v>;sermo<n>"
"sermones","sermones","sermonare<v>;sermo<n>"
"sermonibusque","sermonibusque","sermo<n>"
"sero","sero","serare<v>;serere<v>;sero<adv>;serum<n>;serus<adj>"
"serva","serva","servare<v>;serva<n>;servus<adj>"
"servabatur","servabatur","servare<v>"
"servabo","servabo","servare<v>"
"servat","servat","servare<v>"
"servavit","servavit","servare<v>"
"servi","servi","servire<v>;servus<adj>;servus<n>"
"servile","servile","servilis<adj>"
"servirem","servirem","servire<v>"
"servis","servis","serva<n>;servire<v>;servus<adj>;servus<n>"
"servitutem","servitutem","servitus<n>"
"servivi","servivi","servire<v>"
"servivisti","servivisti","servire<v>"
"servo","servo","servare<v>;servus<adj>;servus<n>"
"servos","servos","servus<adj>;servus<n>"
"servulum","servulum","servulus<n>"
"servus","servus","servus<adj>;servus<n>"
"sessorium","sessorium","sessorium<n>"
"sestertiarios","sestertiarios","sestertiarius<adj>"
"sestertiarius","sestertiarius","sestertiarius<adj>"
"sestertiorum","sestertiorum","sestertius<adj>;sestertius<n>"
"sestertium","sestertium","sestertius<adj>;sestertius<n>"
"severa","severa","severus<adj>"
"severitatis","severitatis","severitas<n>"
"sevir","sevir","sevir<n>"
"seviratus","seviratus","seviratus<n>"
"seviro","seviro","sevir<n>"
"sex","sex","sex<num>"
"sexcenta","sexcenta","sexcenta"
"sexennem","sexennem","sexennis<adj>"
"sextiles","sextiles","sextilis<adj>"
"sextum","sextum","sextum<adv>;sextus<num>"
"si","si","sium<n>;si<conj>"
"sibi","sibi","se<pro>;sibus<adj>"
"sibyllam","sibyllam","sibyllam"
"sic","sic","sic<adv>"
"sicca","sicca","siccare<v>;siccum<n>;siccus<adj>"
"siccare","siccare","siccare<v>"
"siccitas","siccitas","siccitas<n>"
"siccum","siccum","siccum<n>;siccus<adj>"
"siciliam","siciliam","sicilire<v>"
"sicut","sicut","sicut<adv>"
"signa","signa","signare<v>;signum<n>"
"significabant","significabant","significare<v>"
"signo","signo","signare<v>;signum<n>"
"signum","signum","signum<n>"
"silentio","silentio","silentium<n>"
"siligine","siligine","siligo<n>"
"siliginei","siliginei","siligineus<adj>"
"silvas","silvas","silva<n>"
"silvaticus","silvaticus","silvaticus<adj>"
"sim","sim","esse<v>"
"simila","simila","similare<v>;simila<n>"
"simile","simile","similis<adj>"
"simus","simus","simus<adj>;esse<v>"
"sine","sine","sinere<v>;sine<prep>;sinus<n>;sium<n>;si<conj>"
"singula","singula","singula<n>;singuli<num>"
"singulae","singulae","singula<n>;singuli<num>"
"singulas","singulas","singula<n>;singuli<num>"
"singulos","singulos","singuli<num>"
"sinistra","sinistra","sinister<adj>"
"sinistrae","sinistrae","sinister<adj>"
"sinistram","sinistram","sinister<adj>"
"sint","sint","esse<v>"
"sinu","sinu","sinus<n>"
"sinum","sinum","sinum<n>;sinus<n>"
"sis","sis","sis<adv>;esse<v>"
"sit","sit","esse<v>"
"sive","sive","sive<conj>;sium<n>;si<conj>"
"so","so","so"
"sobria","sobria","sobriare<v>;sobrius<adj>"
"sociorum","sociorum","socius<adj>;socius<n>"
"sola","sola","solare<v>;solum<n>;solus<adj>;solus<pro>"
"solea","solea","solea<n>;soleum<n>"
"soleatus","soleatus","soleatus<adj>"
"solebam","solebam","solere<v>"
"solebas","solebas","solere<v>"
"solebat","solebat","solere<v>"
"solent","solent","solare<v>;solere<v>"
"soleo","soleo","solere<v>;soleum<n>"
"soles","soles","solare<v>;solere<v>;sol<n>"
"solet","solet","solare<v>;solere<v>"
"soli","soli","solium<n>;solum<n>;solus<adj>;solus<pro>;sol<n>"
"solide","solide","solidus<adj>"
"solium","solium","solium<n>"
"solum","solum","solum<n>;solum<adv>;solus<adj>;solus<pro>;sol<n>"
"solus","solus","solus<adj>;solus<pro>"
"solve","solve","solvere<v>;sol<n>"
"solvi","solvi","solvere<v>"
"somniatur","somniatur","somniare<v>"
"sonare","sonare","sonare<v>"
"sonat","sonat","sonare<v>"
"sono","sono","sonare<v>;sonus<adj>;sonus<n>"
"sonum","sonum","sonus<adj>;sonus<n>"
"sonus","sonus","sonus<adj>;sonus<n>"
"sophos","sophos","sophos<n>;sophos<adv>;sophus<n>"
"sorbilia","sorbilia","sorbilia"
"sordidissimis","sordidissimis","sordidus<adj>"
"soror","soror","soror<n>"
"spado","spado","spado<n>"
"spadones","spadones","spado<n>"
"spargi","spargi","spargere<v>"
"spargunt","spargunt","spargere<v>"
"sparserat","sparserat","spargere<v>"
"sparserunt","sparserunt","spargere<v>"
"sparsos","sparsos","spargere<v>;sparsus<adj>"
"spatio","spatio","spatiare<v>;spatium<n>"
"spatioque","spatioque","spatiare<v>;spatium<n>"
"speciosus","speciosus","speciosus<adj>"
"spectabam","spectabam","spectare<v>"
"spectaculum","spectaculum","spectaculum<n>"
"spectant","spectant","spectare<v>"
"spectaret","spectaret","spectare<v>"
"spectat","spectat","spectare<v>"
"spectaverat","spectaverat","spectare<v>"
"spectemus","spectemus","spectare<v>"
"speculari","speculari","specularis<adj>;specularium<n>;specularius<n>;speculari<v>;specular<n>"
"spero","spero","sperare<v>"
"spinis","spinis","spina<n>;spinus<n>"
"spiritu","spiritu","spiritus<n>"
"spississima","spississima","spissus<adj>"
"splendente","splendente","splendere<v>"
"sponsione","sponsione","sponsio<n>"
"sponsiunculam","sponsiunculam","sponsiuncula<n>"
"sportellae","sportellae","sportella<n>"
"sportellas","sportellas","sportella<n>"
"spuit","spuit","spuere<v>"
"stabam","stabam","stare<v>"
"stabant","stabant","stare<v>"
"stabat","stabat","stare<v>"
"staminatas","staminatas","staminatus<adj>"
"stateram","stateram","statera<n>"
"static","static","static"
"statim","statim","statim<adv>"
"statimque","statimque","statim<adv>"
"statuae","statuae","statua<n>"
"statuam","statuam","statua<n>;statuere<v>"
"statuas","statuas","statua<n>;statuere<v>"
"statuncula","statuncula","statunculum<n>"
"stelas","stelas","stela<n>"
"stelio","stelio","stelio<n>"
"stellarumque","stellarumque","stella<n>"
"stellis","stellis","stella<n>"
"stercore","stercore","stercus<n>"
"steriliculam","steriliculam","sterilicula<n>"
"sterteia","sterteia","sterteia"
"stertit","stertit","stertere<v>"
"stiche","stiche","stiche"
"stichus","stichus","stichus"
"stigmam","stigmam","stigmam"
"stips","stips","stips<n>"
"sto","sto","stare<v>"
"stolatae","stolatae","stolatus<adj>"
"stomachum","stomachum","stomachus<n>"
"strabones","strabones","strabo<n>"
"strabonus","strabonus","strabonus<n>"
"stragulam","stragulam","stragula<n>;stragulus<adj>"
"stragulis","stragulis","stragula<n>;stragulum<n>;stragulus<adj>"
"stramenticium","stramenticium","stramenticius<adj>"
"stramentis","stramentis","stramentum<n>"
"strato","strato","stratum<n>;sternere<v>"
"stratum","stratum","stratum<n>;stratus<n>;sternere<v>"
"strepente","strepente","strepere<v>"
"strepitu","strepitu","strepere<v>;strepitus<n>"
"stricto","stricto","strictus<adj>;stringere<v>"
"strictoque","strictoque","strictus<adj>;stringere<v>"
"stridere","stridere","stridere<v>"
"strigae","strigae","striga<n>"
"strinxi","strinxi","stringere<v>"
"strophas","strophas","stropha<n>;strophe<n>"
"structor","structor","structor<n>"
"studia","studia","studium<n>"
"studiosus","studiosus","studiosus<adj>"
"stultissime","stultissime","stultus<adj>"
"stupentibus","stupentibus","stupere<v>"
"stupeo","stupeo","stupere<v>;stupeus<adj>"
"stupes","stupes","stupere<v>"
"stuporem","stuporem","stupor<n>"
"sua","sua","suus<pro>"
"suadeo","suadeo","suadere<v>"
"suae","suae","suus<pro>"
"suam","suam","suere<v>;suus<pro>"
"suas","suas","suere<v>;suus<pro>"
"suave","suave","suave<adv>;suavis<adj>;suus<pro>"
"suaviter","suaviter","suavis<adj>"
"suavius","suavius","suavis<adj>"
"sub","sub","sub<prep>"
"subauratum","subauratum","subauratus<adj>"
"subducta","subducta","subductus<adj>;subducere<v>"
"subiecit","subiecit","subicere<v>"
"subiit","subiit","subire<v>"
"subinde","subinde","subindere<v>;subinde<adv>"
"subito","subito","subire<v>;subitare<v>;subito<adv>;subitus<adj>"
"sublata","sublata","sublatus<adj>;sufferre<v>;tollere<v>"
"sublatis","sublatis","sublatus<adj>;sufferre<v>;tollere<v>"
"sublatum","sublatum","sublatus<adj>;sufferre<v>;tollere<v>"
"sublatus","sublatus","sublatus<adj>;sufferre<v>;tollere<v>"
"subolfacio","subolfacio","subolfacere<v>"
"subornatum","subornatum","subornare<v>"
"subornatus","subornatus","subornare<v>"
"subridens","subridens","subridere<v>"
"subsequi","subsequi","subsequi<v>;subsequus<adj>"
"subsessoresque","subsessoresque","subsessor<n>"
"subtilitate","subtilitate","subtilitas<n>"
"suburbano","suburbano","suburbanus<adj>"
"succincta","succincta","succinctus<adj>;succingere<v>"
"succincti","succincti","succinctus<adj>;succingere<v>"
"succinctus","succinctus","succinctus<adj>;succingere<v>"
"succinente","succinente","succinere<v>"
"sucossi","sucossi","sucossi"
"sudario","sudario","sudarium<n>"
"sudavit","sudavit","sudare<v>"
"sudor","sudor","sudare<v>;sudor<n>"
"sudore","sudore","sudorus<adj>;sudor<n>"
"sue","sue","sus<n>;suere<v>;suus<pro>"
"sues","sues","sus<n>;suere<v>"
"sufficiebatque","sufficiebatque","sufficere<v>"
"sufflasses","sufflasses","sufflare<v>"
"sui","sui","se<pro>;sus<n>;suere<v>;suus<pro>"
"suis","suis","sus<n>;suere<v>;suis<n>;suus<pro>"
"sum","sum","esse<v>"
"sumere","sumere","sumere<v>"
"sumina","sumina","sumen<n>"
"summa","summa","summare<v>;summa<n>;summus<adj>;supra<adj>"
"summam","summam","summa<n>;summus<adj>;supra<adj>"
"summo","summo","summare<v>;summus<adj>;supra<adj>"
"sumptis","sumptis","sumere<v>"
"sumus","sumus","esse<v>"
"sunt","sunt","esse<v>"
"suo","suo","suere<v>;suus<pro>"
"suocircumferebat","suocircumferebat","suocircumferebat"
"suos","suos","suus<pro>"
"super","super","supare<v>;super<adj>;super<adv>;super<prep>"
"superbus","superbus","superbus<adj>"
"superioremque","superioremque","supra<adj>;superus<adj>;super<adj>"
"superque","superque","supare<v>;super<adj>;super<adv>;super<prep>"
"supervacuarum","supervacuarum","supervacuus<adj>"
"supina","supina","supinare<v>;supinus<adj>"
"supponi","supponi","supponere<v>"
"supposuerant","supposuerant","supponere<v>"
"suppresserat","suppresserat","supprimere<v>"
"supra","supra","supra<adv>;supra<prep>"
"supremum","supremum","supra<adj>;supremum<adv>;supremus<adj>"
"surgere","surgere","surgere<v>"
"surrexit","surrexit","surgere<v>;surrigere<v>"
"sursum","sursum","sursum<adv>"
"suspicaretur","suspicaretur","suspicare<v>;suspicari<v>"
"suspicatus","suspicatus","suspicare<v>;suspicari<v>"
"suspicio","suspicio","suspicere<v>;suspicio<n>"
"suspiciones","suspiciones","suspicio<n>"
"sustinebant","sustinebant","sustinere<v>"
"sustinebat","sustinebat","sustinere<v>"
"sustinere","sustinere","sustinere<v>"
"sustulerunt","sustulerunt","sufferre<v>;tollere<v>"
"sustuli","sustuli","sufferre<v>;tollere<v>"
"sustulisset","sustulisset","sufferre<v>;tollere<v>"
"sustulit","sustulit","sufferre<v>;tollere<v>"
"susum","susum","susum<adv>"
"sutor","sutor","sutor<n>"
"suum","suum","sus<n>;suus<pro>"
"symphonia","symphonia","symphonia<n>;symphonium<n>"
"symphoniacus","symphoniacus","symphoniacus<adj>"
"symphoniam","symphoniam","symphonia<n>"
"syriaca","syriaca","syriaca"
"syrum","syrum","syrus<n>"
"tabula","tabula","tabulare<v>;tabula<n>"
"tabulae","tabulae","tabula<n>"
