"","form","lemmata"
"leone","leone","lere<v>;leo<n>"
"leonem","leonem","leo<n>"
"leones","leones","leo<n>"
"leporem","leporem","lepos<n>;lepus<n>"
"leporemque","leporemque","lepos<n>;lepus<n>"
"lepus","lepus","lepus<n>"
"levatum","levatum","levare<v>"
"levis","levis","levis<adj>"
"libellus","libellus","libellus<n>"
"libenter","libenter","libens<adj>"
"libentissime","libentissime","libens<adj>"
"liber","liber","libare<v>;liber<adj>;liber<n>"
"liberae","liberae","liber<adj>"
"liberalitati","liberalitati","liberalitas<n>"
"liberam","liberam","liber<adj>"
"liberos","liberos","liberi<n>;liber<adj>;liber<n>"
"libertatem","libertatem","libertas<n>"
"liberti","liberti","libertus<adj>;libertus<n>"
"libertini","libertini","libertinium<n>;libertinus<adj>;libertinus<n>"
"libertis","libertis","liberta<n>;libertus<adj>;libertus<n>"
"libertos","libertos","libertus<adj>;libertus<n>"
"libertus","libertus","libertus<adj>;libertus<n>"
"liberum","liberum","liberi<n>;liber<adj>;liber<n>"
"libidinem","libidinem","libido<n>"
"libitinarii","libitinarii","libitinarius<n>"
"libitinarius","libitinarius","libitinarius<n>"
"libra","libra","librare<v>;libra<n>;librum<n>"
"libram","libram","libra<n>"
"librum","librum","librum<n>;liber<n>"
"libuerit","libuerit","libet<v>"
"licebat","licebat","licere<v>;licet<v>"
"licem","licem","licem"
"licentiae","licentiae","licentia<n>"
"licet","licet","licere<v>;licet<v>"
"lictor","lictor","lictor<n>"
"licuit","licuit","licere<v>;licet<v>;liquere<v>;liquescere<v>"
"lida","lida","lida"
"ligna","ligna","ligna<n>;lignum<n>"
"lignea","lignea","ligneus<adj>"
"limen","limen","limen<n>"
"linea","linea","lineare<v>;linea<n>;lineus<adj>"
"lingua","lingua","lingua<n>"
"linguae","linguae","lingua<n>"
"linguam","linguam","lingua<n>"
"linguosus","linguosus","linguosus"
"linteis","linteis","linteum<n>;linteus<adj>"
"linunt","linunt","linere<v>"
"lippus","lippus","lippus<adj>"
"liquescit","liquescit","liquescere<v>"
"lissam","lissam","lissam"
"lites","lites","lis<n>;litare<v>"
"litigantes","litigantes","litigare<v>"
"littera","littera","littera<n>"
"litterae","litterae","littera<n>"
"litteras","litteras","littera<n>"
"litteris","litteris","littera<n>"
"lividum","lividum","lividus<adj>"
"locat","locat","locare<v>"
"loci","loci","loci<v>;locus<n>"
"loco","loco","locare<v>;locus<n>"
"locum","locum","locus<n>"
"locus","locus","locus<n>"
"locustam","locustam","locusta<n>"
"longe","longe","longus<adj>"
"longum","longum","longum<n>;longus<adj>"
"longus","longus","longus<adj>"
"loquebatur","loquebatur","loqui<v>"
"loquentem","loquentem","loqui<v>"
"loquere","loquere","loqui<v>"
"loqui","loqui","loqui<v>"
"loquimur","loquimur","loqui<v>"
"loquis","loquis","loquis"
"loripes","loripes","loripes<n>"
"lorus","lorus","lorus<n>"
"lota","lota","lavare<v>"
"lotam","lotam","lavare<v>"
"lotium","lotium","lotium<n>"
"luce","luce","lucere<v>;lucus<n>;lux<n>"
"lucebat","lucebat","lucere<v>"
"lucem","lucem","lux<n>"
"lucerna","lucerna","lucerna<n>"
"lucernae","lucernae","lucerna<n>"
"lucernam","lucernam","lucerna<n>"
"lucernamque","lucernamque","lucerna<n>"
"lucernas","lucernas","lucerna<n>"
"lucrionem","lucrionem","lucrio<n>"
"lucrum","lucrum","lucrum<n>"
"ludentem","ludentem","ludere<v>"
"ludenti","ludenti","ludere<v>"
"ludentibus","ludentibus","ludere<v>"
"ludorum","ludorum","ludus<n>"
"ludos","ludos","ludus<n>"
"ludus","ludus","ludus<n>"
"lum","lum","lum"
"luna","luna","lunare<v>;luna<n>"
"lunae","lunae","luna<n>"
"lupatria","lupatria","lupatria<n>"
"lupinum","lupinum","lupinum<n>;lupinus<adj>;lupinus<n>"
"lupus","lupus","lupus<n>"
"luscinias","luscinias","luscinia<n>;luscinius<adj>"
"lusu","lusu","ludere<v>;lusus<n>"
"lusum","lusum","ludere<v>;lusus<n>"
"luto","luto","lutare<v>;lutum<n>;lutus<n>"
"luxatae","luxatae","luxare<v>;luxari<v>"
"luxuriae","luxuriae","luxuria<n>"
"lw","lw","lw"
"lyaeum","lyaeum","lyaeum"
"m","m","m<num>"
"ma","ma","ma"
"machina","machina","machina<n>"
"maecenatianus","maecenatianus","maecenatianus"
"maesti","maesti","maestus<adj>"
"maestus","maestus","maestus<adj>"
"magis","magis","maga<n>;magis<n>;magis<adv>;magus<adj>;magus<n>"
"magisque","magisque","maga<n>;magis<n>;magis<adv>;magus<adj>;magus<n>"
"magister","magister","magister<n>"
"magistro","magistro","magistrare<v>;magister<n>"
"magna","magna","magnus<adj>"
"magnam","magnam","magnus<adj>"
"magnitudinis","magnitudinis","magnitudo<n>"
"magnum","magnum","magnus<adj>"
"magnus","magnus","magnus<adj>"
"maiestate","maiestate","maiestas<n>"
"maiiesto","maiiesto","maiiesto"
"maior","maior","magnus<adj>;maior<adj>"
"maiorem","maiorem","magnus<adj>;maior<adj>"
"maiores","maiores","magnus<adj>;maiores<n>;maior<adj>"
"mala","mala","mala<n>;malum<n>;malus<adj>"
"malae","malae","mala<n>;malus<adj>"
"malam","malam","malle<v>;mala<n>;malus<adj>"
"male","male","male<adv>;malus<adj>;malus<n>"
"maledicas","maledicas","maledicere<v>;maledicus<adj>"
"mali","mali","mali<n>;malum<n>;malus<adj>;malus<n>"
"malicorium","malicorium","malicorium<n>"
"maligne","maligne","malignus<adj>"
"mallem","mallem","malle<v>"
"mallemus","mallemus","malle<v>"
"malo","malo","malle<v>;malum<n>;malus<adj>;malus<n>"
"malorum","malorum","mali<n>;malum<n>;malus<adj>;malus<n>"
"malui","malui","malle<v>"
"malum","malum","malum<n>;malus<adj>;malus<n>"
"malus","malus","malus<adj>;malus<n>"
"mammaea","mammaea","mammaea"
"mancipia","mancipia","mancipium<n>"
"mancipium","mancipium","mancipium<n>"
"manducamus","manducamus","manducare<v>"
"manducemus","manducemus","manducare<v>"
"manibus","manibus","manes<n>;manus<n>"
"manios","manios","manios"
"mantissam","mantissam","mantissa<n>"
"manu","manu","manus<n>"
"manuciolum","manuciolum","manuciolus<n>"
"manum","manum","manus<adj>;manus<n>"
"manuque","manuque","manus<n>"
"manus","manus","manus<adj>;manus<n>"
"manusque","manusque","manus<adj>;manus<n>"
"mapalia","mapalia","mapale<n>;mapalia<n>"
"mappa","mappa","mappa<n>"
"mappam","mappam","mappa<n>"
"mappas","mappas","mappa<n>"
"marcent","marcent","marcere<v>"
"mare","mare","mare<n>"
"margarita","margarita","margarita<n>;margaritum<n>"
"margaritamque","margaritamque","margarita<n>"
"margaritum","margaritum","margaritum<n>"
"marginibus","marginibus","margo<n>"
"mari","mari","mare<n>;maron<n>;mas<adj>"
"marinam","marinam","marinus<adj>"
"marinum","marinum","marinus<adj>"
"marmoratos","marmoratos","marmorare<v>;marmoratus<adj>"
"marmoreum","marmoreum","marmoreus<adj>"
"mars","mars","mars"
"marsyas","marsyas","marsyas"
"martiolum","martiolum","martiolum"
"martis","martis","martis"
"massa","massa","massare<v>;massa<n>"
"matella","matella","matella<n>"
"matellam","matellam","matella<n>"
"mater","mater","mater<n>"
"materiae","materiae","materia<n>"
"mathematici","mathematici","mathematicus<adj>;mathematicus<n>"
"mathematicus","mathematicus","mathematicus<adj>;mathematicus<n>"
"matrem","matrem","mater<n>"
"matris","matris","mater<n>"
"matrona","matrona","matrona<n>"
"matteae","matteae","mattea<n>"
"matteis","matteis","mattea<n>"
"matus","matus","matus<adj>"
"mavoluit","mavoluit","mavoluit"
"mavult","mavult","malle<v>"
"maxillae","maxillae","maxilla<n>"
"maxime","maxime","magnus<adj>;maxime<adv>;maximus<adj>"
"maximum","maximum","magnus<adj>;maximus<adj>"
"me","me","ego<pro>"
"mea","mea","meare<v>;mea<n>;meum<n>;meus<pro>"
"meae","meae","mea<n>;meus<pro>"
"meam","meam","mea<n>;meus<pro>"
"meas","meas","meare<v>;mea<n>;meus<pro>"
"mecum","mecum","ego<pro>"
"mediam","mediam","medius<adj>"
"medici","medici","medicus<adj>;medicus<n>;medix<n>"
"medicum","medicum","medicus<adj>;medicus<n>;medix<n>"
"medicus","medicus","medicus<adj>;medicus<n>"
"medio","medio","mediare<v>;medion<n>;medium<n>;medius<adj>"
"medium","medium","medium<n>;medius<adj>"
"medius","medius","medius<adj>;medius<intj>"
"mehercules","mehercules","mehercules<intj>"
"mei","mei","meere<v>;mei<n>;meum<n>;meus<pro>;ego<pro>"
"meiere","meiere","meere<v>;meiare<v>"
"meis","meis","mea<n>;meere<v>;mei<n>;meum<n>;meus<pro>"
"mel","mel","mel<n>"
"melicam","melicam","melicus<adj>"
"melior","melior","bonus<adj>"
"meliora","meliora","bonus<adj>;meliorare<v>"
"meliorem","meliorem","bonus<adj>;meliorare<v>"
"meliores","meliores","bonus<adj>;meliorare<v>"
"melissa","melissa","melissa"
"melius","melius","bonus<adj>"
"meliusculae","meliusculae","meliusculus<adj>"
"melle","melle","mel<n>"
"meminerimus","meminerimus","meminisse<v>"
"memini","memini","meminisse<v>"
"meminit","meminit","meminisse<v>"
"memorata","memorata","memorare<v>;memorari<v>;memoratus<adj>"
"memoriae","memoriae","memoria<n>"
"menecratis","menecratis","menecratis"
"menelaus","menelaus","menelaus"
"menophilae","menophilae","menophilae"
"mensa","mensa","mensa<n>;mensum<n>;metiri<v>"
"mensam","mensam","mensa<n>;metiri<v>"
"mensas","mensas","mensa<n>;metiri<v>"
"mensem","mensem","mensis<n>"
"menses","menses","mensis<n>"
"mensis","mensis","mensa<n>;mensis<n>;mensum<n>;metiri<v>"
"mentem","mentem","mens<n>;mentis<n>"
"mentiar","mentiar","mentire<v>;mentiri<v>"
"mentibus","mentibus","mens<n>;mentis<n>"
"mentio","mentio","mentire<v>;mentio<n>"
"mentior","mentior","mentire<v>;mentiri<v>"
"mentiri","mentiri","mentire<v>;mentiri<v>"
"mento","mento","mento<n>;mentum<n>"
"mentum","mentum","mentum<n>"
"meo","meo","meare<v>;meum<n>;meus<pro>"
"meos","meos","mei<n>;meus<pro>"
"mera","mera","merum<n>;merus<adj>"
"merae","merae","merus<adj>"
"meras","meras","merus<adj>"
"mercedes","mercedes","merces<n>"
"mercurii","mercurii","mercurius<n>"
"mercurius","mercurius","mercurius<n>"
"meridie","meridie","meridie"
"meritis","meritis","merere<v>;mereri<v>;meritum<n>;meritus<adj>"
"mero","mero","merum<n>;merus<adj>"
"methodio","methodio","methodium<n>"
"metiri","metiri","metire<v>;metiri<v>"
"metitur","metitur","metere<v>;metire<v>;metiri<v>"
"meum","meum","meum<n>;meus<pro>"
"meus","meus","meus<pro>"
"mi","mi","mi<num>"
"micam","micam","mica<n>"
"micare","micare","micare<v>"
"micarius","micarius","micarius<adj>"
"mih","mih","mih"
"mihi","mihi","ego<pro>"
"miles","miles","miles<n>"
"miliarium","miliarium","miliarium<n>;miliarius<adj>"
"mille","mille","mille<num>;millus<n>"
"millesimis","millesimis","millesimus<num>"
"milli","milli","millus<n>"
"millia","millia","millia"
"millibus","millibus","millibus"
"milva","milva","milva<n>"
"milvi","milvi","milvus<n>"
"milvinum","milvinum","milvinus<adj>"
"milvo","milvo","milvus<n>"
"mimo","mimo","mimus<n>"
"minervae","minervae","minervae"
"minervaque","minervaque","minervaque"
"minima","minima","minimus<adj>;parvus<adj>"
"minime","minime","minimus<adj>;parvus<adj>"
"minimis","minimis","minimus<adj>;parvus<adj>"
"minimo","minimo","minimus<adj>;parvus<adj>"
"minimum","minimum","minimum<adv>;minimus<adj>;parvus<adj>"
"minio","minio","miniare<v>;minium<n>;minius<adj>"
"ministrabat","ministrabat","ministrare<v>"
"ministratoris","ministratoris","ministrator<n>"
"ministri","ministri","minister<n>"
"ministros","ministros","minister<n>"
"minor","minor","minare<v>;minari<v>;minor<adj>;parvus<adj>"
"minorem","minorem","minorare<v>;minor<adj>;parvus<adj>"
"minores","minores","minorare<v>;minor<adj>;parvus<adj>"
"minoris","minoris","minor<adj>;parvus<adj>"
"minus","minus","minor<adj>;minus<adj>;minus<adv>;parvus<adj>"
"minutalia","minutalia","minutalis<adj>;minutal<n>"
"minutissima","minutissima","minutus<adj>"
"minutus","minutus","minutus<adj>;minuere<v>"
"mirabatur","mirabatur","mirare<v>;mirari<v>"
"mirabor","mirabor","mirare<v>;mirari<v>"
"miramur","miramur","mirare<v>;mirari<v>"
"mirantes","mirantes","mirare<v>;mirari<v>"
"miranti","miranti","mirare<v>;mirari<v>"
"mirantibus","mirantibus","mirare<v>;mirari<v>"
"mirantibusque","mirantibusque","mirare<v>;mirari<v>"
"miraremur","miraremur","mirare<v>;mirari<v>"
"mirari","mirari","mirare<v>;mirari<v>"
"miratus","miratus","mirare<v>;mirari<v>"
"miscebat","miscebat","miscere<v>"
"miscellanea","miscellanea","miscellanea<n>;miscellaneus<adj>"
"misceri","misceri","miscere<v>"
"miscix","miscix","miscix<n>"
"misella","misella","misellus<adj>"
"misello","misello","misellus<adj>"
"miseramque","miseramque","miserus<adj>;miser<adj>;mittere<v>"
"miserat","miserat","miserare<v>;mittere<v>"
"miserentur","miserentur","miserare<v>;miserari<v>;miserere<v>;misereri<v>"
"miseros","miseros","miserus<adj>;miser<adj>"
"miserrimi","miserrimi","miserrimi"
"misi","misi","mittere<v>"
"misit","misit","mittere<v>"
"missionem","missionem","missio<n>"
"mithridates","mithridates","mithridates"
"mittas","mittas","mittere<v>"
"mittendo","mittendo","mittere<v>"
"mitteremus","mitteremus","mittere<v>"
"mitteretur","mitteretur","mittere<v>"
"mitto","mitto","mittere<v>"
"mobilis","mobilis","mobilis<adj>"
"modio","modio","modium<n>;modius<n>"
"modium","modium","modium<n>;modius<n>"
"modo","modo","modo<adv>;modo<conj>;modus<n>"
"moenia","moenia","moene<n>;moenia<n>"
"mola","mola","molare<v>;mola<n>;molon<n>"
"molestare","molestare","molestare<v>"
"molesto","molesto","molestare<v>;molestus<adj>"
"molestus","molestus","molestus<adj>"
"molle","molle","mollere<v>;mollis<adj>"
"mollem","mollem","mollis<adj>"
"mollissima","mollissima","mollis<adj>"
"momento","momento","momentum<n>"
"monimenta","monimenta","monimentum<n>"
"monstrosius","monstrosius","monstrosus<adj>"
"monumenta","monumenta","monumentum<n>"
"monumenti","monumenti","monumentum<n>"
"monumento","monumento","monumentum<n>"
"monumentum","monumentum","monumentum<n>"
"mopsum","mopsum","mopsum"
"mora","mora","morare<v>;mora<n>;morum<n>;morus<adj>"
"morae","morae","mora<n>;morus<adj>"
"moratus","moratus","morari<v>;moratus<adj>"
"morbosus","morbosus","morbosus<adj>"
"mordet","mordet","mordere<v>"
"mordicus","mordicus","mordicus<adj>;mordicus<adv>"
"more","more","morus<adj>;morus<n>;mos<n>"
"morer","morer","morare<v>;morari<v>"
"mori","mori","morire<v>;mori<v>;morum<n>;morus<adj>;morus<n>;mos<n>"
"moriar","moriar","moriri<v>;mori<v>"
"moritur","moritur","morire<v>;moriri<v>;mori<v>"
"morituros","morituros","moriturus<adj>"
"mortem","mortem","mors<n>"
"mortui","mortui","mortuus<adj>;moriri<v>;mori<v>"
"mortuo","mortuo","mortuus<adj>;moriri<v>;mori<v>"
"mortuum","mortuum","mortuus<adj>;moriri<v>;mori<v>"
"mortuus","mortuus","mortuus<adj>;moriri<v>;mori<v>"
"mos","mos","mos<n>"
"motus","motus","motus<n>;movere<v>"
"movet","movet","movere<v>"
"movetur","movetur","movere<v>"
"movimus","movimus","movere<v>"
"mox","mox","mox<adv>"
"mu","mu","mu<intj>"
"mucrone","mucrone","mucro<n>"
"mucronem","mucronem","mucro<n>"
"mufrius","mufrius","mufrius<n>"
"mulam","mulam","mula<n>"
"mulier","mulier","mulier<n>"
"mulierem","mulierem","mulierare<v>;mulier<n>"
"mulieres","mulieres","mulierare<v>;mulier<n>"
"mulieris","mulieris","mulier<n>"
"muliones","muliones","mulio<n>"
"mulionum","mulionum","mulio<n>"
"mullos","mullos","mullus<n>"
"mulsi","mulsi","mulcere<v>;mulgere<v>;mulsus<adj>"
"mulsum","mulsum","mulcere<v>;mulsus<adj>"
"multa","multa","multare<v>;multa<n>;multum<n>;multus<adj>"
"multaciam","multaciam","multaciam"
"multas","multas","multare<v>;multa<n>;multus<adj>"
"multis","multis","multa<n>;multum<n>;multus<adj>"
"multo","multo","multare<v>;multo<adv>;multum<n>;multus<adj>"
"multos","multos","multus<adj>"
"multum","multum","multum<n>;multum<adv>;multus<adj>"
"mummius","mummius","mummius"
"mundatis","mundatis","mundare<v>"
"mundum","mundum","mundum<n>;mundus<adj>;mundus<n>"
"munere","munere","munus<n>"
"muneris","muneris","munus<n>"
"munus","munus","munus<n>"
"muraena","muraena","muraena<n>"
"murem","murem","murare<v>;mus<n>"
"mures","mures","murare<v>;mus<n>"
"muria","muria","muria<n>"
"mus","mus","mus<n>"
"musae","musae","musae"
"muscae","muscae","musca<n>"
"muscarium","muscarium","muscarium<n>;muscarius<adj>"
"mustella","mustella","mustella<n>"
"muta","muta","mutare<v>;mutus<adj>"
"mutabo","mutabo","mutare<v>"
"mutae","mutae","mutus<adj>"
"mutatum","mutatum","mutare<v>;mutatus<n>"
"muttis","muttis","muttire<v>"
"mutuemur","mutuemur","mutuare<v>;mutuari<v>"
"n","n","n"
"nacti","nacti","nancisci<v>"
"nactus","nactus","nancisci<v>"
"nam","nam","nam<conj>"
"nardi","nardi","nardum<n>;nardus<n>"
"narra","narra","narrare<v>"
"narrabo","narrabo","narrare<v>"
"narrare","narrare","narrare<v>"
"narras","narras","narrare<v>"
"narratis","narratis","narrare<v>"
"nascantur","nascantur","nasci<v>"
"nascebatur","nascebatur","nascere<v>;nasci<v>"
"nasceretur","nasceretur","nascere<v>;nasci<v>"
"nasci","nasci","nasci<v>"
"nascitur","nascitur","nascere<v>;nasci<v>"
"nascuntur","nascuntur","nasci<v>"
"naso","naso","nasum<n>;nasus<n>"
"nastae","nastae","nastae"
"nata","nata","nasci<v>;natare<v>;nata<n>;natus<adj>"
"natabant","natabant","natare<v>"
"natali","natali","natale<n>;natalis<adj>;natalis<n>"
"natanti","natanti","natare<v>"
"natare","natare","natare<v>"
"nati","nati","nasci<v>;natis<n>;natus<adj>;natus<n>"
"natu","natu","nare<v>;natus<n>"
"natum","natum","nare<v>;nasci<v>;natus<adj>;natus<n>"
"natura","natura","nare<v>;nasci<v>;natura<n>"
"naturam","naturam","nare<v>;nasci<v>;natura<n>"
"natus","natus","nasci<v>;natus<adj>;natus<n>"
"naufragarunt","naufragarunt","naufragare<v>"
"nausea","nausea","nauseare<v>;nausea<n>"
"naves","naves","navare<v>;navis<n>"
"navigem","navigem","navigare<v>"
"navis","navis","navis<n>;navus<adj>"
"ne","ne","nere<v>;ne<adv>;ne<conj>;ne<intj>"
"nebula","nebula","nebula<n>"
"nec","nec","nec<conj>"
"necdum","necdum","necdum<conj>"
"necesse","necesse","necesse<adj>"
"negabitis","negabitis","negare<v>"
"negatum","negatum","negare<v>"
"negavi","negavi","negare<v>"
"negavit","negavit","negare<v>"
"negligentia","negligentia","negligentia"
"negotia","negotia","negotium<n>"
"negotians","negotians","negotians<n>;negotiari<v>"
"negotiari","negotiari","negotiari<v>"
"negotiatione","negotiatione","negotiatio<n>"
"negotiationem","negotiationem","negotiatio<n>"
"negotio","negotio","negotium<n>"
"negotium","negotium","negotium<n>"
"neminem","neminem","nemo<pro>"
"nemini","nemini","nemen<n>;nemo<pro>;nere<v>"
"nemo","nemo","nemo<pro>"
"nenias","nenias","nenia<n>"
"neptunus","neptunus","neptunus"
"nequam","nequam","nequam<adj>"
"nequissimi","nequissimi","nequam<adj>"
"nequissimus","nequissimus","nequam<adj>"
"nequitiae","nequitiae","nequitia<n>"
"nervia","nervia","nervia<n>;nervium<n>"
"nesapium","nesapium","nesapius<n>"
"nesciebam","nesciebam","nescire<v>"
"nesciet","nesciet","nescire<v>"
"nescio","nescio","nescire<v>;nescius<adj>"
"nescit","nescit","nescire<v>"
"nescitis","nescitis","nescire<v>"
"neuter","neuter","neuter<pro>"
"neutrum","neutrum","neuter<pro>"
"nexis","nexis","nectere<v>;nexum<n>;nexus<n>"
"niceronem","niceronem","niceronem"
"niceros","niceros","niceros"
"nicerotem","nicerotem","nicerotem"
"nidum","nidum","nidum<n>;nidus<n>"
"niger","niger","niger<adj>"
"nigram","nigram","niger<adj>"
"nigras","nigras","nigrare<v>;niger<adj>"
"nigris","nigris","niger<adj>"
"nihil","nihil","nihil<pro>"
"nihilo","nihilo","nihilum<n>"
"nil","nil","nil<pro>"
"niobam","niobam","niobam"
"nisi","nisi","nisi<conj>;niti<v>"
"nivatam","nivatam","nivatus<adj>"
"nobis","nobis","ego<pro>"
"nocte","nocte","nox<n>"
"nocturnae","nocturnae","nocturnus<adj>"
"nocturnas","nocturnas","nocturnus<adj>"
"nocturnus","nocturnus","nocturnus<adj>"
"nolentem","nolentem","nolle<v>"
"noli","noli","nolle<v>"
"nolit","nolit","nolle<v>"
"nolite","nolite","nolle<v>"
"nolo","nolo","nolle<v>"
"noluerit","noluerit","nolle<v>"
"noluisses","noluisses","nolle<v>"
"noluit","noluit","nolle<v>"
"nolunt","nolunt","nolle<v>"
"nomen","nomen","nomen<n>;nome<n>"
"nomenculator","nomenculator","nomenculator<n>"
"nomina","nomina","nomen<n>;nominare<v>"
"nominabitur","nominabitur","nominare<v>"
"nomine","nomine","nomen<n>;nomos<n>;nomus<n>"
"non","non","non<adv>"
"nondum","nondum","nondum<adv>"
"norbano","norbano","norbano"
"norbanum","norbanum","norbanum"
"norico","norico","norico"
"nos","nos","ego<pro>"
"nosse","nosse","noscere<v>"
"noster","noster","noster<pro>"
"nosti","nosti","noscere<v>"
"nostra","nostra","noster<pro>"
"nostrae","nostrae","noster<pro>"
"nostram","nostram","noster<pro>"
"nostras","nostras","nostras<adj>;noster<pro>"
"nostri","nostri","noster<pro>;ego<pro>"
"nostros","nostros","noster<pro>"
"nostrum","nostrum","noster<pro>;ego<pro>"
"notabantur","notabantur","notare<v>"
"notaverim","notaverim","notare<v>"
"notavi","notavi","notare<v>"
"notavimus","notavimus","notare<v>"
"notavimusque","notavimusque","notare<v>"
"notavique","notavique","notare<v>"
"notavit","notavit","notare<v>"
"notus","notus","noscere<v>;notus<adj>;notus<n>"
"nova","nova","novare<v>;novum<n>;novus<adj>"
"novas","novas","novare<v>;novus<adj>"
"novendiale","novendiale","novendialis<adj>"
"noveram","noveram","noscere<v>"
"noverat","noverat","noscere<v>"
"noveratis","noveratis","noscere<v>"
"noverit","noverit","noscere<v>"
"novi","novi","noscere<v>;novum<n>;novus<adj>"
"novimus","novimus","noscere<v>"
"novitas","novitas","novitas<n>"
"novo","novo","novare<v>;novum<n>;novus<adj>"
"novos","novos","novus<adj>"
"novum","novum","novum<n>;novus<adj>"
"nox","nox","nox<n>"
"nucibusque","nucibusque","nux<n>"
"nudam","nudam","nudus<adj>"
"nudavit","nudavit","nudare<v>"
"nudis","nudis","nudus<adj>"
"nudisque","nudisque","nudus<adj>"
"nudos","nudos","nudus<adj>"
"nugae","nugae","nugae<n>;nugus<adj>"
"nugarum","nugarum","nugae<n>;nugus<adj>"
"nugax","nugax","nugax<adj>"
"nulla","nulla","nullus<pro>"
"nullam","nullam","nullus<pro>"
"nullius","nullius","nemo<pro>;nullus<pro>"
"nullo","nullo","nemo<pro>;nullus<pro>"
"nullum","nullum","nullus<pro>"
"nullus","nullus","nullus<pro>"
"numera","numera","numerare<v>"
"numerabat","numerabat","numerare<v>"
"numerantem","numerantem","numerare<v>"
"numerasti","numerasti","numerare<v>"
"numero","numero","numerare<v>;numero<adv>;numerus<n>"
"numerum","numerum","numerus<n>"
"numidica","numidica","numidica"
"nummis","nummis","nummus<n>"
"nummorum","nummorum","nummus<n>"
"nummos","nummos","nummus<n>"
"nummularium","nummularium","nummularius<adj>;nummularius<n>"
"nummularius","nummularius","nummularius<adj>;nummularius<n>"
"nummum","nummum","nummus<n>"
"numquid","numquid","numquid<adv>"
"nunc","nunc","nunc<adv>"
"nune","nune","nune"
"nunquam","nunquam","nunquam<adv>"
"nuntiaretur","nuntiaretur","nuntiare<v>"
"nuptam","nuptam","nubere<v>;nupta<n>"
"nusquam","nusquam","nusquam<adv>"
"nutricas","nutricas","nutricare<v>"
"o","o","o<intj>"
"ob","ob","ob<prep>"
"obduxi","obduxi","obducere<v>"
"obiit","obiit","obire<v>"
"obiter","obiter","obiter<adv>"
"obiurgari","obiurgari","obiurgare<v>"
"obligati","obligati","obligare<v>;obligatus<adj>"
"obliti","obliti","oblinere<v>;oblivisci<v>"
"oblitum","oblitum","oblinere<v>;oblivisci<v>"
"oblitus","oblitus","oblinere<v>;oblivisci<v>"
"obliviscar","obliviscar","oblivisci<v>"
"oblivisceretur","oblivisceretur","oblivisci<v>"
"obrussa","obrussa","obrussa<n>"
"obsonatores","obsonatores","obsonator<n>"
"obsonium","obsonium","obsonium<n>"
"occasionem","occasionem","occasio<n>"
"occidi","occidi","occidere<v>;occidium<n>"
"occidisses","occidisses","occidere<v>"
"occidit","occidit","occidere<v>"
"occupaverat","occupaverat","occupare<v>"
"occupavit","occupavit","occupare<v>"
"occuponem","occuponem","occupo<n>"
"occurrit","occurrit","occurrere<v>"
"oclopetam","oclopetam","oclopeta<n>"
"ocream","ocream","ocrea<n>"
"octingenta","octingenta","octingenti<num>"
"oculi","oculi","oculus<n>"
"oculis","oculis","oculus<n>"
"oculo","oculo","oculare<v>;oculus<n>"
"oculos","oculos","oculus<n>"
"oculum","oculum","oculus<n>"
"odaria","odaria","odarium<n>"
"odi","odi","odire<v>;odisse<v>;odium<n>"
"odyssian","odyssian","odyssian"
"offenderit","offenderit","offendere<v>"
"offendit","offendit","offendere<v>"
"offensus","offensus","offendere<v>;offensus<adj>;offensus<n>"
"officii","officii","officium<n>"
"officio","officio","officere<v>;officium<n>"
"officiosus","officiosus","officiosus<adj>"
"officium","officium","officium<n>"
"offla","offla","offla<n>"
"offlam","offlam","offla<n>"
"oleo","oleo","olere<v>;oleum<n>"
"olim","olim","olim<adv>"
"oliorum","oliorum","oliorum"
"olivas","olivas","olivare<v>;oliva<n>"
"olla","olla","olla<n>"
"olunt","olunt","olere<v>"
"olympium","olympium","olympium"
"omne","omne","omnis<adj>"
"omnem","omnem","omnis<adj>"
"omnes","omnes","omnis<adj>"
"omnesque","omnesque","omnis<adj>"
"omnia","omnia","omnis<adj>"
"omniaque","omniaque","omnis<adj>"
"omnibus","omnibus","omnis<adj>"
"omnis","omnis","omnis<adj>"
"omnium","omnium","omnis<adj>"
"onagro","onagro","onagrus<n>;onager<n>"
"onera","onera","onerare<v>;onus<n>"
"onerare","onerare","onerare<v>"
"oneratas","oneratas","onerare<v>"
"oneratusque","oneratusque","onerare<v>"
"oneravi","oneravi","onerare<v>"
"opem","opem","ops<n>"
"opera","opera","operare<v>;opera<n>;opus<n>"
"operae","operae","opera<n>"
"operam","operam","opera<n>"
"operire","operire","operire<v>"
"opertis","opertis","opertum<n>;opertus<adj>;operire<v>"
"opimianum","opimianum","opimianum"
"oportet","oportet","oportet<v>"
"opponerent","opponerent","opponere<v>"
"opportunissimam","opportunissimam","opportunus<adj>"
"oppressit","oppressit","opprimere<v>"
"optarunt","optarunt","optare<v>"
"optas","optas","optare<v>;optus<adj>"
"optime","optime","bonus<adj>;optimus<adj>"
"optimum","optimum","bonus<adj>;optimus<adj>"
"orare","orare","orare<v>"
"orbe","orbe","orbis<n>;orbus<adj>"
"orbem","orbem","orbare<v>;orbis<n>"
"orbis","orbis","orbis<n>;orbus<adj>"
"orcus","orcus","orcus"
"oricularios","oricularios","oricularius<adj>"
"ornataphaleris","ornataphaleris","ornataphaleris"
"oro","oro","orare<v>;orum<n>"
