"","influence_has_held_powerful_divitiacus_less_dumnorix","you_general_entire_received_going_labour_however","suddenly_gates_fighting_weapons_cast_rampart_small","winter_remi_belgae_treviri_received_send_crassus","sequani_give_conference_pass_allobroges_promised_return","cut_forth_determined_provisions_therefore_although_quickly","hill_position_mountain_guard_action_seen_nature","set_cohorts_during_scouts_italy_marches_cicero","now_towns_surrender_peace_found_possessions_neighbours","wall_feet_works_manner_raised_stones_work","ambiorix_winterquarters_nervii_eburones_death_will_greater","quarter_action_hand_right_long_thus_fight","centurions_valour_horses_courage_observed_within_barbarians","suevi_above_bridge_woods_treviri_nations_beyond","sea_ocean_britain_island_continent_violence_storm"
"summer",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00303525001511579,1.31847847583888e-05,0.000675989131155146,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,0.00658015467295845
"unable",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00299129399508892,1.78110250244902e-05,1.80358914239336e-05,0.00662952120124658,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"usually",1.00608682529302e-05,0.00234006636009081,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00201481086129829,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.0010516548097742,0.00395857910604273
"valley",1.00608682529302e-05,1.16421211944816e-05,0.00121694077956503,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00535059043298419,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.000919830462620615,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"went",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.00358001602992252,1.80358914239336e-05,0.00662952120124658,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"why",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00528709868811392,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.0018216250338173,0.000963263764283691,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"alarm",1.00608682529302e-05,0.00175796030036673,0.00422917043195373,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"alesia",1.00608682529302e-05,0.0058327027184353,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"allegiance",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00605840740068928,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"approaching",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00468343451864701,1.4256183619645e-05,1.48820596770593e-05,0.00268946477869801,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"armed",1.00608682529302e-05,0.000593748180918563,0.00181938671004277,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.00542880331860402,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"ascent",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00334912268997265,1.4256183619645e-05,1.48820596770593e-05,0.00358001602992252,1.80358914239336e-05,0.000963263764283691,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"ascertained",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.00266419245808205,1.33431182867436e-05,1.4256183619645e-05,0.00150308802738299,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.00414475719146304,2.62157556691572e-05
"aside",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00067242402267783,1.32546888461793e-05,1.33431182867436e-05,0.000727065364601896,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.00662952120124658,2.04939030638385e-05,0.0010516548097742,2.62157556691572e-05
"assault",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.00268946477869801,1.80358914239336e-05,1.88875247898763e-05,0.00719335997540732,2.06206825445922e-05,2.62157556691572e-05
"assigned",1.00608682529302e-05,0.000593748180918563,0.00242183264052051,0.00303525001511579,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"cause",0.003028321344132,0.00234006636009081,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"character",0.00101614769354595,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.000675989131155146,0.00268196677563547,1.4256183619645e-05,0.00150308802738299,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,0.00133700353912702
"chariots",1.00608682529302e-05,1.16421211944816e-05,0.00483161636243147,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.000680499032623924,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.0010516548097742,2.62157556691572e-05
"chiefs",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00594633792603336,0.000675989131155146,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"closely",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.00714234799344216,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"condition",1.00608682529302e-05,0.00234006636009081,1.20489186095548e-05,0.000616724106656993,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00373539697894189,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"considering",0.00101614769354595,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00268196677563547,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,0.00104518905625576,2.06206825445922e-05,0.00395857910604273
"convey",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.00272341960501398,1.88875247898763e-05,2.04939030638385e-05,0.00517579131869265,0.00264779132258487
"dare",1.00608682529302e-05,1.16421211944816e-05,0.000614494849087294,1.2092629542294e-05,0.00396862021227503,1.32546888461793e-05,0.00201481086129829,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"defence",1.00608682529302e-05,0.000593748180918563,1.20489186095548e-05,0.00303525001511579,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.000758985043530025,0.00268946477869801,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"delay",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.00398966134269998,1.33431182867436e-05,1.4256183619645e-05,0.00150308802738299,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.00208268893700381,2.62157556691572e-05
"demanded",1.00608682529302e-05,0.000593748180918563,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00373539697894189,1.78110250244902e-05,0.00362521417621066,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"depth",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.00892332353726957,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"distinguished",0.00403440816942502,1.16421211944816e-05,1.20489186095548e-05,0.000616724106656993,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.000919830462620615,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"divisions",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.0018216250338173,0.00379639248276513,2.04939030638385e-05,0.00414475719146304,2.62157556691572e-05
"duty",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.000919830462620615,1.88875247898763e-05,0.00924275028179117,2.06206825445922e-05,2.62157556691572e-05
"entered",0.00202223451883898,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.0018216250338173,1.88875247898763e-05,2.04939030638385e-05,0.00414475719146304,2.62157556691572e-05
"eporedorix",1.00608682529302e-05,0.0058327027184353,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"escaped",1.00608682529302e-05,0.000593748180918563,0.00242183264052051,1.2092629542294e-05,1.31847847583888e-05,0.00133872357346411,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.000908362276248998,0.0018216250338173,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"execute",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.0035783020885309,0.00373539697894189,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"extensive",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00373539697894189,0.00447056728114703,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"fastened",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.00803277228604506,1.80358914239336e-05,1.88875247898763e-05,0.00104518905625576,2.06206825445922e-05,2.62157556691572e-05
"flank",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.00662952120124658,0.00309457936263961,2.06206825445922e-05,2.62157556691572e-05
"friends",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00330938097435559,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.000758985043530025,1.78110250244902e-05,1.80358914239336e-05,0.00379639248276513,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"happen",0.00202223451883898,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.000680499032623924,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.00311372306423343,0.00264779132258487
"increased",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00067242402267783,1.32546888461793e-05,0.00601774634732137,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"learning",0.00202223451883898,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.00429111126951315,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"least",1.00608682529302e-05,1.16421211944816e-05,0.00422917043195373,1.2092629542294e-05,0.00199090249851671,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"lines",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00268196677563547,1.4256183619645e-05,1.48820596770593e-05,0.00536111853237154,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"meanwhile",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.00714234799344216,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"money",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00484914444645988,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.00143987454558415,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"necessarily",1.00608682529302e-05,0.00408638453926305,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.000758985043530025,0.000908362276248998,1.80358914239336e-05,1.88875247898763e-05,0.00104518905625576,2.06206825445922e-05,2.62157556691572e-05
"nobles",0.00504049499471804,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"officers",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.00903598160339075,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"party",0.00453745158207153,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.000680499032623924,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"period",0.00252527793148549,1.16421211944816e-05,1.20489186095548e-05,0.00303525001511579,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"point",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.00200145801577308,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.00542880331860402,0.000963263764283691,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"points",1.00608682529302e-05,0.00292217241981489,0.00121694077956503,1.2092629542294e-05,1.31847847583888e-05,0.00200145801577308,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"port",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,0.0131340935902477
"prepared",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00201481086129829,1.4256183619645e-05,0.00224719101123596,1.78110250244902e-05,1.80358914239336e-05,0.00379639248276513,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"prevent",0.00151919110619246,1.16421211944816e-05,1.20489186095548e-05,0.00122135558377169,1.31847847583888e-05,0.00133872357346411,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.00268946477869801,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"proceeds",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00545377592357458,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.0010516548097742,2.62157556691572e-05
"proper",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.0063305978898007,1.88875247898763e-05,2.04939030638385e-05,0.00311372306423343,2.62157556691572e-05
"punishment",0.00252527793148549,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00373539697894189,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"removed",1.00608682529302e-05,1.16421211944816e-05,0.00302427857099825,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.00517579131869265,2.62157556691572e-05
"replied",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.0066055771639528,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"rewards",0.00101614769354595,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.00571672963147765,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"situated",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00265014173643615,0.00398966134269998,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"slavery",1.00608682529302e-05,0.00408638453926305,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.0018216250338173,0.000963263764283691,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"slew",1.00608682529302e-05,1.16421211944816e-05,0.00362672450147599,0.00243061853800109,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"son",0.00403440816942502,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.0019076400037775,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"success",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00268196677563547,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,0.00514396966902347,2.06206825445922e-05,0.00133700353912702
"support",0.00202223451883898,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00268196677563547,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.0019076400037775,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"supreme",1.00608682529302e-05,0.00466849059898714,1.20489186095548e-05,0.000616724106656993,1.31847847583888e-05,0.000675989131155146,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"throughout",1.00608682529302e-05,0.0058327027184353,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"turned",1.00608682529302e-05,1.16421211944816e-05,0.00483161636243147,1.2092629542294e-05,1.31847847583888e-05,0.00133872357346411,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"until",1.00608682529302e-05,1.16421211944816e-05,0.00302427857099825,1.2092629542294e-05,0.00199090249851671,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.00208268893700381,2.62157556691572e-05
"urged",1.00608682529302e-05,0.00350427847953897,1.20489186095548e-05,1.2092629542294e-05,0.00265014173643615,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"veneti",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00303525001511579,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,0.00658015467295845
"wars",0.00252527793148549,1.16421211944816e-05,1.20489186095548e-05,0.00303525001511579,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"wing",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.00946264991972802,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"wish",1.00608682529302e-05,0.00350427847953897,1.20489186095548e-05,1.2092629542294e-05,0.00067242402267783,0.00200145801577308,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"withstand",0.00151919110619246,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.00662952120124658,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"your",1.00608682529302e-05,0.0058327027184353,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"accomplished",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.00332692690039101,1.33431182867436e-05,1.4256183619645e-05,0.00224719101123596,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,0.00104518905625576,2.06206825445922e-05,2.62157556691572e-05
"admitted",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.000727065364601896,0.00596770593050078,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"age",1.00608682529302e-05,0.000593748180918563,1.20489186095548e-05,0.000616724106656993,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00373539697894189,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.00208268893700381,2.62157556691572e-05
