"","amicus_mori_domus_solere_nunc_ire_supra","pes_nemo_afferre_cocus_fortunare_vocare_metiri","pectus_frons_vultus_paene_crinis_lacrima_ceterus","ab_causa_eumolpus_vultus_temptare_amare_noscere","timere_ascyltos_diligens_tantus_locus_longus_accedere","nox_pater_navis_rapere_intellegere_legere_mittere","licere_deinde_vovere_uter_adhuc_perire_vel","pro_postquam_ante_mare_uti_fidere_fluctus","giton_ecce_pes_mors_navis_iterum_ultra","alter_metiri_aureus_nasci_pendere_argenteus_circare","debere_mutare_sive_parare_carmen_placere_verbum","bellus_arma_liber_noster_loqui_caedere_nescire","tantus_anser_confundere_familia_os_ancilla_effundere","caelus_terra_tellus_vocare_pectus_supra_parere","numquid_sanguis_pro_furere_gladium_vox_damnare"
"respicere",0.00314617997401662,0.000890254333443888,1.83698587357863e-05,1.85058385920758e-05,0.000949950639819696,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00839974154641396,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"sacer",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,0.00112243325923807,2.24280619911633e-05,2.25291188861604e-05,0.009596285926245,2.55839537442116e-05,0.00284210822523004,2.85820447594821e-05
"sive",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.0146664563948904,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"subindere",1.56526366866499e-05,0.00263585106568681,0.00185535573231442,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.0090341766733503,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"torus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00112243325923807,0.00450804046022383,2.25291188861604e-05,2.3930887596621e-05,0.00514237470258654,0.00565607676506177,2.85820447594821e-05
"tres",1.56526366866499e-05,0.00263585106568681,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00107852052361114,2.20084952791778e-05,0.00450804046022383,2.25291188861604e-05,2.3930887596621e-05,0.00642157238979712,2.81396853983172e-05,2.85820447594821e-05
"tum",0.00392881180834912,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00607626622524578,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00284210822523004,2.85820447594821e-05
"ullus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.000949950639819696,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,0.00112243325923807,2.24280619911633e-05,0.0101606326176583,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"vulnus",1.56526366866499e-05,1.74559673224292e-05,0.00461083454268237,0.000943797768195866,0.00653789557993555,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"abire",0.00236354813968413,1.74559673224292e-05,0.00461083454268237,0.00186908969779966,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"anima",1.56526366866499e-05,1.74559673224292e-05,0.00828480628983963,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00114898506319418,0.00241701964725872,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"anus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00374392310987762,0.00304822657811333,2.08389772229979e-05,2.11474612472773e-05,0.00222285802319695,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.0042490924951459,2.85820447594821e-05
"beneficium",0.00236354813968413,1.74559673224292e-05,0.00277384866910373,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00314668556067268,0.00319326664833887,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"canere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00188127479650567,0.00102953348002503,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00847004530489349,0.0043158887586818
"comes",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.0111945163633654,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"considere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00279438162740345,0.00188127479650567,2.0186930980883e-05,0.00418863442182258,2.11474612472773e-05,0.00332328278715584,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"continuare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.0090341766733503,0.00241701964725872,2.55839537442116e-05,2.81396853983172e-05,0.00288678652070769
"deducere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00405757312715748,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00675084665934017,0.00114898506319418,2.3930887596621e-05,0.00130478164095479,2.81396853983172e-05,2.85820447594821e-05
"deponere",1.56526366866499e-05,1.74559673224292e-05,0.00552932747947168,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00636538583543046,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"descendere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00910430587237822,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.0042490924951459,2.85820447594821e-05
"discere",0.00862460281434408,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00114898506319418,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"excitare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00332328278715584,2.24280619911633e-05,2.25291188861604e-05,0.0107928303060761,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"facies",1.56526366866499e-05,1.74559673224292e-05,0.00828480628983963,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00332328278715584,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"felix",0.00236354813968413,0.00350864943180826,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00706306103497763,2.85820447594821e-05
"foris",1.56526366866499e-05,1.74559673224292e-05,0.000936862795525102,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00835642986642215,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00386317701537596,2.81396853983172e-05,2.85820447594821e-05
"ile",1.56526366866499e-05,0.00350864943180826,1.83698587357863e-05,1.85058385920758e-05,0.00374392310987762,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00481010840692081,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"limen",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00939837872757205,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00340189695181021,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"mater",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00425063971070273,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.0112840138447252,2.85820447594821e-05
"merere",1.56526366866499e-05,1.74559673224292e-05,0.00920329922662895,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.002135893585975,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"merus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.0111229989704665,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00145768428273359
"molestus",0.0062767073113466,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00425063971070273,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"monumentum",0.0054940754770141,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00405757312715748,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00130478164095479,2.81396853983172e-05,2.85820447594821e-05
"negare",0.00158091630535164,0.0069998428962941,0.000936862795525102,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00106278783837289,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"nudus",1.56526366866499e-05,0.00176305269956535,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00678126478473427,0.00361356402708976,2.55839537442116e-05,0.00143512395531418,2.85820447594821e-05
"operire",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.0111945163633654,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"oportet",0.00314617997401662,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00112243325923807,2.24280619911633e-05,0.00790772072904229,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"ovare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.0134792652566892,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"paulo",1.56526366866499e-05,1.74559673224292e-05,0.00185535573231442,1.85058385920758e-05,0.00560657142324958,2.0186930980883e-05,2.08389772229979e-05,0.00319326664833887,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00145768428273359
"peccare",0.00392881180834912,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00720319716658291,2.55839537442116e-05,0.00143512395531418,2.85820447594821e-05
"pellere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00649554934581861,1.86264831337195e-05,2.0186930980883e-05,0.00106278783837289,0.002135893585975,2.20084952791778e-05,0.00114383116154933,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00145768428273359
"plaudere",1.56526366866499e-05,0.00787264126241556,1.83698587357863e-05,1.85058385920758e-05,0.00281259895319165,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"promittere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.0046752472665636,0.00304822657811333,0.00418863442182258,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"propter",1.56526366866499e-05,0.00176305269956535,1.83698587357863e-05,0.00557025741621482,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00442370755111473,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"secundus",1.56526366866499e-05,0.00525424616405118,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00106278783837289,2.11474612472773e-05,0.00112243325923807,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00514237470258654,2.81396853983172e-05,2.85820447594821e-05
"semel",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00314668556067268,2.11474612472773e-05,0.00992583137090917,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"semper",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.0074208412754224,1.86264831337195e-05,2.0186930980883e-05,0.00418863442182258,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"sestertius",0.00705933914567909,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00281259895319165,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"sub",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00222285802319695,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0143196044245005
"tabula",0.00158091630535164,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00742275889779432,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00361356402708976,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"uxor",0.00158091630535164,0.000890254333443888,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00897996776421828,2.81396853983172e-05,2.85820447594821e-05
"valde",1.56526366866499e-05,0.00438144779792972,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00112243325923807,0.00675084665934017,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"versus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00678126478473427,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00860319547260411
"vester",0.0054940754770141,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00523058328297247,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"vestimentum",1.56526366866499e-05,0.000890254333443888,1.83698587357863e-05,1.85058385920758e-05,0.00188127479650567,2.0186930980883e-05,0.00627253214412237,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00340189695181021,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"via",0.00392881180834912,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00222285802319695,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00642157238979712,2.81396853983172e-05,2.85820447594821e-05
"vincire",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00188127479650567,0.00102953348002503,2.08389772229979e-05,0.00319326664833887,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00860319547260411
"vita",1.56526366866499e-05,0.00612704453017264,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00340189695181021,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"amplexus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00371967355700724,1.86264831337195e-05,2.0186930980883e-05,0.00106278783837289,0.00636538583543046,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"amplus",1.56526366866499e-05,1.74559673224292e-05,0.00277384866910373,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.0022652342611075,2.25291188861604e-05,0.00361356402708976,2.55839537442116e-05,2.81396853983172e-05,0.0043158887586818
"auferre",0.00158091630535164,1.74559673224292e-05,1.83698587357863e-05,0.00464496548661102,1.86264831337195e-05,0.00304822657811333,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00145768428273359
"capillus",1.56526366866499e-05,1.74559673224292e-05,0.00185535573231442,1.85058385920758e-05,1.86264831337195e-05,0.00607626622524578,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00361356402708976,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"clamor",1.56526366866499e-05,0.00350864943180826,0.00461083454268237,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.0022754410075022,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"clarus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00557025741621482,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00717409323463
"colligere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00281259895319165,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00662455707903251,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00288678652070769
"confundere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.0140967585130606,2.81396853983172e-05,2.85820447594821e-05
"consurgere",1.56526366866499e-05,0.00176305269956535,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00809495932333407,2.08389772229979e-05,2.11474612472773e-05,0.00112243325923807,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"donare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00304822657811333,0.00418863442182258,0.00319326664833887,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00122047526742767,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"efferre",1.56526366866499e-05,0.00176305269956535,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00314668556067268,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.0077007700770077,2.81396853983172e-05,2.85820447594821e-05
"femina",0.000798284471019143,1.74559673224292e-05,1.83698587357863e-05,0.00186908969779966,1.86264831337195e-05,2.0186930980883e-05,0.00418863442182258,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.0022754410075022,2.3930887596621e-05,2.55839537442116e-05,0.00284210822523004,2.85820447594821e-05
"ferrum",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00653789557993555,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00481010840692081,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"forare",1.56526366866499e-05,0.00612704453017264,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00258397932816537,2.81396853983172e-05,2.85820447594821e-05
"fuga",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.0111229989704665,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"gaudium",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00319326664833887,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.009596285926245,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"gemere",1.56526366866499e-05,1.74559673224292e-05,0.006447820416261,1.85058385920758e-05,1.86264831337195e-05,0.00203888002906918,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00288678652070769
"infra",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00678126478473427,2.3930887596621e-05,2.55839537442116e-05,0.00706306103497763,2.85820447594821e-05
"labi",1.56526366866499e-05,1.74559673224292e-05,0.00185535573231442,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00332328278715584,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00284210822523004,0.0057449909966559
"laudare",1.56526366866499e-05,0.00525424616405118,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00340189695181021,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"levis",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00188127479650567,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.0126909981146411,2.85820447594821e-05
"lux",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00835642986642215,0.00319326664833887,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"morare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00371967355700724,1.86264831337195e-05,0.00304822657811333,0.00418863442182258,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"narrare",0.0062767073113466,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00304822657811333,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"ops",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.009596285926245,2.55839537442116e-05,2.81396853983172e-05,0.0043158887586818
"opus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00425063971070273,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0100322977105782
