"","alius_medio_praecipue_navis_vinum_fortuna_subito","frater_invenit_domum_iniuriam_populus_partes_ingenti","quemadmodum_volo_ideo_illam_valde_his_aliquid","verum_sive_tuam_fratrem_utique_vultu_osculum","satis_facta_plus_mecum_caelo_miles_vultus","sit_loco_fit_potest_melius_centum_curabo","deos_agere_dicebat_quartilla_vis_gratias_his","factum_posset_dominum_iuvenes_verba_vultum_subinde","rem_habebat_erant_extra_ianuam_aliquot_vidi","solus_forte_opes_rerum_ora_sui_ipsi","fortunata_agamemnon_oculis_tota_scintilla_habinnas_donec","propter_mentem_quorum_caelum_vides_hominem_afferri","sanguine_mare_nondum_potius_risum_caesar_opus","tellus_pectore_vera_more_toto_facies_ira","semel_eumolpi_faciem_tum_tua_certe_lacrimas"
"melior",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,0.00673344276573649,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,0.00385481470172894,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"mercennarius",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.00365928770696714,3.81664821953361e-05,3.78773531305632e-05,0.00773047190492673,4.20150413848158e-05,4.48410385184521e-05
"minor",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,0.0126465274568295,4.48410385184521e-05
"mortuus",2.9238911142949e-05,0.00461759579217761,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,0.00338347124049446,3.49027957139367e-05,3.496381245411e-05,0.00179887834644281,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"munus",2.9238911142949e-05,3.05801045839577e-05,0.00157645822385707,3.09109455658249e-05,0.00161132349688793,0.00170848547787344,0.00178004258141077,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,0.00382561266618689,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"namque",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.00184775913916162,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,0.0112551006681315
"natus",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,0.0100834142909785,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"nave",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.0109054019781892,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"nolo",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.00876060172419811,3.496381245411e-05,3.5272124440055e-05,0.00184775913916162,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"nomina",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,0.0115764778277759,4.20150413848158e-05,4.48410385184521e-05
"nomine",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,0.00170848547787344,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.00909387341038368,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"nostrae",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,0.0114010832922995,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"oenothea",0.0014911844682904,3.05801045839577e-05,0.00466755278043955,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,0.00179887834644281,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,0.00228689296444106
"omni",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.00352518236710761,0.00702772630327611,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"ova",2.9238911142949e-05,0.00614660102137549,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,0.00353134505786511,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"pallio",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,0.00844502331834797,0.00452894489036366
"paululum",2.9238911142949e-05,3.05801045839577e-05,0.00466755278043955,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,0.00532609079044831,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"plena",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,0.00635051025244068,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,0.00356248456844556,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"plenus",2.9238911142949e-05,0.00308859056297973,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,0.00773047190492673,4.20150413848158e-05,4.48410385184521e-05
"pondus",2.9238911142949e-05,0.00461759579217761,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,0.00532609079044831,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"primo",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.0105057415098949,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"prior",0.00587702113973276,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,0.00388446598207761,4.20150413848158e-05,4.48410385184521e-05
"prius",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.0109054019781892,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"proclamavit",0.0014911844682904,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,0.0047707813339231,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,0.00193174500965873,3.84600592284912e-05,0.0021427671106256,4.48410385184521e-05
"protulit",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,0.0114881111407962,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"putabam",2.9238911142949e-05,0.00155958533378184,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.00909387341038368,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"quattuor",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,0.0114010832922995,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"quidam",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.0105057415098949,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"re",2.9238911142949e-05,3.05801045839577e-05,0.00466755278043955,3.09109455658249e-05,3.15945783703516e-05,0.00505845700311547,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"recte",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.0062131000587308,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.00365928770696714,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"reliquit",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.00930419461531328,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"rixam",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.0109054019781892,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"rogare",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,0.0114881111407962,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"ruina",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,0.00571948032271505,0.00580746894350217,4.20150413848158e-05,4.48410385184521e-05
"sane",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,0.0047707813339231,3.34997152524204e-05,0.00527032215280444,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"scitis",2.9238911142949e-05,3.05801045839577e-05,0.00466755278043955,0.00157645822385707,3.15945783703516e-05,3.34997152524204e-05,0.00352518236710761,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"secreto",0.0014911844682904,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,0.00635051025244068,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,0.00193174500965873,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"sicut",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.0109054019781892,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"simulque",2.9238911142949e-05,3.05801045839577e-05,0.00157645822385707,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.00352518236710761,0.00178315443515961,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,0.00452894489036366
"sinum",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.00466755278043955,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,0.00571948032271505,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"somnum",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.00312200550214831,3.15945783703516e-05,3.34997152524204e-05,0.00527032215280444,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,0.00228689296444106
"spiritum",2.9238911142949e-05,3.05801045839577e-05,0.0062131000587308,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,0.00452894489036366
"templum",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.00930419461531328,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"tempore",2.9238911142949e-05,0.00614660102137549,0.00312200550214831,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"temporis",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.0109054019781892,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"tui",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.00930419461531328,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"unda",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,0.00702772630327611,3.5272124440055e-05,3.62305713561103e-05,0.00385481470172894,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"uno",0.0044150755825853,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,0.00505845700311547,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"urbe",2.9238911142949e-05,0.00920461147977126,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"utraque",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.00527032215280444,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,0.00385481470172894,3.78773531305632e-05,3.84600592284912e-05,0.0021427671106256,4.48410385184521e-05
"vertice",0.0014911844682904,0.00767560625057338,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"video",2.9238911142949e-05,0.00614660102137549,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,0.00382561266618689,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"videretur",0.0014911844682904,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,0.00957978703102935,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"vidit",2.9238911142949e-05,3.05801045839577e-05,0.00157645822385707,3.09109455658249e-05,0.00793023917095826,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"vocem",0.00733896669688021,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,0.00178315443515961,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"votum",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.00930419461531328,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"admovit",0.0014911844682904,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,0.00901304874220887
"aeque",0.0014911844682904,0.00308859056297973,0.00157645822385707,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.00178004258141077,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"age",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.00909387341038368,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"alio",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,0.00965347486635129,4.20150413848158e-05,4.48410385184521e-05
"aliqua",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.00547081627477265,0.00385481470172894,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"aliquam",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.00365928770696714,3.81664821953361e-05,0.00571948032271505,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"aliquem",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.00775864733702204,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"allata",2.9238911142949e-05,3.05801045839577e-05,0.00775864733702204,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"amor",2.9238911142949e-05,0.00308859056297973,3.09109455658249e-05,0.00466755278043955,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"ancillae",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,0.00909387341038368,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"animam",0.0044150755825853,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,0.00179887834644281,0.00184775913916162,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"animi",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.0062131000587308,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,0.00196146302065305,4.20150413848158e-05,4.48410385184521e-05
"annis",2.9238911142949e-05,0.00308859056297973,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.00352518236710761,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,0.00194649059196214,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"artificium",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.00178004258141077,3.496381245411e-05,3.5272124440055e-05,0.00365928770696714,0.00385481470172894,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"aurem",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,0.0105457753875888,4.48410385184521e-05
"aureos",2.9238911142949e-05,0.00308859056297973,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,0.00532609079044831,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"auri",2.9238911142949e-05,3.05801045839577e-05,0.00775864733702204,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"auro",0.0044150755825853,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,0.00338347124049446,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"basiavit",2.9238911142949e-05,3.05801045839577e-05,0.00157645822385707,0.00157645822385707,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,0.00194649059196214,3.78773531305632e-05,0.00388446598207761,4.20150413848158e-05,4.48410385184521e-05
"belle",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.00527032215280444,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,0.00385481470172894,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"bellum",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,0.0105457753875888,4.48410385184521e-05
"boni",2.9238911142949e-05,0.00461759579217761,3.09109455658249e-05,3.09109455658249e-05,0.00319105241540552,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"bonis",0.0014911844682904,3.05801045839577e-05,0.00312200550214831,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,0.00352518236710761,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"bonum",2.9238911142949e-05,3.05801045839577e-05,3.09109455658249e-05,0.00775864733702204,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
"caeli",0.00295313002543785,3.05801045839577e-05,3.09109455658249e-05,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,0.00677099681628627
"capita",2.9238911142949e-05,3.05801045839577e-05,0.00775864733702204,3.09109455658249e-05,3.15945783703516e-05,3.34997152524204e-05,3.49027957139367e-05,3.496381245411e-05,3.5272124440055e-05,3.62305713561103e-05,3.81664821953361e-05,3.78773531305632e-05,3.84600592284912e-05,4.20150413848158e-05,4.48410385184521e-05
