"","ego_inquam_sum_tu_ille_Trimalchio_Et","sum_tu_aut_ego_inquam_ille_Quid","sum_neque_enim_sed_hic_suus_homo","ego_neo_quidem_meus_hic_ab_sed","inquam_ego_tu_hic_ille_sum_tam","ego_ille_hic_sum_puer_facio_is","neque_ergo_aut_hic_sed_possum_omnis","supo_manus_omnis_ille_totus_sui_atque","sum_ille_alter_de_habeo_sui_ego","suus_totus_manus_oculus_puer_Giton_autem","ego_sum_idem_manus_tamquam_do_is","sum_nos_ex_Trimalchio_jubeo_modus_suus","atque_pectus_malus_corpus_meus_dum_ante","jam_hic_sum_ipse_inter_facio_ab","atque_per_alius_totus_orbis_nox_furo"
"utor",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.0035497100834394,0.0052185548617306,0.00166227781435155,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"velut",0.000482908815453082,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00674736606142121,0.00790362530961495
"vis",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00637816433319191,1.48676776687481e-05,1.64581961816985e-05,0.00421777852461771,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"aliqui",0.000482908815453082,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00744870651204282,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00106672244300356,0.00109418579703926,2.24164985429276e-05,2.2517451024544e-05
"argenteus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.0033080974325214,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00943317297636478,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"cibus",0.0023766688760534,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00659973666886109,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"crinis",9.46880030300161e-06,1.08154877784988e-05,0.000592265706654279,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00824555628703094,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00227426255347895
"dicere",0.00285010889120348,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00213548295856315,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,0.00340620233858668,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"ecce",0.000956348830603163,1.08154877784988e-05,1.16130530716525e-05,0.00191357242428083,0.00416263310745402,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00226406635283569,2.2517451024544e-05
"extro",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00254720567735395,0.00208823122666298,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00533593334515157,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"filius",9.46880030300161e-06,0.0027146874324032,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00496393720831566,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00109418579703926,2.24164985429276e-05,2.2517451024544e-05
"fluctus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00356319801453643,2.09161263334031e-05,0.00860330401201459,0.00114324142568931,2.2517451024544e-05
"furo",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.000758251561106155,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.013532988065751
"gravis",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.0033080974325214,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.0101553704120694
"iterum",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00508173868964643,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00538511049131088,2.24164985429276e-05,2.2517451024544e-05
"ludo",9.46880030300161e-06,1.08154877784988e-05,0.00523748693531529,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00216691697060717,2.24164985429276e-05,0.00227426255347895
"mollis",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.000705296639468953,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00420414139301401,2.14546234713581e-05,2.24164985429276e-05,0.00902949786084215
"pallium",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00139676393306597,1.41422712487626e-05,0.00373178709485578,1.64581961816985e-05,0.000856998823727105,1.6946280291476e-05,1.77273533061514e-05,0.00524994770968417,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"prior",9.46880030300161e-06,1.08154877784988e-05,0.00291487632098479,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00248518762343647,1.6803898504453e-05,1.6946280291476e-05,0.004449565679844,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"Quartilla",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00496393720831566,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00674736606142121,2.2517451024544e-05
"rapio",9.46880030300161e-06,0.000551589876703439,1.16130530716525e-05,1.26726650614624e-05,0.000705296639468953,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,0.00594814438230808,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00450571620712845,2.2517451024544e-05
"sermo",0.000956348830603163,0.00109236426562838,1.16130530716525e-05,0.00318083893042707,1.38293458719403e-05,1.41422712487626e-05,0.00298840321141838,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"sive",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.0115405070023046,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"sto",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.000705296639468953,1.41422712487626e-05,0.00447517097829319,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00629575402635432,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"sub",9.46880030300161e-06,0.0054185593770279,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00323964814417507,2.24164985429276e-05,2.2517451024544e-05
"tento",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,0.00255888832401288,0.00888140400638185,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"ullus",0.000482908815453082,0.00217391304347826,0.00465683428173267,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"umquam",9.46880030300161e-06,0.00487778498810296,0.00233422366740216,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"votum",9.46880030300161e-06,1.08154877784988e-05,0.00175357101381953,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00577682685977617,1.6803898504453e-05,0.00255888832401288,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"vulnus",0.000956348830603163,1.08154877784988e-05,0.00175357101381953,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00267683034922886,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00565188020716055
"Ac",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00634900519579268,0.00139676393306597,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"aio",0.00379698892150365,0.00163313865455332,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00114839000225175
"aliquot",9.46880030300161e-06,0.00163313865455332,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00142836939612502,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,0.00425351635316048,1.77273533061514e-05,0.00211252875967371,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"beneficium",0.00190322886090332,0.00217391304347826,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.0033080974325214,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"cieo",0.0023766688760534,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00416263310745402,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.000904095018613721,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"clamor",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00508173868964643,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00248518762343647,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00114324142568931,2.2517451024544e-05
"contineo",0.000482908815453082,1.08154877784988e-05,1.16130530716525e-05,0.00381447218350019,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.000839368005266623,1.6803898504453e-05,1.6946280291476e-05,0.00356319801453643,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"converto",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.005961938745168,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00452600765593335
"coquus",0.00569074898210397,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"esset",0.0023766688760534,1.08154877784988e-05,0.00175357101381953,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.000839368005266623,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00338489127998207,2.2517451024544e-05
"fugio",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.000646305918134584,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00976777167168942,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"fuit",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00849950502050629,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"Hinc",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00139676393306597,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00524994770968417,2.14546234713581e-05,0.00562654113427483,2.2517451024544e-05
"libet",9.46880030300161e-06,1.08154877784988e-05,0.00349552897456741,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00447517097829319,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"monumentum",0.00332354890635357,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00538511049131088,2.24164985429276e-05,2.2517451024544e-05
"numquam",0.00285010889120348,0.00217391304347826,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00142836939612502,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"O",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.000646305918134584,0.003471165813857,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.000856998823727105,1.6946280291476e-05,0.004449565679844,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"paulum",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00315833507634386,0.00967603518558249,2.24164985429276e-05,2.2517451024544e-05
"porcus",0.00285010889120348,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.000856998823727105,1.6946280291476e-05,1.77273533061514e-05,0.00524994770968417,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"puella",9.46880030300161e-06,1.08154877784988e-05,0.00465683428173267,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00450571620712845,2.2517451024544e-05
"quisque",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00533593334515157,0.00629575402635432,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"reddo",0.00190322886090332,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.00337758359939506,1.6946280291476e-05,1.77273533061514e-05,0.00420414139301401,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"secerno",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00381447218350019,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00629575402635432,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"semel",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00508173868964643,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00431237931774297,2.24164985429276e-05,2.2517451024544e-05
"tabula",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.000646305918134584,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.00925894807595362,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"tempus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.00169719374894976,1.6946280291476e-05,0.00533593334515157,2.09161263334031e-05,0.00431237931774297,2.24164985429276e-05,2.2517451024544e-05
"timeo",0.000956348830603163,1.08154877784988e-05,1.16130530716525e-05,0.00381447218350019,1.38293458719403e-05,1.41422712487626e-05,0.000758251561106155,0.000839368005266623,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00227426255347895
"utique",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.003471165813857,1.41422712487626e-05,0.00373178709485578,0.000839368005266623,0.000856998823727105,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"vester",9.46880030300161e-06,0.0027146874324032,1.16130530716525e-05,0.00127993917120771,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.004449565679844,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"vita",9.46880030300161e-06,0.00109236426562838,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00708527789563004,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"vivo",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00577682685977617,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00562654113427483,2.2517451024544e-05
"accedo",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00381447218350019,1.38293458719403e-05,1.41422712487626e-05,0.00150163544454356,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00267683034922886,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"anima",9.46880030300161e-06,0.00163313865455332,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00495391705069124,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00216691697060717,2.24164985429276e-05,2.2517451024544e-05
"clarus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00267683034922886,2.09161263334031e-05,0.00431237931774297,2.24164985429276e-05,0.00452600765593335
"coepi",9.46880030300161e-06,0.000551589876703439,1.16130530716525e-05,1.26726650614624e-05,0.00208823122666298,1.41422712487626e-05,0.00447517097829319,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00114324142568931,2.2517451024544e-05
"Ergo",0.00285010889120348,1.08154877784988e-05,1.16130530716525e-05,0.00127993917120771,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00315833507634386,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"exspecto",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00508173868964643,1.38293458719403e-05,1.41422712487626e-05,0.00224501932798097,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"fio",9.46880030300161e-06,0.00109236426562838,1.16130530716525e-05,0.00127993917120771,1.38293458719403e-05,1.41422712487626e-05,0.0052185548617306,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"foris",9.46880030300161e-06,1.08154877784988e-05,0.00233422366740216,1.26726650614624e-05,0.003471165813857,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.000904095018613721,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00114839000225175
"frango",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00413100724160632,1.6803898504453e-05,1.6946280291476e-05,0.00267683034922886,2.09161263334031e-05,0.00323964814417507,2.24164985429276e-05,2.2517451024544e-05
"gladium",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00554556769464804,1.41422712487626e-05,1.48676776687481e-05,0.00248518762343647,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"ideo",0.00190322886090332,0.00379623621025308,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"ignis",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00906846609611586,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"intellego",9.46880030300161e-06,0.000551589876703439,0.00175357101381953,1.26726650614624e-05,0.003471165813857,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00179046268392129,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"limen",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00254720567735395,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,0.00594814438230808,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"mater",0.00190322886090332,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00072125583368689,1.48676776687481e-05,1.64581961816985e-05,0.00505797344984036,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"noto",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00127993917120771,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00216691697060717,2.24164985429276e-05,0.00790362530961495
"novus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.0033080974325214,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00786819098856759,2.2517451024544e-05
"Numquid",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00761996957543908,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"Nunc",9.46880030300161e-06,1.08154877784988e-05,0.00407618162815004,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00356319801453643,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"obliviscor",0.000956348830603163,1.08154877784988e-05,1.16130530716525e-05,0.00254720567735395,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,0.00171157430943908,0.00267683034922886,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"opus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00127993917120771,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.00337758359939506,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00562654113427483,2.2517451024544e-05
"panis",0.00285010889120348,1.08154877784988e-05,0.00175357101381953,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00211252875967371,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
